Include=yes;Acq Date=2019-05-03;Acq Time=14:57:45;Species=;Cell Type=;ID=;Age=;Sex=unknown;Genotype=;Condition1=;Condition2=;Note=;
,spikeNumber,detectionType,sweep,epoch,epochLevel,sweepSpikeNumber,userType,errors,analysisDate,analysisTime,modDate,modTime,analysisVersion,interfaceVersion,file,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,fastAhpPnt,fastAhpSec,fastAhpValue,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,user_timeToPeak_ms,Include,Acq Date,Acq Time,Species,Cell Type,ID,Age,Sex,Genotype,Condition1,Condition2,Note
92,92,dvdt,0,1,0.0,92,0,"[{'Spike': 92, 'Seconds': 224.0792, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4481584,224.07920000000001,-44.856480189732125,7.326709980867252,,4481623,224.08115,39.193289620535694,84.04976981026782,1.949999999993679,4481782,224.0891,-1.4735630580357135,4480037,-66.66460309709818,4480192,4480811,30.95,-66.09671456473211,-64.60571289062497,45.938396164104155,,4481602,-0.7019042968749997,104.33773118622439,4481703,17.70455496651785,-9.601203762755071,35388.0,1769.4,0.5651633322030066,36427.0,1821.35,77.35,"[{'halfHeight': 10, 'risingPnt': 4481593, 'fallingPnt': 4482116, 'widthPnts': 523, 'widthMs': 26.15}, {'halfHeight': 20, 'risingPnt': 4481597, 'fallingPnt': 4481992, 'widthPnts': 395, 'widthMs': 19.75}, {'halfHeight': 50, 'risingPnt': 4481602, 'fallingPnt': 4481790, 'widthPnts': 188, 'widthMs': 9.4}, {'halfHeight': 80, 'risingPnt': 4481608, 'fallingPnt': 4481687, 'widthPnts': 79, 'widthMs': 3.95}, {'halfHeight': 90, 'risingPnt': 4481611, 'fallingPnt': 4481658, 'widthPnts': 47, 'widthMs': 2.35}]",26.15,19.75,9.4,3.95,2.35,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
93,93,dvdt,0,1,0.0,93,0,"[{'Spike': 93, 'Seconds': 225.3164, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4506327,225.31635,-43.48318917410712,9.94997608418366,,4506365,225.31825,39.35459681919641,82.83778599330353,1.90000000000623,4506524,225.3262,-0.38364955357142827,4504435,-66.82983398437496,4504624,4505381,37.85,-66.42804827008925,-65.66510881696425,16.16148744191889,,4506341,-7.847377232142853,104.56194196428558,4506439,19.169398716517847,-9.932537468112288,24743.0,1237.15,0.8083094208462999,24398.0,1219.9,94.6,"[{'halfHeight': 10, 'risingPnt': 4506335, 'fallingPnt': 4506858, 'widthPnts': 523, 'widthMs': 26.15}, {'halfHeight': 20, 'risingPnt': 4506337, 'fallingPnt': 4506729, 'widthPnts': 392, 'widthMs': 19.6}, {'halfHeight': 50, 'risingPnt': 4506343, 'fallingPnt': 4506532, 'widthPnts': 189, 'widthMs': 9.45}, {'halfHeight': 80, 'risingPnt': 4506349, 'fallingPnt': 4506426, 'widthPnts': 77, 'widthMs': 3.85}, {'halfHeight': 90, 'risingPnt': 4506352, 'fallingPnt': 4506397, 'widthPnts': 45, 'widthMs': 2.25}]",26.15,19.6,9.45,3.85,2.25,1.90000000000623,yes,2019-05-03,14:57:45,,,,,unknown,,,,
94,94,dvdt,0,1,0.0,94,0,[],20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4531320,226.566,-44.64285714285712,9.4741509885205,,4531361,226.56805,39.11481584821426,83.75767299107139,2.0499999999969987,4531519,226.57595,0.619070870535714,4529877,-66.37316022600444,4530021,4530599,28.9,-65.76102120535711,-64.71034458705354,44.199715438982224,,4531337,-5.092075892857141,105.68797831632644,4531551,-5.501883370535712,-8.995834661989788,24993.0,1249.65,0.8002240627375664,25442.0,1272.1,72.15,"[{'halfHeight': 10, 'risingPnt': 4531329, 'fallingPnt': 4531891, 'widthPnts': 562, 'widthMs': 28.1}, {'halfHeight': 20, 'risingPnt': 4531333, 'fallingPnt': 4531753, 'widthPnts': 420, 'widthMs': 21.0}, {'halfHeight': 50, 'risingPnt': 4531338, 'fallingPnt': 4531537, 'widthPnts': 199, 'widthMs': 9.95}, {'halfHeight': 80, 'risingPnt': 4531344, 'fallingPnt': 4531423, 'widthPnts': 79, 'widthMs': 3.95}, {'halfHeight': 90, 'risingPnt': 4531348, 'fallingPnt': 4531393, 'widthPnts': 45, 'widthMs': 2.25}]",28.1,21.0,9.95,3.95,2.25,2.0499999999969987,yes,2019-05-03,14:57:45,,,,,unknown,,,,
95,95,dvdt,0,1,0.0,95,0,"[{'Spike': 95, 'Seconds': 227.3328, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4546655,227.33275,-43.87991768973212,9.40937898596944,,4546693,227.33464999999998,39.332798549107125,83.21271623883925,1.8999999999778083,4546852,227.3426,-0.6234305245535712,4545272,-66.38846261160711,4545410,4545964,27.7,-65.74358258928568,-63.528878348214256,74.20161988360339,,4546671,-2.458844866071427,102.72341358418356,4546783,14.57432338169642,-10.719766422193857,15335.0,766.75,1.3042060645582,15395.0,769.75,69.15,"[{'halfHeight': 10, 'risingPnt': 4546663, 'fallingPnt': 4547176, 'widthPnts': 513, 'widthMs': 25.65}, {'halfHeight': 20, 'risingPnt': 4546666, 'fallingPnt': 4547055, 'widthPnts': 389, 'widthMs': 19.45}, {'halfHeight': 50, 'risingPnt': 4546672, 'fallingPnt': 4546861, 'widthPnts': 189, 'widthMs': 9.45}, {'halfHeight': 80, 'risingPnt': 4546678, 'fallingPnt': 4546755, 'widthPnts': 77, 'widthMs': 3.85}, {'halfHeight': 90, 'risingPnt': 4546681, 'fallingPnt': 4546725, 'widthPnts': 44, 'widthMs': 2.2}]",25.65,19.45,9.45,3.85,2.2,1.8999999999778083,yes,2019-05-03,14:57:45,,,,,unknown,,,,
96,96,dvdt,0,1,0.0,96,0,"[{'Spike': 96, 'Seconds': 228.99, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4579800,228.99,-44.917515345982125,10.141800860969376,,4579840,228.992,39.09301757812498,84.01053292410711,1.999999999981128,4579999,228.99995,-0.4446847098214284,4577784,-65.95227922712051,4577986,4578792,40.3,-65.6825474330357,-64.68854631696425,16.029744730092627,,4579817,-9.076799665178566,104.62173150510195,4580030,-6.138392857142854,-10.886678890306115,33145.0,1657.25,0.6034092623321768,32512.0,1625.6,100.8,"[{'halfHeight': 10, 'risingPnt': 4579810, 'fallingPnt': 4580355, 'widthPnts': 545, 'widthMs': 27.25}, {'halfHeight': 20, 'risingPnt': 4579813, 'fallingPnt': 4580212, 'widthPnts': 399, 'widthMs': 19.95}, {'halfHeight': 50, 'risingPnt': 4579819, 'fallingPnt': 4580013, 'widthPnts': 194, 'widthMs': 9.7}, {'halfHeight': 80, 'risingPnt': 4579825, 'fallingPnt': 4579903, 'widthPnts': 78, 'widthMs': 3.9}, {'halfHeight': 90, 'risingPnt': 4579828, 'fallingPnt': 4579873, 'widthPnts': 45, 'widthMs': 2.25}]",27.25,19.95,9.7,3.9,2.25,1.999999999981128,yes,2019-05-03,14:57:45,,,,,unknown,,,,
97,97,dvdt,0,1,0.0,97,0,"[{'Spike': 97, 'Seconds': 230.2325, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4604651,230.23254999999997,-43.47446986607141,8.064114317602042,,4604687,230.23435,39.03198242187498,82.50645228794639,1.800000000031332,4604846,230.2423,1.116071428571428,4603022,-65.84001813616068,4603185,4603836,32.55,-65.25966099330353,-63.76429966517854,50.978565163079416,,4604667,-1.6566685267857135,104.270467952806,4604854,-0.466482979910714,-9.0705715880102,24851.0,1242.55,0.8047965876624683,25238.0,1261.9,81.45,"[{'halfHeight': 10, 'risingPnt': 4604659, 'fallingPnt': 4605222, 'widthPnts': 563, 'widthMs': 28.15}, {'halfHeight': 20, 'risingPnt': 4604662, 'fallingPnt': 4605081, 'widthPnts': 419, 'widthMs': 20.95}, {'halfHeight': 50, 'risingPnt': 4604667, 'fallingPnt': 4604863, 'widthPnts': 196, 'widthMs': 9.8}, {'halfHeight': 80, 'risingPnt': 4604673, 'fallingPnt': 4604753, 'widthPnts': 80, 'widthMs': 4.0}, {'halfHeight': 90, 'risingPnt': 4604677, 'fallingPnt': 4604723, 'widthPnts': 46, 'widthMs': 2.3}]",28.15,20.95,9.8,4.0,2.3,1.800000000031332,yes,2019-05-03,14:57:45,,,,,unknown,,,,
98,98,dvdt,0,1,0.0,98,0,"[{'Spike': 98, 'Seconds': 230.7929, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4615858,230.7929,-43.94095284598212,8.487623565050983,,4615898,230.79489999999998,38.116455078124986,82.05740792410711,1.999999999981128,4616057,230.80285,2.166748046874999,4613437,-66.14554268973212,4613679,4614647,48.4,-65.57791573660711,-63.9212472098214,31.23326311299657,,4615876,-0.680106026785714,100.90232382015299,4615962,22.901262555803562,-9.192641900510193,11207.0,560.35,1.784598911394664,10415.0,520.75,121.05,"[{'halfHeight': 10, 'risingPnt': 4615867, 'fallingPnt': 4616406, 'widthPnts': 539, 'widthMs': 26.95}, {'halfHeight': 20, 'risingPnt': 4615870, 'fallingPnt': 4616293, 'widthPnts': 423, 'widthMs': 21.15}, {'halfHeight': 50, 'risingPnt': 4615876, 'fallingPnt': 4616085, 'widthPnts': 209, 'widthMs': 10.45}, {'halfHeight': 80, 'risingPnt': 4615882, 'fallingPnt': 4615967, 'widthPnts': 85, 'widthMs': 4.25}, {'halfHeight': 90, 'risingPnt': 4615886, 'fallingPnt': 4615934, 'widthPnts': 48, 'widthMs': 2.4}]",26.95,21.15,10.45,4.25,2.4,1.999999999981128,yes,2019-05-03,14:57:45,,,,,unknown,,,,
99,99,dvdt,0,1,0.0,99,0,"[{'Spike': 99, 'Seconds': 231.5454, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4630909,231.54545000000002,-44.0237862723214,9.389449139030626,,4630949,231.54745,38.45214843749998,82.47593470982139,1.999999999981128,4631108,231.5554,1.9313267299107133,4628570,-66.40611921037944,4628804,4629740,46.8,-66.15339006696425,-64.84985351562497,24.171337993900487,,4630925,-7.2631835937499964,101.02190290178558,4631021,21.619524274553562,-8.642079878826504,15051.0,752.55,1.3288153611055744,15133.0,756.65,116.95,"[{'halfHeight': 10, 'risingPnt': 4630918, 'fallingPnt': 4631434, 'widthPnts': 516, 'widthMs': 25.8}, {'halfHeight': 20, 'risingPnt': 4630921, 'fallingPnt': 4631326, 'widthPnts': 405, 'widthMs': 20.25}, {'halfHeight': 50, 'risingPnt': 4630926, 'fallingPnt': 4631135, 'widthPnts': 209, 'widthMs': 10.45}, {'halfHeight': 80, 'risingPnt': 4630932, 'fallingPnt': 4631020, 'widthPnts': 88, 'widthMs': 4.4}, {'halfHeight': 90, 'risingPnt': 4630936, 'fallingPnt': 4630988, 'widthPnts': 52, 'widthMs': 2.6}]",25.8,20.25,10.45,4.4,2.6,1.999999999981128,yes,2019-05-03,14:57:45,,,,,unknown,,,,
100,100,dvdt,0,1,0.0,100,0,"[{'Spike': 100, 'Seconds': 232.645, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4652900,232.645,-44.73876953124997,10.062081473214302,,4652939,232.64695,39.001464843749986,83.74023437499996,1.949999999993679,4653098,232.6549,2.750941685267856,4651438,-66.28413609095979,4651584,4652169,29.25,-66.00952148437497,-63.86893136160711,71.12227881165558,,4652918,-3.505161830357141,102.68355389030603,4652975,30.901227678571413,-8.724290497448964,21991.0,1099.55,0.9094629621208676,22868.0,1143.4,73.1,"[{'halfHeight': 10, 'risingPnt': 4652910, 'fallingPnt': 4653494, 'widthPnts': 584, 'widthMs': 29.2}, {'halfHeight': 20, 'risingPnt': 4652913, 'fallingPnt': 4653352, 'widthPnts': 439, 'widthMs': 21.95}, {'halfHeight': 50, 'risingPnt': 4652919, 'fallingPnt': 4653130, 'widthPnts': 211, 'widthMs': 10.55}, {'halfHeight': 80, 'risingPnt': 4652925, 'fallingPnt': 4653008, 'widthPnts': 83, 'widthMs': 4.15}, {'halfHeight': 90, 'risingPnt': 4652928, 'fallingPnt': 4652976, 'widthPnts': 48, 'widthMs': 2.4}]",29.2,21.95,10.55,4.15,2.4,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
101,101,dvdt,0,1,0.0,101,0,"[{'Spike': 101, 'Seconds': 233.5764, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4671527,233.57635000000002,-43.740408761160694,8.290816326530537,,4671567,233.57835,36.812918526785694,80.55332728794639,1.999999999981128,4671726,233.5863,0.8850097656249996,4668526,-66.26499720982139,4668826,4670026,60.0,-65.11579241071425,-63.890729631696395,15.22949004787868,,4671544,-10.711669921874996,95.15505420918358,4671708,4.289899553571427,-10.27632732780611,18627.0,931.35,1.0737102056155043,17088.0,854.4,150.05,"[{'halfHeight': 10, 'risingPnt': 4671537, 'fallingPnt': 4672049, 'widthPnts': 512, 'widthMs': 25.6}, {'halfHeight': 20, 'risingPnt': 4671540, 'fallingPnt': 4671945, 'widthPnts': 405, 'widthMs': 20.25}, {'halfHeight': 50, 'risingPnt': 4671546, 'fallingPnt': 4671749, 'widthPnts': 203, 'widthMs': 10.15}, {'halfHeight': 80, 'risingPnt': 4671552, 'fallingPnt': 4671635, 'widthPnts': 83, 'widthMs': 4.15}, {'halfHeight': 90, 'risingPnt': 4671556, 'fallingPnt': 4671603, 'widthPnts': 47, 'widthMs': 2.35}]",25.6,20.25,10.15,4.15,2.35,1.999999999981128,yes,2019-05-03,14:57:45,,,,,unknown,,,,
102,102,dvdt,0,1,0.0,102,0,"[{'Spike': 102, 'Seconds': 234.2044, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4684088,234.2044,-42.580740792410694,8.916115274234595,,4684126,234.2063,38.16877092633926,80.74951171874996,1.90000000000623,4684285,234.21425,1.9226074218749991,4682067,-66.32489885602673,4682269,4683077,40.4,-64.74522181919639,-63.30217633928569,37.28598584386664,,4684104,-0.6626674107142854,97.83063616071418,4684178,25.53449358258927,-9.419343909438808,12561.0,628.05,1.5922299180001593,13541.0,677.05,101.05,"[{'halfHeight': 10, 'risingPnt': 4684096, 'fallingPnt': 4684628, 'widthPnts': 532, 'widthMs': 26.6}, {'halfHeight': 20, 'risingPnt': 4684099, 'fallingPnt': 4684516, 'widthPnts': 417, 'widthMs': 20.85}, {'halfHeight': 50, 'risingPnt': 4684104, 'fallingPnt': 4684307, 'widthPnts': 203, 'widthMs': 10.15}, {'halfHeight': 80, 'risingPnt': 4684110, 'fallingPnt': 4684193, 'widthPnts': 83, 'widthMs': 4.15}, {'halfHeight': 90, 'risingPnt': 4684114, 'fallingPnt': 4684161, 'widthPnts': 47, 'widthMs': 2.35}]",26.6,20.85,10.15,4.15,2.35,1.90000000000623,yes,2019-05-03,14:57:45,,,,,unknown,,,,
103,103,dvdt,0,1,0.0,103,0,"[{'Spike': 103, 'Seconds': 234.7596, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4695192,234.7596,-44.276646205357125,9.54390545280604,,4695231,234.76155,37.942068917410694,82.21871512276782,1.949999999993679,4695390,234.7695,1.643589564732142,4693764,-65.71036202566961,4693907,4694478,28.55,-65.18118722098211,-62.443324497767826,92.38108457180591,,4695210,-3.6097935267857126,101.8440090880101,4695242,36.12409319196426,-9.60369499362249,11104.0,555.2,1.8011527377521612,11697.0,584.85,71.4,"[{'halfHeight': 10, 'risingPnt': 4695202, 'fallingPnt': 4695756, 'widthPnts': 554, 'widthMs': 27.7}, {'halfHeight': 20, 'risingPnt': 4695205, 'fallingPnt': 4695634, 'widthPnts': 429, 'widthMs': 21.45}, {'halfHeight': 50, 'risingPnt': 4695211, 'fallingPnt': 4695420, 'widthPnts': 209, 'widthMs': 10.45}, {'halfHeight': 80, 'risingPnt': 4695217, 'fallingPnt': 4695299, 'widthPnts': 82, 'widthMs': 4.1}, {'halfHeight': 90, 'risingPnt': 4695220, 'fallingPnt': 4695268, 'widthPnts': 48, 'widthMs': 2.4}]",27.7,21.45,10.45,4.1,2.4,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
104,104,dvdt,0,1,0.0,104,0,"[{'Spike': 104, 'Seconds': 235.6378, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4712756,235.6378,-44.0848214285714,7.919622927295899,,4712796,235.63979999999998,37.501743861607125,81.58656529017853,1.999999999981128,4712955,235.64775,2.5329589843749987,4711166,-65.53785051618301,4711325,4711961,31.8,-65.07219587053568,-61.937604631696395,86.93111963519269,,4712774,-4.019601004464284,97.47688137755091,4712817,32.967703683035694,-10.17667809311223,17564.0,878.2,1.1386927806877702,17402.0,870.1,79.5,"[{'halfHeight': 10, 'risingPnt': 4712766, 'fallingPnt': 4713336, 'widthPnts': 570, 'widthMs': 28.5}, {'halfHeight': 20, 'risingPnt': 4712769, 'fallingPnt': 4713204, 'widthPnts': 435, 'widthMs': 21.75}, {'halfHeight': 50, 'risingPnt': 4712775, 'fallingPnt': 4712988, 'widthPnts': 213, 'widthMs': 10.65}, {'halfHeight': 80, 'risingPnt': 4712781, 'fallingPnt': 4712865, 'widthPnts': 84, 'widthMs': 4.2}, {'halfHeight': 90, 'risingPnt': 4712784, 'fallingPnt': 4712833, 'widthPnts': 49, 'widthMs': 2.45}]",28.5,21.75,10.65,4.2,2.45,1.999999999981128,yes,2019-05-03,14:57:45,,,,,unknown,,,,
105,105,dvdt,0,1,0.0,105,0,"[{'Spike': 105, 'Seconds': 236.9551, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4739102,236.95510000000002,-43.43087332589283,8.228535554846907,,4739143,236.95714999999998,38.325718470982125,81.75659179687496,2.049999999968577,4739302,236.9651,2.110072544642856,4736754,-65.68289620535711,4736989,4737928,46.95,-65.19426618303568,-63.528878348214256,42.134010527337864,,4739119,-3.701346261160712,99.95067362882642,4739229,17.386300223214278,-9.264887595663266,26346.0,1317.3,0.7591285204585136,25588.0,1279.4,117.4,"[{'halfHeight': 10, 'risingPnt': 4739111, 'fallingPnt': 4739660, 'widthPnts': 549, 'widthMs': 27.45}, {'halfHeight': 20, 'risingPnt': 4739114, 'fallingPnt': 4739538, 'widthPnts': 424, 'widthMs': 21.2}, {'halfHeight': 50, 'risingPnt': 4739120, 'fallingPnt': 4739331, 'widthPnts': 211, 'widthMs': 10.55}, {'halfHeight': 80, 'risingPnt': 4739126, 'fallingPnt': 4739211, 'widthPnts': 85, 'widthMs': 4.25}, {'halfHeight': 90, 'risingPnt': 4739129, 'fallingPnt': 4739178, 'widthPnts': 49, 'widthMs': 2.45}]",27.45,21.2,10.55,4.25,2.45,2.049999999968577,yes,2019-05-03,14:57:45,,,,,unknown,,,,
106,106,dvdt,0,1,0.0,106,0,"[{'Spike': 106, 'Seconds': 237.7286, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}, {'Spike': 106, 'Seconds': 237.7286, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low -1.743<=8'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4754571,237.72854999999998,-41.939871651785694,7.961973852040836,,4754608,237.7304,38.30392020089284,80.24379185267853,1.850000000018781,4754767,237.73835,1.8397739955357133,4752026,-65.59744698660711,4752280,4753298,50.9,-64.97628348214283,-65.08963448660711,-1.7430550922730341,,4754585,-5.405970982142854,99.8634805484693,4754858,-11.452811104910708,-8.89867665816327,15469.0,773.45,1.2929083974400413,15272.0,763.6,127.25,"[{'halfHeight': 10, 'risingPnt': 4754578, 'fallingPnt': 4755128, 'widthPnts': 550, 'widthMs': 27.5}, {'halfHeight': 20, 'risingPnt': 4754581, 'fallingPnt': 4755009, 'widthPnts': 428, 'widthMs': 21.4}, {'halfHeight': 50, 'risingPnt': 4754586, 'fallingPnt': 4754791, 'widthPnts': 205, 'widthMs': 10.25}, {'halfHeight': 80, 'risingPnt': 4754592, 'fallingPnt': 4754672, 'widthPnts': 80, 'widthMs': 4.0}, {'halfHeight': 90, 'risingPnt': 4754596, 'fallingPnt': 4754642, 'widthPnts': 46, 'widthMs': 2.3}]",27.5,21.4,10.25,4.0,2.3,1.850000000018781,yes,2019-05-03,14:57:45,,,,,unknown,,,,
107,107,dvdt,0,1,0.0,107,0,"[{'Spike': 107, 'Seconds': 239.3372, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}, {'Spike': 107, 'Seconds': 239.3372, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.385<=8'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4786744,239.33720000000002,-42.14477539062498,10.13681839923465,,4786780,239.339,39.20200892857141,81.34678431919639,1.7999999999744887,4786939,239.34695000000002,1.6828264508928563,4784117,-65.37676130022317,4784380,4785431,52.55,-64.95012555803568,-64.67546735491068,1.38540530651653,,4786758,-4.717145647321426,103.10955436862233,4786823,28.485979352678555,-10.654994419642856,32173.0,1608.65,0.6216392627358344,32091.0,1604.55,131.35,"[{'halfHeight': 10, 'risingPnt': 4786751, 'fallingPnt': 4787298, 'widthPnts': 547, 'widthMs': 27.35}, {'halfHeight': 20, 'risingPnt': 4786754, 'fallingPnt': 4787158, 'widthPnts': 404, 'widthMs': 20.2}, {'halfHeight': 50, 'risingPnt': 4786759, 'fallingPnt': 4786957, 'widthPnts': 198, 'widthMs': 9.9}, {'halfHeight': 80, 'risingPnt': 4786765, 'fallingPnt': 4786844, 'widthPnts': 79, 'widthMs': 3.95}, {'halfHeight': 90, 'risingPnt': 4786768, 'fallingPnt': 4786814, 'widthPnts': 46, 'widthMs': 2.3}]",27.35,20.2,9.9,3.95,2.3,1.7999999999744887,yes,2019-05-03,14:57:45,,,,,unknown,,,,
108,108,dvdt,0,1,0.0,108,0,"[{'Spike': 108, 'Seconds': 239.8662, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",4797323,239.86615,-42.977469308035694,9.474150988520378,,4797364,239.8682,38.068498883928555,81.04596819196425,2.0499999999969987,4797523,239.87615,2.7683803013392847,4794853,-65.30800955636158,4795100,4796088,49.4,-64.84549386160711,-64.18282645089283,12.280383523236194,,4797341,0.3051757812499999,97.71603954081624,4797375,35.566057477678555,-8.527483258928605,10579.0,528.95,1.8905378580206067,10736.0,536.8,123.5,"[{'halfHeight': 10, 'risingPnt': 4797332, 'fallingPnt': 4797898, 'widthPnts': 566, 'widthMs': 28.3}, {'halfHeight': 20, 'risingPnt': 4797335, 'fallingPnt': 4797764, 'widthPnts': 429, 'widthMs': 21.45}, {'halfHeight': 50, 'risingPnt': 4797341, 'fallingPnt': 4797552, 'widthPnts': 211, 'widthMs': 10.55}, {'halfHeight': 80, 'risingPnt': 4797347, 'fallingPnt': 4797434, 'widthPnts': 87, 'widthMs': 4.35}, {'halfHeight': 90, 'risingPnt': 4797351, 'fallingPnt': 4797398, 'widthPnts': 47, 'widthMs': 2.35}]",28.3,21.45,10.55,4.35,2.35,2.0499999999969987,yes,2019-05-03,14:57:45,,,,,unknown,,,,
