Include=yes;Acq Date=2019-05-03;Acq Time=14:57:45;Species=;Cell Type=;ID=;Age=;Sex=unknown;Genotype=;Condition1=;Condition2=;Note=;
,spikeNumber,detectionType,sweep,epoch,epochLevel,sweepSpikeNumber,userType,errors,analysisDate,analysisTime,modDate,modTime,analysisVersion,interfaceVersion,file,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,fastAhpPnt,fastAhpSec,fastAhpValue,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,user_timeToPeak_ms,Include,Acq Date,Acq Time,Species,Cell Type,ID,Age,Sex,Genotype,Condition1,Condition2,Note
45,45,dvdt,0,1,0.0,45,0,[],20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",2771379,138.56895,-41.756766183035694,4.399513711734696,,2771420,138.571,30.6178501674107,72.37461635044639,2.0499999999969987,2771578,138.5789,-4.185267857142856,2766738,-62.45125906808033,2767202,2769058,92.8,-60.54251534598211,-59.58339146205354,20.148740101944732,,2771398,-6.2561035156249964,79.64465082908156,2771471,19.28274972098213,-11.631556919642868,12603.0,630.15,1.5869237483138936,11524.0,576.2,232.05,"[{'halfHeight': 10, 'risingPnt': 2771389, 'fallingPnt': 2771870, 'widthPnts': 481, 'widthMs': 24.05}, {'halfHeight': 20, 'risingPnt': 2771392, 'fallingPnt': 2771757, 'widthPnts': 365, 'widthMs': 18.25}, {'halfHeight': 50, 'risingPnt': 2771399, 'fallingPnt': 2771585, 'widthPnts': 186, 'widthMs': 9.3}, {'halfHeight': 80, 'risingPnt': 2771406, 'fallingPnt': 2771485, 'widthPnts': 79, 'widthMs': 3.95}, {'halfHeight': 90, 'risingPnt': 2771409, 'fallingPnt': 2771455, 'widthPnts': 46, 'widthMs': 2.3}]",24.05,18.25,9.3,3.95,2.3,2.0499999999969987,yes,2019-05-03,14:57:45,,,,,unknown,,,,
46,46,dvdt,0,1,0.0,46,0,"[{'Spike': 46, 'Seconds': 139.5673, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",2791346,139.5673,-43.069022042410694,8.385483099489875,,2791387,139.56935000000001,34.03145926339284,77.10048130580353,2.0500000000254204,2791546,139.57729999999998,-2.8686523437499987,2789009,-63.146100725446416,2789243,2790177,46.7,-61.994280133928534,-59.45696149553568,39.05659630257564,,2791364,-6.500244140624997,87.11086973852034,2791418,26.384626116071416,-10.10443239795916,19967.0,998.35,1.0016527269995492,22271.0,1113.55,116.85,"[{'halfHeight': 10, 'risingPnt': 2791356, 'fallingPnt': 2791826, 'widthPnts': 470, 'widthMs': 23.5}, {'halfHeight': 20, 'risingPnt': 2791359, 'fallingPnt': 2791732, 'widthPnts': 373, 'widthMs': 18.65}, {'halfHeight': 50, 'risingPnt': 2791365, 'fallingPnt': 2791557, 'widthPnts': 192, 'widthMs': 9.6}, {'halfHeight': 80, 'risingPnt': 2791372, 'fallingPnt': 2791448, 'widthPnts': 76, 'widthMs': 3.8}, {'halfHeight': 90, 'risingPnt': 2791375, 'fallingPnt': 2791419, 'widthPnts': 44, 'widthMs': 2.2}]",23.5,18.65,9.6,3.8,2.2,2.0500000000254204,yes,2019-05-03,14:57:45,,,,,unknown,,,,
47,47,dvdt,0,1,0.0,47,0,"[{'Spike': 47, 'Seconds': 141.531, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",2830621,141.53105,-43.574741908482125,3.811583227040737,,2830663,141.53315,33.56061662946427,77.13535853794639,2.1000000000128694,2830822,141.5411,-4.826136997767854,2825736,-62.80360630580354,2826224,2828178,97.7,-61.91580636160711,-60.25041852678568,23.91331619363399,,2830640,-7.119315011160711,86.18911431760196,2830774,4.778180803571425,-9.267378826530614,39275.0,1963.75,0.5092297899427116,36727.0,1836.35,244.25,"[{'halfHeight': 10, 'risingPnt': 2830631, 'fallingPnt': 2831100, 'widthPnts': 469, 'widthMs': 23.45}, {'halfHeight': 20, 'risingPnt': 2830635, 'fallingPnt': 2831000, 'widthPnts': 365, 'widthMs': 18.25}, {'halfHeight': 50, 'risingPnt': 2830641, 'fallingPnt': 2830824, 'widthPnts': 183, 'widthMs': 9.15}, {'halfHeight': 80, 'risingPnt': 2830648, 'fallingPnt': 2830722, 'widthPnts': 74, 'widthMs': 3.7}, {'halfHeight': 90, 'risingPnt': 2830651, 'fallingPnt': 2830694, 'widthPnts': 43, 'widthMs': 2.15}]",23.45,18.25,9.15,3.7,2.15,2.1000000000128694,yes,2019-05-03,14:57:45,,,,,unknown,,,,
48,48,dvdt,0,1,0.0,48,0,"[{'Spike': 48, 'Seconds': 142.7451, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 6.466<=8'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",2854902,142.7451,-42.57638113839283,7.030253507653067,,2854943,142.74715,34.223284040178555,76.79966517857139,2.0499999999969987,2855101,142.75504999999998,-5.51932198660714,2852176,-62.557983398437464,2852449,2853539,54.5,-61.7239815848214,-60.904366629464256,6.466299448575151,,2854918,-10.502406529017852,87.95290577168359,2854978,24.56665039062499,-10.667450573979549,24281.0,1214.05,0.8236893043943826,26440.0,1322.0,136.3,"[{'halfHeight': 10, 'risingPnt': 2854911, 'fallingPnt': 2855368, 'widthPnts': 457, 'widthMs': 22.85}, {'halfHeight': 20, 'risingPnt': 2854914, 'fallingPnt': 2855261, 'widthPnts': 347, 'widthMs': 17.35}, {'halfHeight': 50, 'risingPnt': 2854920, 'fallingPnt': 2855097, 'widthPnts': 177, 'widthMs': 8.85}, {'halfHeight': 80, 'risingPnt': 2854927, 'fallingPnt': 2854999, 'widthPnts': 72, 'widthMs': 3.6}, {'halfHeight': 90, 'risingPnt': 2854930, 'fallingPnt': 2854972, 'widthPnts': 42, 'widthMs': 2.1}]",22.85,17.35,8.85,3.6,2.1,2.0499999999969987,yes,2019-05-03,14:57:45,,,,,unknown,,,,
49,49,dvdt,0,1,0.0,49,0,"[{'Spike': 49, 'Seconds': 143.126, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",2862521,143.12605,-43.16929408482141,5.281409438775517,,2862564,143.12820000000002,31.576974051339267,74.74626813616068,2.15000000002874,2862723,143.13615,1.024518694196428,2859853,-63.981018066406214,2860120,2861187,53.35,-62.72670200892854,-59.58339146205354,63.25159024030515,,2862541,-8.623395647321423,81.54296874999993,2862629,17.970493861607135,-9.77309869260203,7619.0,380.95,2.6250164063525396,7677.0,383.85,133.4,"[{'halfHeight': 10, 'risingPnt': 2862532, 'fallingPnt': 2863079, 'widthPnts': 547, 'widthMs': 27.35}, {'halfHeight': 20, 'risingPnt': 2862536, 'fallingPnt': 2862973, 'widthPnts': 437, 'widthMs': 21.85}, {'halfHeight': 50, 'risingPnt': 2862542, 'fallingPnt': 2862770, 'widthPnts': 228, 'widthMs': 11.4}, {'halfHeight': 80, 'risingPnt': 2862549, 'fallingPnt': 2862637, 'widthPnts': 88, 'widthMs': 4.4}, {'halfHeight': 90, 'risingPnt': 2862553, 'fallingPnt': 2862602, 'widthPnts': 49, 'widthMs': 2.45}]",27.35,21.85,11.4,4.4,2.45,2.15000000002874,yes,2019-05-03,14:57:45,,,,,unknown,,,,
50,50,dvdt,0,1,0.0,50,0,"[{'Spike': 50, 'Seconds': 146.1504, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",2923009,146.15045,-44.32460239955355,9.51899314413261,,2923050,146.1525,37.19220842633927,81.51681082589282,2.0499999999969987,2923209,146.16045000000003,-4.882812499999997,2920705,-67.33093261718747,2920935,2921857,46.1,-66.76810128348211,-64.81061662946425,40.49085780579359,,2923025,-8.078438895089281,97.28007413903052,2923074,30.35627092633927,-9.384466677295931,60488.0,3024.4,0.3306440946964687,60852.0,3042.6,115.2,"[{'halfHeight': 10, 'risingPnt': 2923018, 'fallingPnt': 2923454, 'widthPnts': 436, 'widthMs': 21.8}, {'halfHeight': 20, 'risingPnt': 2923021, 'fallingPnt': 2923365, 'widthPnts': 344, 'widthMs': 17.2}, {'halfHeight': 50, 'risingPnt': 2923026, 'fallingPnt': 2923203, 'widthPnts': 177, 'widthMs': 8.85}, {'halfHeight': 80, 'risingPnt': 2923033, 'fallingPnt': 2923107, 'widthPnts': 74, 'widthMs': 3.7}, {'halfHeight': 90, 'risingPnt': 2923036, 'fallingPnt': 2923079, 'widthPnts': 43, 'widthMs': 2.15}]",21.8,17.2,8.85,3.7,2.15,2.0499999999969987,yes,2019-05-03,14:57:45,,,,,unknown,,,,
51,51,dvdt,0,1,0.0,51,0,"[{'Spike': 51, 'Seconds': 154.7572, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3095145,154.75725,-44.96547154017855,9.212571747448976,,3095187,154.75935,37.148611886160694,82.11408342633925,2.1000000000128694,3095346,154.76729999999998,-8.762904575892852,3092855,-68.47800118582587,3093084,3094000,45.8,-67.81877790178568,-62.78773716517854,117.70991687368506,,3095162,-9.504045758928566,98.0398995535713,3095264,12.82174246651785,-10.019730548469386,172136.0,8606.8,0.1161872008179579,172150.0,8607.5,114.5,"[{'halfHeight': 10, 'risingPnt': 3095155, 'fallingPnt': 3095541, 'widthPnts': 386, 'widthMs': 19.3}, {'halfHeight': 20, 'risingPnt': 3095158, 'fallingPnt': 3095467, 'widthPnts': 309, 'widthMs': 15.45}, {'halfHeight': 50, 'risingPnt': 3095164, 'fallingPnt': 3095326, 'widthPnts': 162, 'widthMs': 8.1}, {'halfHeight': 80, 'risingPnt': 3095170, 'fallingPnt': 3095240, 'widthPnts': 70, 'widthMs': 3.5}, {'halfHeight': 90, 'risingPnt': 3095174, 'fallingPnt': 3095215, 'widthPnts': 41, 'widthMs': 2.05}]",19.3,15.45,8.1,3.5,2.05,2.1000000000128694,yes,2019-05-03,14:57:45,,,,,unknown,,,,
52,52,dvdt,0,1,0.0,52,0,"[{'Spike': 52, 'Seconds': 155.7613, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3115226,155.76129999999998,-44.93931361607141,8.111447704081566,,3115268,155.7634,37.305559430803555,82.24487304687497,2.1000000000128694,3115427,155.77135,-7.376534598214282,3113023,-68.34904261997765,3113243,3114125,44.1,-67.71850585937497,-63.32397460937497,97.77914510665836,,3115242,-13.924734933035708,96.77684550382644,3115337,15.834263392857135,-9.912607621173464,20081.0,1004.05,0.9959663363378319,20168.0,1008.4,110.15,"[{'halfHeight': 10, 'risingPnt': 3115236, 'fallingPnt': 3115626, 'widthPnts': 390, 'widthMs': 19.5}, {'halfHeight': 20, 'risingPnt': 3115239, 'fallingPnt': 3115551, 'widthPnts': 312, 'widthMs': 15.6}, {'halfHeight': 50, 'risingPnt': 3115245, 'fallingPnt': 3115413, 'widthPnts': 168, 'widthMs': 8.4}, {'halfHeight': 80, 'risingPnt': 3115251, 'fallingPnt': 3115322, 'widthPnts': 71, 'widthMs': 3.55}, {'halfHeight': 90, 'risingPnt': 3115255, 'fallingPnt': 3115297, 'widthPnts': 42, 'widthMs': 2.1}]",19.5,15.6,8.4,3.55,2.1,2.1000000000128694,yes,2019-05-03,14:57:45,,,,,unknown,,,,
53,53,dvdt,0,1,0.0,53,0,"[{'Spike': 53, 'Seconds': 163.3872, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}, {'Spike': 53, 'Seconds': 163.3872, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low -12.011<=8'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3267745,163.38725,-45.22705078124998,9.850326849489765,,3267783,163.38915,38.831438337053555,84.05848911830353,1.90000000000623,3267942,163.3971,-5.436488560267854,3262990,-67.77640206473212,3263466,3265368,95.1,-65.54303850446425,-67.0645577566964,-12.011484522753817,,3267762,-5.253383091517854,104.73632812499991,3267863,14.556884765624993,-10.54787149234693,152519.0,7625.95,0.13113120332548733,149967.0,7498.35,237.75,"[{'halfHeight': 10, 'risingPnt': 3267754, 'fallingPnt': 3268212, 'widthPnts': 458, 'widthMs': 22.9}, {'halfHeight': 20, 'risingPnt': 3267758, 'fallingPnt': 3268111, 'widthPnts': 353, 'widthMs': 17.65}, {'halfHeight': 50, 'risingPnt': 3267763, 'fallingPnt': 3267933, 'widthPnts': 170, 'widthMs': 8.5}, {'halfHeight': 80, 'risingPnt': 3267769, 'fallingPnt': 3267840, 'widthPnts': 71, 'widthMs': 3.55}, {'halfHeight': 90, 'risingPnt': 3267773, 'fallingPnt': 3267815, 'widthPnts': 42, 'widthMs': 2.1}]",22.9,17.65,8.5,3.55,2.1,1.90000000000623,yes,2019-05-03,14:57:45,,,,,unknown,,,,
54,54,dvdt,0,1,0.0,54,0,"[{'Spike': 54, 'Seconds': 164.8882, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3297764,164.8882,-45.02650669642855,7.493622448979607,,3297803,164.89015,37.322998046874986,82.34950474330353,1.949999999993679,3297962,164.8981,-5.532400948660712,3295774,-67.24068777901783,3295973,3296769,39.8,-66.75502232142854,-63.23678152901783,85.91484700690478,,3297780,-11.74054827008928,96.78431919642847,3297818,33.93990652901784,-9.060606664540833,30019.0,1500.95,0.666244711682601,32784.0,1639.2,99.5,"[{'halfHeight': 10, 'risingPnt': 3297773, 'fallingPnt': 3298195, 'widthPnts': 422, 'widthMs': 21.1}, {'halfHeight': 20, 'risingPnt': 3297777, 'fallingPnt': 3298112, 'widthPnts': 335, 'widthMs': 16.75}, {'halfHeight': 50, 'risingPnt': 3297782, 'fallingPnt': 3297956, 'widthPnts': 174, 'widthMs': 8.7}, {'halfHeight': 80, 'risingPnt': 3297788, 'fallingPnt': 3297860, 'widthPnts': 72, 'widthMs': 3.6}, {'halfHeight': 90, 'risingPnt': 3297792, 'fallingPnt': 3297834, 'widthPnts': 42, 'widthMs': 2.1}]",21.1,16.75,8.7,3.6,2.1,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
55,55,dvdt,0,1,0.0,55,0,"[{'Spike': 55, 'Seconds': 166.3465, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3326931,166.34654999999998,-43.56166294642855,8.044184470663232,,3326967,166.34835,37.95078822544641,81.51245117187496,1.800000000031332,3327126,166.35629999999998,-5.187988281249997,3325351,-67.61792864118301,3325509,3326141,31.6,-67.0645577566964,-63.46784319196425,98.55577483543131,,3326945,-6.809779575892853,101.99348294005092,3327027,20.189557756696416,-9.618642378826516,29167.0,1458.35,0.6857064490691536,29577.0,1478.85,79.0,"[{'halfHeight': 10, 'risingPnt': 3326938, 'fallingPnt': 3327352, 'widthPnts': 414, 'widthMs': 20.7}, {'halfHeight': 20, 'risingPnt': 3326941, 'fallingPnt': 3327269, 'widthPnts': 328, 'widthMs': 16.4}, {'halfHeight': 50, 'risingPnt': 3326946, 'fallingPnt': 3327116, 'widthPnts': 170, 'widthMs': 8.5}, {'halfHeight': 80, 'risingPnt': 3326952, 'fallingPnt': 3327023, 'widthPnts': 71, 'widthMs': 3.55}, {'halfHeight': 90, 'risingPnt': 3326956, 'fallingPnt': 3326996, 'widthPnts': 40, 'widthMs': 2.0}]",20.7,16.4,8.5,3.55,2.0,1.800000000031332,yes,2019-05-03,14:57:45,,,,,unknown,,,,
56,56,dvdt,0,1,0.0,56,0,"[{'Spike': 56, 'Seconds': 168.8946, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3377892,168.8946,-43.78836495535712,8.941027582908141,,3377931,168.89655,37.64561244419641,81.43397739955353,1.949999999993679,3378090,168.9045,-5.911690848214283,3375325,-67.09633963448658,3375582,3376609,51.35,-66.72014508928568,-64.57955496651783,38.39930945749444,,3377907,-7.42449079241071,99.25063775510195,3377966,27.226039341517847,-11.581732302295915,50961.0,2548.05,0.39245697690390685,49974.0,2498.7,128.35,"[{'halfHeight': 10, 'risingPnt': 3377900, 'fallingPnt': 3378319, 'widthPnts': 419, 'widthMs': 20.95}, {'halfHeight': 20, 'risingPnt': 3377903, 'fallingPnt': 3378232, 'widthPnts': 329, 'widthMs': 16.45}, {'halfHeight': 50, 'risingPnt': 3377908, 'fallingPnt': 3378079, 'widthPnts': 171, 'widthMs': 8.55}, {'halfHeight': 80, 'risingPnt': 3377915, 'fallingPnt': 3377986, 'widthPnts': 71, 'widthMs': 3.55}, {'halfHeight': 90, 'risingPnt': 3377918, 'fallingPnt': 3377960, 'widthPnts': 42, 'widthMs': 2.1}]",20.95,16.45,8.55,3.55,2.1,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
57,57,dvdt,0,1,0.0,57,0,"[{'Spike': 57, 'Seconds': 170.4599, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3409198,170.4599,-45.41015624999998,10.176678093112237,,3409237,170.46185,38.953508649553555,84.36366489955353,1.949999999993679,3409396,170.4698,-6.535121372767854,3407029,-67.923104422433,3407246,3408113,43.35,-67.48744419642853,-65.51252092633925,39.78436800145044,,3409216,-1.5127999441964277,102.99744897959175,3409319,13.698032924107135,-10.88667889030613,31306.0,1565.3,0.6388551715326136,31704.0,1585.2,108.45,"[{'halfHeight': 10, 'risingPnt': 3409208, 'fallingPnt': 3409632, 'widthPnts': 424, 'widthMs': 21.2}, {'halfHeight': 20, 'risingPnt': 3409211, 'fallingPnt': 3409537, 'widthPnts': 326, 'widthMs': 16.3}, {'halfHeight': 50, 'risingPnt': 3409216, 'fallingPnt': 3409381, 'widthPnts': 165, 'widthMs': 8.25}, {'halfHeight': 80, 'risingPnt': 3409222, 'fallingPnt': 3409294, 'widthPnts': 72, 'widthMs': 3.6}, {'halfHeight': 90, 'risingPnt': 3409226, 'fallingPnt': 3409268, 'widthPnts': 42, 'widthMs': 2.1}]",21.2,16.3,8.25,3.6,2.1,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
58,58,dvdt,0,1,0.0,58,0,"[{'Spike': 58, 'Seconds': 171.7982, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3435965,171.79825,-45.03958565848212,8.878746811224476,,3436003,171.80015,38.539341517857125,83.57892717633925,1.90000000000623,3436162,171.8081,-3.5400390624999982,3434358,-68.3977835518973,3434519,3435162,32.15,-67.73594447544639,-64.60571289062497,97.90602028726433,,3435981,-5.785260881696425,102.42944834183662,3436031,30.670166015624986,-10.67492426658162,26767.0,1338.35,0.7471887025068181,27329.0,1366.45,80.35,"[{'halfHeight': 10, 'risingPnt': 3435974, 'fallingPnt': 3436423, 'widthPnts': 449, 'widthMs': 22.45}, {'halfHeight': 20, 'risingPnt': 3435977, 'fallingPnt': 3436330, 'widthPnts': 353, 'widthMs': 17.65}, {'halfHeight': 50, 'risingPnt': 3435982, 'fallingPnt': 3436160, 'widthPnts': 178, 'widthMs': 8.9}, {'halfHeight': 80, 'risingPnt': 3435988, 'fallingPnt': 3436060, 'widthPnts': 72, 'widthMs': 3.6}, {'halfHeight': 90, 'risingPnt': 3435992, 'fallingPnt': 3436033, 'widthPnts': 41, 'widthMs': 2.05}]",22.45,17.65,8.9,3.6,2.05,1.90000000000623,yes,2019-05-03,14:57:45,,,,,unknown,,,,
59,59,dvdt,0,1,0.0,59,0,"[{'Spike': 59, 'Seconds': 172.5732, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3451463,172.57315,-45.76764787946426,10.00229193239792,,3451502,172.5751,38.277762276785694,84.04541015624996,1.949999999993679,3451661,172.58305,-2.5852748325892843,3449410,-68.01313127790175,3449615,3450436,41.05,-67.09943498883925,-65.72614397321425,27.872105832650327,,3451480,-6.177629743303568,104.75127551020395,3451595,12.42501395089285,-10.308713329081643,15498.0,774.9,1.2904890953671442,15052.0,752.6,102.65,"[{'halfHeight': 10, 'risingPnt': 3451472, 'fallingPnt': 3451951, 'widthPnts': 479, 'widthMs': 23.95}, {'halfHeight': 20, 'risingPnt': 3451476, 'fallingPnt': 3451849, 'widthPnts': 373, 'widthMs': 18.65}, {'halfHeight': 50, 'risingPnt': 3451481, 'fallingPnt': 3451668, 'widthPnts': 187, 'widthMs': 9.35}, {'halfHeight': 80, 'risingPnt': 3451487, 'fallingPnt': 3451563, 'widthPnts': 76, 'widthMs': 3.8}, {'halfHeight': 90, 'risingPnt': 3451491, 'fallingPnt': 3451535, 'widthPnts': 44, 'widthMs': 2.2}]",23.95,18.65,9.35,3.8,2.2,1.949999999993679,yes,2019-05-03,14:57:45,,,,,unknown,,,,
60,60,dvdt,0,1,0.0,60,0,"[{'Spike': 60, 'Seconds': 174.5297, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3490594,174.52970000000002,-45.07010323660712,9.877730389030594,,3490633,174.53164999999998,38.13825334821426,83.20835658482139,1.9499999999652573,3490792,174.5396,-5.144391741071425,3488846,-67.88822719029014,3489021,3489720,34.95,-67.27818080357139,-63.773018973214256,105.99718762328924,,3490611,-5.8114188058035685,99.31540975765296,3490717,13.222830636160706,-9.566326530612246,39131.0,1956.55,0.5111037285016994,39436.0,1971.8,87.4,"[{'halfHeight': 10, 'risingPnt': 3490603, 'fallingPnt': 3491022, 'widthPnts': 419, 'widthMs': 20.95}, {'halfHeight': 20, 'risingPnt': 3490607, 'fallingPnt': 3490935, 'widthPnts': 328, 'widthMs': 16.4}, {'halfHeight': 50, 'risingPnt': 3490612, 'fallingPnt': 3490785, 'widthPnts': 173, 'widthMs': 8.65}, {'halfHeight': 80, 'risingPnt': 3490618, 'fallingPnt': 3490689, 'widthPnts': 71, 'widthMs': 3.55}, {'halfHeight': 90, 'risingPnt': 3490622, 'fallingPnt': 3490663, 'widthPnts': 41, 'widthMs': 2.05}]",20.95,16.4,8.65,3.55,2.05,1.9499999999652573,yes,2019-05-03,14:57:45,,,,,unknown,,,,
61,61,dvdt,0,1,0.0,61,0,"[{'Spike': 61, 'Seconds': 177.1674, 'Sweep': 0, 'Epoch': 1, 'Type': 'Fast AHP was detected at end of fast AHP window', 'Details': 'Consider increasing the fast AHP window with fastAhpWindow_ms'}]",20240115,14:09:02,,,20230324a,20230324a,19503001.abf,23.077,-20.0,0,"[10, 20, 50, 80, 90]",3543348,177.1674,-45.388357979910694,7.301797672193908,,3543387,177.16935,37.98130580357141,83.36966378348211,1.9500000000221007,3543546,177.1773,-3.4092494419642843,3541351,-68.14958844866068,3541551,3542349,39.9,-67.76646205357139,-64.45312499999997,90.28522539100605,,3543366,-2.297537667410713,101.89134247448969,3543405,33.78731863839285,-10.744678730867285,52754.0,2637.7,0.37911817113394247,52505.0,2625.25,99.85,"[{'halfHeight': 10, 'risingPnt': 3543358, 'fallingPnt': 3543848, 'widthPnts': 490, 'widthMs': 24.5}, {'halfHeight': 20, 'risingPnt': 3543361, 'fallingPnt': 3543735, 'widthPnts': 374, 'widthMs': 18.7}, {'halfHeight': 50, 'risingPnt': 3543366, 'fallingPnt': 3543549, 'widthPnts': 183, 'widthMs': 9.15}, {'halfHeight': 80, 'risingPnt': 3543372, 'fallingPnt': 3543446, 'widthPnts': 74, 'widthMs': 3.7}, {'halfHeight': 90, 'risingPnt': 3543376, 'fallingPnt': 3543419, 'widthPnts': 43, 'widthMs': 2.15}]",24.5,18.7,9.15,3.7,2.15,1.9500000000221007,yes,2019-05-03,14:57:45,,,,,unknown,,,,
