Include=yes;Acq Date=2021-07-20;Acq Time=17:26:31;Species=;Cell Type=;ID=;Age=;Sex=unknown;Genotype=;Condition1=;Condition2=;Note=;
,spikeNumber,detectionType,sweep,epoch,epochLevel,sweepSpikeNumber,userType,errors,analysisDate,analysisTime,modDate,modTime,analysisVersion,interfaceVersion,file,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,fastAhpPnt,fastAhpSec,fastAhpValue,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,user_timeToPeak_ms,Include,Acq Date,Acq Time,Species,Cell Type,ID,Age,Sex,Genotype,Condition1,Condition2,Note
10,10,dvdt,12,2,0.30000004172325134,4,0,"[{'Spike': 4, 'Seconds': 0.0483, 'Sweep': 12, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 4, 'Seconds': 0.0483, 'Sweep': 12, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:-8.95 from peak sec 0.05'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",483,0.048299999999999996,-41.820413316999144,9.986348054846912,,490,0.049,-5.302210657937181,36.51820265906196,0.7000000000000062,498.0,0.0498,-70.18519047328401,464.0,-52.13127355303081,466,474,0.8,-51.080318450927706,-47.78006035940986,4175.821940103951,,489,-13.044083949497761,112.62529748410586,493,-38.30130100250242,-157.31499118415667,57.0,5.7,175.43859649122805,52.0,5.2,1.9,"[{'halfHeight': 10, 'risingPnt': 486, 'fallingPnt': 493, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 20, 'risingPnt': 486, 'fallingPnt': 493, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 50, 'risingPnt': 486, 'fallingPnt': 493, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 80, 'risingPnt': 489, 'fallingPnt': 492, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.7,0.7,0.7,0.3,,0.7000000000000062,yes,2021-07-20,17:26:31,,,,,unknown,,,,
11,11,dvdt,12,2,0.30000004172325134,5,0,"[{'Spike': 5, 'Seconds': 0.0543, 'Sweep': 12, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 5, 'Seconds': 0.0543, 'Sweep': 12, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:-10.04 from peak sec 0.06'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",543,0.054299999999999994,-41.72014127458843,9.345354352678587,,551,0.0551,-6.5202979905264655,35.19984328406196,0.800000000000009,559.0,0.0559,-69.29843684605186,525.0,-52.13127355303081,527,534,0.7,-51.04805701119557,-47.86638150896342,4515.667350924614,,550,-13.04146799360002,101.7201880630181,554,-38.247241292681,-149.54434386272808,60.0,6.0,166.66666666666666,61.0,6.1,1.8,"[{'halfHeight': 10, 'risingPnt': 546, 'fallingPnt': 554, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 546, 'fallingPnt': 554, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 50, 'risingPnt': 546, 'fallingPnt': 554, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 80, 'risingPnt': 550, 'fallingPnt': 553, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.8,0.8,0.8,0.3,,0.800000000000009,yes,2021-07-20,17:26:31,,,,,unknown,,,,
12,12,dvdt,13,2,0.40000004321336746,0,0,"[{'Spike': 0, 'Seconds': 0.0286, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",286,0.0286,-43.30705533708843,12.162190057793447,,291,0.0291,2.867780051912584,46.17483538900101,0.5000000000000004,297.0,0.0297,-72.2071976797921,123.0,-68.3252051217215,139,205,6.6,-67.47348567417686,-67.71588243756972,25.320848694215726,,290,0.12294229098729126,163.30340502797327,293,-33.72453643935066,-206.76990383693135,,,,,,16.3,"[{'halfHeight': 10, 'risingPnt': 286, 'fallingPnt': 294, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 286, 'fallingPnt': 294, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 50, 'risingPnt': 289, 'fallingPnt': 293, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 290, 'fallingPnt': 292, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 290, 'fallingPnt': 292, 'widthPnts': 2, 'widthMs': 0.2}]",0.8,0.8,0.4,0.2,0.2,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
13,13,dvdt,13,2,0.40000004321336746,1,0,"[{'Spike': 1, 'Seconds': 0.0322, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",322,0.0322,-42.23894010271343,14.506936585173255,,327,0.0327,2.926199463435585,45.165139566149016,0.5000000000000004,334.0,0.0334,-71.88719940185544,314.0,-50.909018343516735,315,318,0.3,-49.66691861833842,-47.150526319231275,7904.052734375728,,326,-5.014473812920701,162.86121280241971,330,-44.62890313012257,-185.80246016638608,36.0,3.6,277.77777777777777,191.0,19.1,0.8,"[{'halfHeight': 10, 'risingPnt': 322, 'fallingPnt': 330, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 322, 'fallingPnt': 330, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 50, 'risingPnt': 325, 'fallingPnt': 329, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 326, 'fallingPnt': 328, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 326, 'fallingPnt': 328, 'widthPnts': 2, 'widthMs': 0.2}]",0.8,0.8,0.4,0.2,0.2,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
14,14,dvdt,13,2,0.40000004321336746,2,0,"[{'Spike': 2, 'Seconds': 0.0363, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",363,0.0363,-40.707829611642,14.156918648311068,,368,0.0368,1.9635881355830636,42.671417747225064,0.5000000000000004,375.0,0.0375,-71.25592150006972,352.0,-50.909018343516735,353,358,0.5,-50.28511755807057,-46.569820404052706,7142.857142857005,,367,-4.239327287673945,150.44516829860444,370,-27.16412999970571,-181.0036056985659,41.0,4.1,243.90243902439028,38.0,3.8,1.1,"[{'halfHeight': 10, 'risingPnt': 363, 'fallingPnt': 371, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 363, 'fallingPnt': 371, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 50, 'risingPnt': 366, 'fallingPnt': 370, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 367, 'fallingPnt': 369, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 367, 'fallingPnt': 369, 'widthPnts': 2, 'widthMs': 0.2}]",0.8,0.8,0.4,0.2,0.2,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
15,15,dvdt,13,2,0.40000004321336746,3,0,"[{'Spike': 3, 'Seconds': 0.0406, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",406,0.040600000000000004,-41.31120572771343,13.020417988057012,,412,0.0412,0.763811407770433,42.07501713548386,0.5999999999999963,467.0,0.046700000000000005,-70.77374376569472,394.0,-50.909018343516735,395,400,0.5,-50.14212090628486,-46.88545935494557,6319.754464285294,,411,-3.637694992337903,137.7035191905741,414,-28.193008358137934,-175.72742813071415,43.0,4.3,232.5581395348837,42.0,4.2,1.2,"[{'halfHeight': 10, 'risingPnt': 406, 'fallingPnt': 415, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 406, 'fallingPnt': 415, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 410, 'fallingPnt': 414, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 411, 'fallingPnt': 413, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 411, 'fallingPnt': 413, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.4,0.2,0.2,0.5999999999999963,yes,2021-07-20,17:26:31,,,,,unknown,,,,
16,16,dvdt,13,2,0.40000004321336746,4,0,"[{'Spike': 4, 'Seconds': 0.0453, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",453,0.0453,-42.01485388619557,11.467633788439713,,460,0.046,0.11945450305939165,42.13430838925496,0.6999999999999993,467.0,0.046700000000000005,-70.77374376569472,440.0,-50.909018343516735,441,446,0.5,-50.21623502458842,-47.54202325003485,5188.8602120531295,,459,-3.3377506903239613,129.75475318772445,462,-28.621126382691507,-172.91258612262948,47.0,4.7,212.7659574468085,46.0,4.6,1.3,"[{'halfHeight': 10, 'risingPnt': 453, 'fallingPnt': 463, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 20, 'risingPnt': 453, 'fallingPnt': 463, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 50, 'risingPnt': 458, 'fallingPnt': 462, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 459, 'fallingPnt': 461, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 459, 'fallingPnt': 461, 'widthPnts': 2, 'widthMs': 0.2}]",1.0,1.0,0.4,0.2,0.2,0.6999999999999993,yes,2021-07-20,17:26:31,,,,,unknown,,,,
17,17,dvdt,13,2,0.40000004321336746,5,0,"[{'Spike': 5, 'Seconds': 0.0506, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 5, 'Seconds': 0.0506, 'Sweep': 13, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:-5.03 from peak sec 0.05'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",506,0.0506,-39.629251207624144,11.700065628363149,,512,0.0512,-1.1840818695723963,38.44516933805175,0.6000000000000033,572.0,0.0572,-69.9794144766671,489.0,-50.909018343516735,491,497,0.6,-49.96947860717771,-46.71194512503485,5330.23756377541,,511,-9.357560635890273,127.05749454771978,515,-37.50261234555924,-166.82700729023423,53.0,5.3,188.67924528301887,49.0,4.9,1.7,"[{'halfHeight': 10, 'risingPnt': 508, 'fallingPnt': 515, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 20, 'risingPnt': 508, 'fallingPnt': 515, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 50, 'risingPnt': 511, 'fallingPnt': 514, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 80, 'risingPnt': 511, 'fallingPnt': 514, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.7,0.7,0.3,0.3,,0.6000000000000033,yes,2021-07-20,17:26:31,,,,,unknown,,,,
18,18,dvdt,13,2,0.40000004321336746,6,0,"[{'Spike': 6, 'Seconds': 0.0559, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",559,0.0559,-40.17943954467772,12.364229038783437,,565,0.0565,-0.05493153503962578,40.12450800963809,0.6000000000000033,625.0,0.0625,-70.00906012398852,544.0,-50.909018343516735,546,552,0.6,-49.80991527012414,-46.65962927682057,5270.44802295939,,564,-5.33011240277971,130.69992693492335,568,-42.12297371455599,-166.96552107869343,53.0,5.3,188.67924528301887,55.0,5.5,1.5,"[{'halfHeight': 10, 'risingPnt': 559, 'fallingPnt': 568, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 559, 'fallingPnt': 568, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 563, 'fallingPnt': 567, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 564, 'fallingPnt': 566, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 564, 'fallingPnt': 566, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.4,0.2,0.2,0.6000000000000033,yes,2021-07-20,17:26:31,,,,,unknown,,,,
19,19,dvdt,13,2,0.40000004321336746,7,0,"[{'Spike': 7, 'Seconds': 0.0612, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",612,0.061200000000000004,-40.298894064767,13.248614735506024,,618,0.061799999999999994,0.14910010950906383,40.44799417427606,0.5999999999999894,625.0,0.0625,-70.00906012398852,597.0,-50.909018343516735,599,605,0.6,-49.80468368530271,-46.49570628574914,5312.3007015309395,,617,-6.5124506950378365,132.88622612271982,621,-40.20908555984495,-168.86184487050878,53.0,5.3,188.67924528301887,53.0,5.3,1.5,"[{'halfHeight': 10, 'risingPnt': 613, 'fallingPnt': 621, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 613, 'fallingPnt': 621, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 50, 'risingPnt': 616, 'fallingPnt': 620, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 616, 'fallingPnt': 620, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 90, 'risingPnt': 617, 'fallingPnt': 619, 'widthPnts': 2, 'widthMs': 0.2}]",0.8,0.8,0.4,0.4,0.2,0.5999999999999894,yes,2021-07-20,17:26:31,,,,,unknown,,,,
20,20,dvdt,13,2,0.40000004321336746,8,0,"[{'Spike': 8, 'Seconds': 0.0666, 'Sweep': 13, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",666,0.06659999999999999,-39.92483575003486,10.84482607160294,,673,0.0673,-2.308872546468457,37.6159632035664,0.7000000000000062,680.0,0.068,-68.44045660836352,648.0,-50.909018343516735,650,657,0.7,-49.570134299142,-46.16698837280271,4765.7246492348095,,672,-6.931849207196912,112.12306805240857,676,-40.105325835091705,-155.77615785988,54.0,5.4,185.18518518518516,51.0,5.1,1.8,"[{'halfHeight': 10, 'risingPnt': 666, 'fallingPnt': 676, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 20, 'risingPnt': 666, 'fallingPnt': 676, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 50, 'risingPnt': 671, 'fallingPnt': 675, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 671, 'fallingPnt': 675, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 90, 'risingPnt': 672, 'fallingPnt': 674, 'widthPnts': 2, 'widthMs': 0.2}]",1.0,1.0,0.4,0.4,0.2,0.7000000000000062,yes,2021-07-20,17:26:31,,,,,unknown,,,,
21,21,dvdt,14,2,0.5000000447034836,0,0,"[{'Spike': 0, 'Seconds': 0.0285, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",285,0.0285,-41.54139545985629,10.207072686175898,,290,0.029,4.564557279859272,46.10595273971556,0.5000000000000004,296.0,0.0296,-71.08676659720282,265.0,-68.62856728690008,267,275,0.8,-68.31053924560544,-67.65920660836352,955.8022427721141,,288,-12.81214990615844,176.0081826813365,292,-34.09249121802192,-211.62855123403105,,,,,,2.0,"[{'halfHeight': 10, 'risingPnt': 285, 'fallingPnt': 293, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 287, 'fallingPnt': 292, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 50, 'risingPnt': 287, 'fallingPnt': 292, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 288, 'fallingPnt': 291, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': 288, 'fallingPnt': 291, 'widthPnts': 3, 'widthMs': 0.3}]",0.8,0.5,0.5,0.3,0.3,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
22,22,dvdt,14,2,0.5000000447034836,1,0,"[{'Spike': 1, 'Seconds': 0.0319, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 1, 'Seconds': 0.0319, 'Sweep': 14, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:0.99 from peak sec 0.03'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",319,0.0319,-39.382494626726405,16.240334141011104,,323,0.032299999999999995,5.480956656592235,44.86345128331864,0.3999999999999976,330.0,0.033,-70.24622530255995,312.0,-49.22872052465164,313,316,0.3,-47.49319512503485,-44.402200426374144,9660.993303571408,,322,-6.453159487247462,170.39718629194755,326,-38.35623256649288,-196.24296199934804,34.0,3.4,294.11764705882354,47.0,4.7,0.7,"[{'halfHeight': 10, 'risingPnt': 320, 'fallingPnt': 326, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 20, 'risingPnt': 320, 'fallingPnt': 326, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 50, 'risingPnt': 322, 'fallingPnt': 325, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 80, 'risingPnt': 322, 'fallingPnt': 325, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.6,0.6,0.3,0.3,,0.3999999999999976,yes,2021-07-20,17:26:31,,,,,unknown,,,,
23,23,dvdt,14,2,0.5000000447034836,2,0,"[{'Spike': 2, 'Seconds': 0.0358, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 2, 'Seconds': 0.0358, 'Sweep': 14, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:-0.17 from peak sec 0.04'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",358,0.0358,-38.046696635654975,15.703473889097822,,362,0.0362,4.041398880737171,42.088095516392144,0.4000000000000045,369.0,0.036899999999999995,-69.88611788068495,348.0,-49.22872052465164,349,353,0.4,-47.998914991106275,-44.80416052682057,7587.541852678848,,361,-7.925850609689945,158.3837236283384,365,-35.943600028221084,-189.8534529366662,39.0,3.9,256.4102564102564,36.0,3.6,1.0,"[{'halfHeight': 10, 'risingPnt': 359, 'fallingPnt': 365, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 20, 'risingPnt': 359, 'fallingPnt': 365, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 50, 'risingPnt': 361, 'fallingPnt': 364, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 80, 'risingPnt': 361, 'fallingPnt': 364, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.6,0.6,0.3,0.3,,0.4000000000000045,yes,2021-07-20,17:26:31,,,,,unknown,,,,
24,24,dvdt,14,2,0.5000000447034836,3,0,"[{'Spike': 3, 'Seconds': 0.0398, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 3, 'Seconds': 0.0398, 'Sweep': 14, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:0.15 from peak sec 0.04'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",398,0.039799999999999995,-39.78532682146343,14.698761379475469,,403,0.040299999999999996,4.592459188188827,44.377786009652255,0.5000000000000004,410.0,0.041,-69.76055984497067,388.0,-49.22872052465164,389,393,0.4,-48.34158379690986,-45.64818954467771,6554.303850446304,,402,-5.821881590570718,158.3824781203756,406,-37.42675433499471,-186.72521461370025,40.0,4.0,250.0,40.0,4.0,1.0,"[{'halfHeight': 10, 'risingPnt': 400, 'fallingPnt': 406, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 20, 'risingPnt': 400, 'fallingPnt': 406, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 50, 'risingPnt': 402, 'fallingPnt': 405, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 80, 'risingPnt': 402, 'fallingPnt': 405, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.6,0.6,0.3,0.3,,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
25,25,dvdt,14,2,0.5000000447034836,4,0,"[{'Spike': 4, 'Seconds': 0.0443, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",443,0.0443,-39.28483854021343,13.046826296436539,,449,0.044899999999999995,3.0133925029209707,42.2982310431344,0.5999999999999963,456.0,0.0456,-69.11794684273852,431.0,-49.22872052465164,432,437,0.5,-47.99455533708842,-45.02388708932057,5741.664341517992,,448,-2.6236394439424746,138.24486668158542,452,-40.66161764689852,-172.96265990490798,45.0,4.5,222.22222222222223,43.0,4.3,1.2,"[{'halfHeight': 10, 'risingPnt': 443, 'fallingPnt': 452, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 443, 'fallingPnt': 452, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 447, 'fallingPnt': 451, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 448, 'fallingPnt': 450, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 448, 'fallingPnt': 450, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.4,0.2,0.2,0.5999999999999963,yes,2021-07-20,17:26:31,,,,,unknown,,,,
26,26,dvdt,14,2,0.5000000447034836,5,0,"[{'Spike': 5, 'Seconds': 0.0492, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",492,0.0492,-38.75993619646343,11.989298793247745,,498,0.0498,2.2809707437242803,41.04090694018771,0.5999999999999963,505.0,0.0505,-68.35762318202424,478.0,-49.22872052465164,479,485,0.6,-48.47673307146342,-45.02388708932057,5492.914939413352,,497,-2.6489253555025334,131.66702127164714,501,-40.25791368484495,-168.22533550943632,49.0,4.9,204.0816326530612,47.0,4.7,1.4,"[{'halfHeight': 10, 'risingPnt': 492, 'fallingPnt': 501, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 492, 'fallingPnt': 501, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 496, 'fallingPnt': 500, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 497, 'fallingPnt': 499, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 497, 'fallingPnt': 499, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.4,0.2,0.2,0.5999999999999963,yes,2021-07-20,17:26:31,,,,,unknown,,,,
