Include=yes;Acq Date=2021-07-20;Acq Time=17:26:31;Species=;Cell Type=;ID=;Age=;Sex=unknown;Genotype=;Condition1=;Condition2=;Note=;
,spikeNumber,detectionType,sweep,epoch,epochLevel,sweepSpikeNumber,userType,errors,analysisDate,analysisTime,modDate,modTime,analysisVersion,interfaceVersion,file,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,fastAhpPnt,fastAhpSec,fastAhpValue,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,user_timeToPeak_ms,Include,Acq Date,Acq Time,Species,Cell Type,ID,Age,Sex,Genotype,Condition1,Condition2,Note
27,27,dvdt,14,2,0.5000000447034836,6,0,"[{'Spike': 6, 'Seconds': 0.0541, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",541,0.0541,-39.39470182146343,11.398128447240675,,548,0.054799999999999995,1.6331261975424667,41.027828019005895,0.6999999999999923,555.0,0.0555,-68.18672474452424,526.0,-49.22872052465164,528,534,0.6,-48.31368201119557,-45.02388708932057,5590.072943239902,,547,-3.063092429297307,125.48279001858761,551,-39.69551831654138,-164.8955562533163,49.0,4.9,204.0816326530612,48.0,4.8,1.5,"[{'halfHeight': 10, 'risingPnt': 541, 'fallingPnt': 551, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 20, 'risingPnt': 541, 'fallingPnt': 551, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 50, 'risingPnt': 546, 'fallingPnt': 550, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 547, 'fallingPnt': 549, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 547, 'fallingPnt': 549, 'widthPnts': 2, 'widthMs': 0.2}]",1.0,1.0,0.4,0.2,0.2,0.6999999999999923,yes,2021-07-20,17:26:31,,,,,unknown,,,,
28,28,dvdt,14,2,0.5000000447034836,7,0,"[{'Spike': 7, 'Seconds': 0.0592, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 7, 'Seconds': 0.0592, 'Sweep': 14, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:-1.6 from peak sec 0.06'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",592,0.0592,-39.554265158517,12.310418452048761,,598,0.0598,2.6131763049534413,42.16744146347044,0.5999999999999963,605.0,0.0605,-68.10999483380995,579.0,-49.22872052465164,580,585,0.5,-48.49853134155271,-45.62203162057057,5633.544921874815,,597,-6.584820890426631,140.36340994542948,601,-35.23123258181979,-174.09467440235358,51.0,5.1,196.07843137254903,53.0,5.3,1.3,"[{'halfHeight': 10, 'risingPnt': 592, 'fallingPnt': 602, 'widthPnts': 10, 'widthMs': 1.0}, {'halfHeight': 20, 'risingPnt': 595, 'fallingPnt': 601, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 50, 'risingPnt': 595, 'fallingPnt': 601, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 80, 'risingPnt': 597, 'fallingPnt': 600, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",1.0,0.6,0.6,0.3,,0.5999999999999963,yes,2021-07-20,17:26:31,,,,,unknown,,,,
29,29,dvdt,14,2,0.5000000447034836,8,0,"[{'Spike': 8, 'Seconds': 0.0651, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",651,0.06509999999999999,-37.49650846208843,8.162766919817223,,659,0.0659,-5.814034121377123,31.682474340711305,0.800000000000009,718.0,0.0718,-67.56416615077424,628.0,-49.22872052465164,630,640,1.0,-48.22561700003485,-44.25571605137414,3895.3640760281455,,658,-12.833076490674692,86.6918396774603,663,-40.087015288216705,-128.88979558750063,59.0,5.9,169.4915254237288,49.0,4.9,2.3,"[{'halfHeight': 10, 'risingPnt': 651, 'fallingPnt': 663, 'widthPnts': 12, 'widthMs': 1.2}, {'halfHeight': 20, 'risingPnt': 651, 'fallingPnt': 663, 'widthPnts': 12, 'widthMs': 1.2}, {'halfHeight': 50, 'risingPnt': 657, 'fallingPnt': 662, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 658, 'fallingPnt': 661, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': 658, 'fallingPnt': 661, 'widthPnts': 3, 'widthMs': 0.3}]",1.2,1.2,0.5,0.3,0.3,0.800000000000009,yes,2021-07-20,17:26:31,,,,,unknown,,,,
30,30,dvdt,14,2,0.5000000447034836,9,0,"[{'Spike': 9, 'Seconds': 0.0704, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",704,0.0704,-39.60658100673128,11.28901253525093,,711,0.0711,1.749964925221037,41.35654593195232,0.6999999999999923,718.0,0.0718,-67.56416615077424,689.0,-49.22872052465164,691,697,0.6,-48.31455394199914,-45.165139879499144,5070.40218431119,,710,-4.3579096726008775,127.41100270991413,714,-37.12419437680924,-164.59187521058675,53.0,5.3,188.67924528301887,61.0,6.1,1.5,"[{'halfHeight': 10, 'risingPnt': 706, 'fallingPnt': 714, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 706, 'fallingPnt': 714, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 50, 'risingPnt': 709, 'fallingPnt': 713, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 709, 'fallingPnt': 713, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 90, 'risingPnt': 710, 'fallingPnt': 712, 'widthPnts': 2, 'widthMs': 0.2}]",0.8,0.8,0.4,0.4,0.2,0.6999999999999923,yes,2021-07-20,17:26:31,,,,,unknown,,,,
31,31,dvdt,14,2,0.5000000447034836,10,0,"[{'Spike': 10, 'Seconds': 0.0759, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",759,0.07590000000000001,-39.03459439958843,10.050621671092728,,767,0.0767,-0.8257183411291633,38.20887605845927,0.7999999999999952,826.0,0.08259999999999999,-66.97299706595282,741.0,-49.22872052465164,743,750,0.7,-48.062565939767,-45.104976654052706,4020.2238121809646,,765,-13.207134888427591,111.70329627625787,770,-40.405270031520274,-150.08568838202208,55.0,5.5,181.81818181818184,52.0,5.2,1.8,"[{'halfHeight': 10, 'risingPnt': 759, 'fallingPnt': 770, 'widthPnts': 11, 'widthMs': 1.1}, {'halfHeight': 20, 'risingPnt': 759, 'fallingPnt': 770, 'widthPnts': 11, 'widthMs': 1.1}, {'halfHeight': 50, 'risingPnt': 764, 'fallingPnt': 769, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 766, 'fallingPnt': 768, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 766, 'fallingPnt': 768, 'widthPnts': 2, 'widthMs': 0.2}]",1.1,1.1,0.5,0.2,0.2,0.7999999999999952,yes,2021-07-20,17:26:31,,,,,unknown,,,,
32,32,dvdt,14,2,0.5000000447034836,11,0,"[{'Spike': 11, 'Seconds': 0.0812, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",812,0.08120000000000001,-39.00756454467771,11.080496511653969,,819,0.0819,1.0567799942834064,40.06434453896112,0.6999999999999923,826.0,0.08259999999999999,-66.97299706595282,797.0,-49.22872052465164,799,805,0.6,-47.96229389735628,-44.730046408517,5358.388472576384,,818,-3.2104486942291217,118.66553703619502,822,-38.710236508505666,-159.2863009433356,53.0,5.3,188.67924528301887,56.0,5.6,1.5,"[{'halfHeight': 10, 'risingPnt': 813, 'fallingPnt': 822, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 813, 'fallingPnt': 822, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 817, 'fallingPnt': 821, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 818, 'fallingPnt': 820, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 818, 'fallingPnt': 820, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.4,0.2,0.2,0.6999999999999923,yes,2021-07-20,17:26:31,,,,,unknown,,,,
33,33,dvdt,14,2,0.5000000447034836,12,0,"[{'Spike': 12, 'Seconds': 0.0871, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",871,0.0871,-38.915139879499144,8.482142857142854,,881,0.0881,-4.649134567805694,34.26600531169345,1.0000000000000009,889.0,0.0889,-64.49845842633925,850.0,-49.22872052465164,852,860,0.8,-48.34245572771342,-45.39794540405271,3411.117865114828,,879,-13.930837372371121,88.77201567669297,884,-37.889749663216705,-132.2305361806129,59.0,5.9,169.4915254237288,53.0,5.3,2.1,"[{'halfHeight': 10, 'risingPnt': 873, 'fallingPnt': 884, 'widthPnts': 11, 'widthMs': 1.1}, {'halfHeight': 20, 'risingPnt': 873, 'fallingPnt': 884, 'widthPnts': 11, 'widthMs': 1.1}, {'halfHeight': 50, 'risingPnt': 878, 'fallingPnt': 883, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 880, 'fallingPnt': 882, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 880, 'fallingPnt': 882, 'widthPnts': 2, 'widthMs': 0.2}]",1.1,1.1,0.5,0.2,0.2,1.0000000000000009,yes,2021-07-20,17:26:31,,,,,unknown,,,,
34,34,dvdt,14,2,0.5000000447034836,13,0,"[{'Spike': 13, 'Seconds': 0.0931, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",931,0.09309999999999999,-40.134971073695574,6.800312898596884,,943,0.0943,-5.96662193025861,34.16834914343696,1.2000000000000066,1007.0,0.1007,-65.26750139508925,912.0,-49.22872052465164,914,922,0.8,-48.12272916521343,-44.77800260271343,4308.895188935125,,942,-10.499789701189307,78.51711452250574,946,-30.928255053928904,-123.05633345623394,60.0,6.0,166.66666666666666,62.0,6.2,1.9,"[{'halfHeight': 10, 'risingPnt': 931, 'fallingPnt': 947, 'widthPnts': 16, 'widthMs': 1.6}, {'halfHeight': 20, 'risingPnt': 931, 'fallingPnt': 947, 'widthPnts': 16, 'widthMs': 1.6}, {'halfHeight': 50, 'risingPnt': 939, 'fallingPnt': 946, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 80, 'risingPnt': 942, 'fallingPnt': 945, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': 942, 'fallingPnt': 945, 'widthPnts': 3, 'widthMs': 0.3}]",1.6,1.6,0.7,0.3,0.3,1.2000000000000066,yes,2021-07-20,17:26:31,,,,,unknown,,,,
35,35,dvdt,14,2,0.5000000447034836,14,0,"[{'Spike': 14, 'Seconds': 0.0991, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",991,0.0991,-38.64222553798129,9.379484215561236,,999,0.0999,-2.721295734814231,35.920929803167056,0.800000000000009,1064.0,0.10640000000000001,-65.47589154924663,973.0,-49.22872052465164,975,982,0.7,-47.85068675449914,-44.66813932146343,4684.759646045711,,998,-10.057720865522107,101.1155655199167,1002,-29.555836255209773,-140.68776730323316,60.0,6.0,166.66666666666666,61.0,6.1,1.8,"[{'halfHeight': 10, 'risingPnt': 991, 'fallingPnt': 1003, 'widthPnts': 12, 'widthMs': 1.2}, {'halfHeight': 20, 'risingPnt': 991, 'fallingPnt': 1003, 'widthPnts': 12, 'widthMs': 1.2}, {'halfHeight': 50, 'risingPnt': 996, 'fallingPnt': 1002, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 80, 'risingPnt': 998, 'fallingPnt': 1001, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': 998, 'fallingPnt': 1001, 'widthPnts': 3, 'widthMs': 0.3}]",1.2,1.2,0.6,0.3,0.3,0.800000000000009,yes,2021-07-20,17:26:31,,,,,unknown,,,,
36,36,dvdt,14,2,0.5000000447034836,15,0,"[{'Spike': 15, 'Seconds': 0.1048, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",1048,0.10479999999999999,-38.60647637503486,10.553850306296837,,1056,0.1056,-1.8188474348613153,36.78762894017354,0.800000000000009,1064.0,0.10640000000000001,-65.47589154924663,1028.0,-49.22872052465164,1030,1038,0.8,-48.550847189767,-45.34737341744557,3856.529183939022,,1054,-13.21149451051439,105.67601269897139,1059,-39.205493245806,-144.18819504562677,57.0,5.7,175.43859649122805,55.0,5.5,2.0,"[{'halfHeight': 10, 'risingPnt': 1048, 'fallingPnt': 1059, 'widthPnts': 11, 'widthMs': 1.1}, {'halfHeight': 20, 'risingPnt': 1048, 'fallingPnt': 1059, 'widthPnts': 11, 'widthMs': 1.1}, {'halfHeight': 50, 'risingPnt': 1053, 'fallingPnt': 1058, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 1055, 'fallingPnt': 1057, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 1055, 'fallingPnt': 1057, 'widthPnts': 2, 'widthMs': 0.2}]",1.1,1.1,0.5,0.2,0.2,0.800000000000009,yes,2021-07-20,17:26:31,,,,,unknown,,,,
37,37,dvdt,14,2,0.5000000447034836,16,0,"[{'Spike': 16, 'Seconds': 0.1106, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",1106,0.11059999999999999,-39.16189629690986,7.4350785235969505,,1117,0.11170000000000001,-6.006730747222896,33.15516554968696,1.1000000000000176,1125.0,0.1125,-62.948168618338414,1086.0,-49.22872052465164,1088,1096,0.8,-48.24828720092771,-44.80503245762414,4536.323806866655,,1116,-9.64180979047502,75.49226214350482,1120,-31.930102620805997,-121.4380258521254,58.0,5.8,172.41379310344828,58.0,5.8,2.0,"[{'halfHeight': 10, 'risingPnt': 1106, 'fallingPnt': 1121, 'widthPnts': 15, 'widthMs': 1.5}, {'halfHeight': 20, 'risingPnt': 1106, 'fallingPnt': 1121, 'widthPnts': 15, 'widthMs': 1.5}, {'halfHeight': 50, 'risingPnt': 1113, 'fallingPnt': 1120, 'widthPnts': 7, 'widthMs': 0.7}, {'halfHeight': 80, 'risingPnt': 1115, 'fallingPnt': 1119, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 90, 'risingPnt': 1116, 'fallingPnt': 1118, 'widthPnts': 2, 'widthMs': 0.2}]",1.5,1.5,0.7,0.4,0.2,1.1000000000000176,yes,2021-07-20,17:26:31,,,,,unknown,,,,
38,38,dvdt,14,2,0.5000000447034836,17,0,"[{'Spike': 17, 'Seconds': 0.1171, 'Sweep': 14, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",1171,0.1171,-37.53923307146343,7.572345344387756,,1180,0.118,-6.752231747763492,30.787001323699936,0.899999999999998,1189.0,0.1189,-62.80953162057056,1150.0,-49.22872052465164,1152,1160,0.8,-47.917825426374144,-44.59489713396343,4239.867333652713,,1179,-12.14773887906755,76.03285865783687,1184,-39.479279599870935,-117.60452232750083,65.0,6.5,153.84615384615384,64.0,6.4,2.1,"[{'halfHeight': 10, 'risingPnt': 1171, 'fallingPnt': 1184, 'widthPnts': 13, 'widthMs': 1.3}, {'halfHeight': 20, 'risingPnt': 1171, 'fallingPnt': 1184, 'widthPnts': 13, 'widthMs': 1.3}, {'halfHeight': 50, 'risingPnt': 1177, 'fallingPnt': 1183, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 80, 'risingPnt': 1179, 'fallingPnt': 1182, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': 1179, 'fallingPnt': 1182, 'widthPnts': 3, 'widthMs': 0.3}]",1.3,1.3,0.6,0.3,0.3,0.899999999999998,yes,2021-07-20,17:26:31,,,,,unknown,,,,
39,39,dvdt,15,2,0.6000000461935997,0,0,"[{'Spike': 0, 'Seconds': 0.0284, 'Sweep': 15, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 0, 'Seconds': 0.0284, 'Sweep': 15, 'Epoch': 2, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 0.0284, 'Sweep': 15, 'Epoch': 2, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low -66.264<=8'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",284,0.028399999999999998,-40.14194635663711,11.000278784304221,,289,0.0289,6.73915254047939,46.8810988971165,0.5000000000000004,295.0,0.0295,-69.62889829363138,,,31,143,11.2,-67.80481937953401,-68.68372562953401,-66.2644098251289,,287,-11.055210154397141,179.07190129027066,291,-32.409664767129065,-214.11031484019983,,,,,,28.1,"[{'halfHeight': 10, 'risingPnt': 284, 'fallingPnt': 292, 'widthPnts': 8, 'widthMs': 0.8}, {'halfHeight': 20, 'risingPnt': 286, 'fallingPnt': 291, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 50, 'risingPnt': 286, 'fallingPnt': 291, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 287, 'fallingPnt': 290, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': 287, 'fallingPnt': 290, 'widthPnts': 3, 'widthMs': 0.3}]",0.8,0.5,0.5,0.3,0.3,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
40,40,dvdt,15,2,0.6000000461935997,1,0,"[{'Spike': 1, 'Seconds': 0.0315, 'Sweep': 15, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 1, 'Seconds': 0.0315, 'Sweep': 15, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:2.85 from peak sec 0.03'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",315,0.0315,-40.06172888619557,15.443141145122286,,320,0.032,7.621546425138203,47.68327531133377,0.5000000000000004,327.0,0.0327,-68.64448841639924,310.0,-46.87473421304564,310,312,0.2,-46.30562537057057,-44.335933685302706,9329.659598212695,,319,-3.5609652808734307,172.35778322511777,323,-37.2619593977928,-195.16126898454146,31.0,3.1,322.5806451612903,,,0.5,"[{'halfHeight': 10, 'risingPnt': 317, 'fallingPnt': 323, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 20, 'risingPnt': 317, 'fallingPnt': 323, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 50, 'risingPnt': 319, 'fallingPnt': 322, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 80, 'risingPnt': 319, 'fallingPnt': 322, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.6,0.6,0.3,0.3,,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
41,41,dvdt,15,2,0.6000000461935997,2,0,"[{'Spike': 2, 'Seconds': 0.035, 'Sweep': 15, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",350,0.035,-39.958841051374144,14.8337861275186,,356,0.0356,6.3276013646807,46.28644241605485,0.5999999999999963,363.0,0.0363,-68.12307412283758,344.0,-46.87473421304564,345,347,0.2,-45.71794400896343,-43.704655783517,9948.730468749698,,355,2.62102372305734,151.04481163414147,358,-25.990511281149715,-191.07465384736344,35.0,3.5,285.7142857142857,34.0,3.4,0.6,"[{'halfHeight': 10, 'risingPnt': 350, 'fallingPnt': 359, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 350, 'fallingPnt': 359, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 354, 'fallingPnt': 358, 'widthPnts': 4, 'widthMs': 0.4}, {'halfHeight': 80, 'risingPnt': 355, 'fallingPnt': 357, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 355, 'fallingPnt': 357, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.4,0.2,0.2,0.5999999999999963,yes,2021-07-20,17:26:31,,,,,unknown,,,,
42,42,dvdt,15,2,0.6000000461935997,3,0,"[{'Spike': 3, 'Seconds': 0.0388, 'Sweep': 15, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",388,0.038799999999999994,-39.385110582624144,14.41376460328393,,394,0.0394,5.06678958620344,44.451900168827585,0.6000000000000033,401.0,0.040100000000000004,-67.90945107596258,381.0,-46.87473421304564,382,385,0.3,-45.71445628574914,-42.96177073887414,8924.211774553334,,392,-11.58272812707083,151.11506037809397,396,-27.86603427614483,-188.97778583448746,38.0,3.8,263.1578947368421,37.0,3.7,0.7,"[{'halfHeight': 10, 'risingPnt': 388, 'fallingPnt': 397, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 20, 'risingPnt': 388, 'fallingPnt': 397, 'widthPnts': 9, 'widthMs': 0.9}, {'halfHeight': 50, 'risingPnt': 391, 'fallingPnt': 396, 'widthPnts': 5, 'widthMs': 0.5}, {'halfHeight': 80, 'risingPnt': 393, 'fallingPnt': 395, 'widthPnts': 2, 'widthMs': 0.2}, {'halfHeight': 90, 'risingPnt': 393, 'fallingPnt': 395, 'widthPnts': 2, 'widthMs': 0.2}]",0.9,0.9,0.5,0.2,0.2,0.6000000000000033,yes,2021-07-20,17:26:31,,,,,unknown,,,,
43,43,dvdt,15,2,0.6000000461935997,4,0,"[{'Spike': 4, 'Seconds': 0.0431, 'Sweep': 15, 'Epoch': 2, 'Type': 'Pre spike min under-run (mdp)', 'Details': 'Went past startPnt 0 searching for pre-spike min'}, {'Spike': 4, 'Seconds': 0.0431, 'Sweep': 15, 'Epoch': 2, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""rising point"" with halfWidthWindow_ms:4.0 searching for Vm:1.24 from peak sec 0.04'}]",20240115,12:31:54,,,20230324a,20230324a,2021_07_20_0010.abf,68.337,-40.0,0,"[10, 20, 50, 80, 90]",431,0.0431,-37.56103117806569,14.414510162509204,,436,0.0436,5.546351425988336,43.107382604054024,0.5000000000000004,443.0,0.0443,-67.62781709943496,421.0,-46.87473421304564,422,426,0.4,-45.98998641967771,-43.31228692190985,6466.238839285829,,435,-4.821776780060355,152.08589651438646,439,-34.150910290649946,-183.20809444602642,43.0,4.3,232.5581395348837,40.0,4.0,1.0,"[{'halfHeight': 10, 'risingPnt': 433, 'fallingPnt': 439, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 20, 'risingPnt': 433, 'fallingPnt': 439, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 50, 'risingPnt': 433, 'fallingPnt': 439, 'widthPnts': 6, 'widthMs': 0.6}, {'halfHeight': 80, 'risingPnt': 435, 'fallingPnt': 438, 'widthPnts': 3, 'widthMs': 0.3}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",0.6,0.6,0.6,0.3,,0.5000000000000004,yes,2021-07-20,17:26:31,,,,,unknown,,,,
