s,mV
0.6935,-85.41908291482729
0.6936,-85.41908841816105
0.6937000000000001,-85.41909392145541
0.6938000000000001,-85.41909942471042
0.6939000000000001,-85.41910492792614
0.694,-85.41911043110262
0.6941,-85.41911593423993
0.6942,-85.41912143733809
0.6943,-85.41912694039718
0.6944000000000001,-85.41913244341724
0.6945,-85.41913794639834
0.6946,-85.41914344934052
0.6947000000000001,-85.41914895224384
0.6948000000000001,-85.41915445510837
0.6949000000000001,-85.41915995793413
0.695,-85.41916546072119
0.6951,-85.41917096346961
0.6952,-85.41917646617944
0.6953,-85.41918196885074
0.6954000000000001,-85.41918747148354
0.6955,-85.41919297407792
0.6956,-85.41919847663392
0.6957000000000001,-85.41920397915162
0.6958000000000001,-85.41920948163103
0.6959000000000001,-85.41921498407224
0.696,-85.41922048647528
0.6961,-85.41922598884022
0.6962,-85.41923149116711
0.6963,-85.41923699345601
0.6964000000000001,-85.41924249570695
0.6965,-85.41924799792002
0.6966,-85.41925350009525
0.6967000000000001,-85.41925900223269
0.6968000000000001,-85.4192645043324
0.6969000000000001,-85.41927000639446
0.697,-85.41927550841888
0.6971,-85.41928101040574
0.6972,-85.4192865123551
0.6973,-85.41929201426699
0.6974000000000001,-85.41929751614148
0.6975,-85.41930301797862
0.6976,-85.41930851977847
0.6977000000000001,-85.41931402154107
0.6978000000000001,-85.4193195232665
0.6979000000000001,-85.41932502495477
0.698,-85.41933052660598
0.6981,-85.41933602822016
0.6982,-85.41934152979736
0.6983,-85.41934703133767
0.6984000000000001,-85.41935253284109
0.6985,-85.4193580343077
0.6986,-85.41936353573757
0.6987000000000001,-85.41936903713074
0.6988000000000001,-85.41937453848725
0.6989000000000001,-85.41938003980718
0.699,-85.41938554109056
0.6991,-85.41939104233745
0.6992,-85.41939654354792
0.6993,-85.419402044722
0.6994000000000001,-85.41940754585978
0.6995,-85.41941304696127
0.6996,-85.41941854802656
0.6997000000000001,-85.41942404905568
0.6998000000000001,-85.41942955004869
0.6999000000000001,-85.41943505100565
0.7,-85.4194405519266
0.7001000000000001,-85.41944605281162
0.7002,-85.41945155366074
0.7003,-85.41945705447402
0.7004000000000001,-85.41946255525153
0.7005,-85.41946805599329
0.7006,-85.41947355669939
0.7007000000000001,-85.41947905736987
0.7008000000000001,-85.41948455800477
0.7009000000000001,-85.41949005860417
0.701,-85.4194955591681
0.7011000000000001,-85.41950105969663
0.7012,-85.4195065601898
0.7013,-85.41951206064769
0.7014000000000001,-85.41951756107032
0.7015,-85.41952306145777
0.7016,-85.41952856181008
0.7017,-85.41953406212731
0.7018000000000001,-85.41953956240951
0.7019000000000001,-85.41954506265674
0.702,-85.41955056286903
0.7021000000000001,-85.41955606304649
0.7022,-85.4195615631891
0.7023,-85.41956706329698
0.7024000000000001,-85.41957256337015
0.7025,-85.41957806340866
0.7026,-85.41958356341259
0.7027,-85.41958906338198
0.7028000000000001,-85.41959456331686
0.7029000000000001,-85.41960006321732
0.703,-85.41960556308341
0.7031000000000001,-85.41961106291515
0.7032,-85.41961656271263
0.7033,-85.4196220624759
0.7034000000000001,-85.419627562205
0.7035,-85.41963306189999
0.7036,-85.41963856156092
0.7037,-85.41964406118785
0.7038000000000001,-85.41964956078084
0.7039000000000001,-85.41965506033992
0.704,-85.41966055986518
0.7041000000000001,-85.41966605935664
0.7042,-85.41967155881437
0.7043,-85.41967705823842
0.7044000000000001,-85.41968255762885
0.7045,-85.4196880569857
0.7046,-85.41969355630906
0.7047,-85.41969905559894
0.7048000000000001,-85.4197045548554
0.7049000000000001,-85.41971005407852
0.705,-85.41971555326835
0.7051000000000001,-85.41972105242492
0.7052,-85.4197265515483
0.7053,-85.41973205063853
0.7054000000000001,-85.4197375496957
0.7055,-85.41974304871982
0.7056,-85.41974854771097
0.7057,-85.4197540466692
0.7058000000000001,-85.41975954559456
0.7059000000000001,-85.41976504448711
0.706,-85.41977054334689
0.7061000000000001,-85.41977604217396
0.7062,-85.4197815409684
0.7063,-85.41978703973022
0.7064000000000001,-85.41979253845952
0.7065,-85.41979803715631
0.7066,-85.41980353582066
0.7067,-85.41980903445264
0.7068000000000001,-85.41981453305229
0.7069000000000001,-85.41982003161965
0.707,-85.41982553015481
0.7071000000000001,-85.4198310286578
0.7072,-85.41983652712867
0.7073,-85.41984202556748
0.7074000000000001,-85.4198475239743
0.7075,-85.41985302234914
0.7076,-85.41985852069212
0.7077,-85.41986401900323
0.7078000000000001,-85.41986951728256
0.7079000000000001,-85.41987501553017
0.708,-85.41988051374608
0.7081000000000001,-85.41988601193037
0.7082,-85.41989151008309
0.7083,-85.41989700820429
0.7084000000000001,-85.41990250629402
0.7085,-85.41990800435234
0.7086,-85.4199135023793
0.7087,-85.41991900037497
0.7088000000000001,-85.41992449833938
0.7089000000000001,-85.41992999627261
0.709,-85.41993549417468
0.7091000000000001,-85.41994099204568
0.7092,-85.41994648988565
0.7093,-85.41995198769462
0.7094000000000001,-85.41995748547268
0.7095,-85.41996298321986
0.7096,-85.41996848093623
0.7097,-85.41997397862184
0.7098000000000001,-85.41997947627674
0.7099000000000001,-85.41998497390098
0.71,-85.41999047149461
0.7101000000000001,-85.41999596905771
0.7102,-85.42000146659032
0.7103,-85.42000696409248
0.7104000000000001,-85.42001246156426
0.7105,-85.4200179590057
0.7106,-85.42002345641687
0.7107,-85.42002895379783
0.7108000000000001,-85.4200344511486
0.7109000000000001,-85.42003994846927
0.711,-85.42004544575987
0.7111000000000001,-85.42005094302046
0.7112,-85.4200564402511
0.7113,-85.42006193745185
0.7114000000000001,-85.42006743462274
0.7115,-85.42007293176384
0.7116,-85.42007842887521
0.7117,-85.4200839259569
0.7118000000000001,-85.42008942300896
0.7119000000000001,-85.42009492003145
0.712,-85.4201004170244
0.7121000000000001,-85.4201059139879
0.7122,-85.42011141092198
0.7123,-85.4201169078267
0.7124000000000001,-85.42012240470211
0.7125,-85.42012790154828
0.7126,-85.42013339836525
0.7127,-85.42013889515307
0.7128000000000001,-85.4201443919118
0.7129000000000001,-85.4201498886415
0.713,-85.42015538534223
0.7131000000000001,-85.42016088201402
0.7132000000000001,-85.42016637865693
0.7133,-85.42017187527102
0.7134000000000001,-85.42017737185637
0.7135,-85.42018286841298
0.7136,-85.42018836494096
0.7137,-85.42019386144031
0.7138000000000001,-85.42019935791112
0.7139000000000001,-85.42020485435344
0.714,-85.4202103507673
0.7141000000000001,-85.4202158471528
0.7142000000000001,-85.42022134350995
0.7143,-85.42022683983882
0.7144000000000001,-85.42023233613948
0.7145,-85.42023783241196
0.7146,-85.42024332865631
0.7147,-85.4202488248726
0.7148000000000001,-85.4202543210609
0.7149000000000001,-85.42025981722122
0.715,-85.42026531335365
0.7151000000000001,-85.42027080945823
0.7152000000000001,-85.42027630553503
0.7153,-85.42028180158407
0.7154,-85.42028729760543
0.7155,-85.42029279359916
0.7156,-85.42029828956531
0.7157,-85.42030378550395
0.7158000000000001,-85.4203092814151
0.7159000000000001,-85.42031477729884
0.716,-85.42032027315523
0.7161000000000001,-85.4203257689843
0.7162000000000001,-85.42033126478613
0.7163,-85.42033676056074
0.7164,-85.42034225630822
0.7165,-85.4203477520286
0.7166,-85.42035324772195
0.7167,-85.4203587433883
0.7168000000000001,-85.42036423902775
0.7169000000000001,-85.4203697346403
0.717,-85.42037523022603
0.7171000000000001,-85.420380725785
0.7172000000000001,-85.42038622131726
0.7173,-85.42039171682285
0.7174,-85.42039721230184
0.7175,-85.42040270775426
0.7176,-85.4204082031802
0.7177,-85.4204136985797
0.7178000000000001,-85.4204191939528
0.7179000000000001,-85.42042468929957
0.718,-85.42043018462005
0.7181000000000001,-85.4204356799143
0.7182000000000001,-85.42044117518239
0.7183,-85.42044667042435
0.7184,-85.42045216564024
0.7185,-85.42045766083012
0.7186,-85.42046315599406
0.7187,-85.42046865113208
0.7188000000000001,-85.42047414624425
0.7189000000000001,-85.42047964133063
0.719,-85.42048513639126
0.7191000000000001,-85.4204906314262
0.7192000000000001,-85.42049612643551
0.7193,-85.42050162141925
0.7194,-85.42050711637745
0.7195,-85.42051261131019
0.7196,-85.4205181062175
0.7197,-85.42052360109945
0.7198000000000001,-85.42052909595608
0.7199000000000001,-85.42053459078747
0.72,-85.42054008559364
0.7201000000000001,-85.42054558037468
0.7202000000000001,-85.42055107513062
0.7203,-85.42055656986152
0.7204,-85.42056206456743
0.7205,-85.42056755924841
0.7206,-85.4205730539045
0.7207,-85.42057854853579
0.7208000000000001,-85.42058404314228
0.7209000000000001,-85.42058953772408
0.721,-85.42059503228121
0.7211000000000001,-85.42060052681373
0.7212000000000001,-85.42060602132169
0.7213,-85.42061151580515
0.7214,-85.42061701026417
0.7215,-85.4206225046988
0.7216,-85.42062799910909
0.7217,-85.42063349349509
0.7218000000000001,-85.42063898785685
0.7219000000000001,-85.42064448219445
0.722,-85.42064997650792
0.7221000000000001,-85.42065547079733
0.7222000000000001,-85.42066096506271
0.7223,-85.42066645930414
0.7224,-85.42067195352166
0.7225,-85.42067744771532
0.7226,-85.42068294188519
0.7227,-85.42068843603133
0.7228000000000001,-85.42069393015376
0.7229000000000001,-85.42069942425255
0.723,-85.42070491832777
0.7231000000000001,-85.42071041237945
0.7232000000000001,-85.42071590640766
0.7233,-85.42072140041246
0.7234,-85.42072689439388
0.7235,-85.420732388352
0.7236,-85.42073788228684
0.7237,-85.42074337619849
0.7238000000000001,-85.42074887008698
0.7239000000000001,-85.42075436395238
0.724,-85.42075985779475
0.7241000000000001,-85.42076535161411
0.7242000000000001,-85.42077084541054
0.7243,-85.4207763391841
0.7244,-85.42078183293482
0.7245,-85.42078732666278
0.7246,-85.420792820368
0.7247,-85.42079831405057
0.7248000000000001,-85.42080380771053
0.7249000000000001,-85.42080930134793
0.725,-85.42081479496282
0.7251000000000001,-85.42082028855528
0.7252000000000001,-85.42082578212533
0.7253000000000001,-85.42083127567304
0.7254,-85.42083676919846
0.7255,-85.42084226270165
0.7256,-85.42084775618267
0.7257,-85.42085324964155
0.7258000000000001,-85.42085874307837
0.7259000000000001,-85.42086423649317
0.726,-85.42086972988601
0.7261,-85.42087522325693
0.7262000000000001,-85.420880716606
0.7263000000000001,-85.42088620993327
0.7264,-85.4208917032388
0.7265,-85.42089719652263
0.7266,-85.42090268978482
0.7267,-85.42090818302542
0.7268000000000001,-85.4209136762445
0.7269000000000001,-85.4209191694421
0.727,-85.42092466261826
0.7271,-85.42093015577308
0.7272000000000001,-85.42093564890656
0.7273000000000001,-85.42094114201879
0.7274,-85.42094663510981
0.7275,-85.42095212817968
0.7276,-85.42095762122844
0.7277,-85.42096311425617
0.7278000000000001,-85.42096860726289
0.7279000000000001,-85.42097410024869
0.728,-85.4209795932136
0.7281,-85.42098508615767
0.7282000000000001,-85.42099057908098
0.7283000000000001,-85.42099607198357
0.7284,-85.42100156486548
0.7285,-85.42100705772678
0.7286,-85.42101255056753
0.7287,-85.42101804338776
0.7288000000000001,-85.42102353618755
0.7289000000000001,-85.42102902896693
0.729,-85.42103452172597
0.7291,-85.42104001446474
0.7292000000000001,-85.42104550718325
0.7293000000000001,-85.42105099988159
0.7294,-85.4210564925598
0.7295,-85.42106198521793
0.7296,-85.42106747785606
0.7297,-85.4210729704742
0.7298000000000001,-85.42107846307243
0.7299000000000001,-85.42108395565081
0.73,-85.4210894482094
0.7301,-85.42109494074822
0.7302000000000001,-85.42110043326736
0.7303000000000001,-85.42110592576685
0.7304,-85.42111141824675
0.7305,-85.42111691070711
0.7306,-85.421122403148
0.7307,-85.42112789556947
0.7308000000000001,-85.42113338797157
0.7309000000000001,-85.42113888035433
0.731,-85.42114437271785
0.7311,-85.42114986506215
0.7312000000000001,-85.42115535738729
0.7313000000000001,-85.42116084969332
0.7314,-85.42116634198032
0.7315,-85.42117183424833
0.7316,-85.42117732649739
0.7317,-85.42118281872756
0.7318000000000001,-85.42118831093889
0.7319000000000001,-85.42119380313146
0.732,-85.4211992953053
0.7321,-85.42120478746047
0.7322000000000001,-85.42121027959702
0.7323000000000001,-85.42121577171501
0.7324,-85.42122126381449
0.7325,-85.42122675589552
0.7326,-85.42123224795816
0.7327,-85.42123774000244
0.7328000000000001,-85.42124323202843
0.7329000000000001,-85.42124872403618
0.733,-85.42125421602574
0.7331,-85.42125970799718
0.7332000000000001,-85.42126519995055
0.7333000000000001,-85.4212706918859
0.7334,-85.42127618380326
0.7335,-85.42128167570272
0.7336,-85.42128716758431
0.7337,-85.4212926594481
0.7338000000000001,-85.42129815129414
0.7339000000000001,-85.42130364312249
0.734,-85.42130913493318
0.7341,-85.42131462672629
0.7342000000000001,-85.42132011850185
0.7343000000000001,-85.42132561025994
0.7344,-85.4213311020006
0.7345,-85.42133659372388
0.7346,-85.42134208542984
0.7347,-85.42134757711854
0.7348000000000001,-85.42135306879003
0.7349000000000001,-85.42135856044436
0.735,-85.42136405208157
0.7351,-85.42136954370174
0.7352000000000001,-85.42137503530492
0.7353000000000001,-85.42138052689116
0.7354,-85.4213860184605
0.7355,-85.42139151001301
0.7356,-85.42139700154874
0.7357,-85.42140249306775
0.7358000000000001,-85.42140798457007
0.7359000000000001,-85.42141347605578
0.736,-85.42141896752493
0.7361,-85.42142445897757
0.7362000000000001,-85.42142995041374
0.7363000000000001,-85.42143544183352
0.7364,-85.42144093323695
0.7365,-85.42144642462408
0.7366,-85.42145191599498
0.7367,-85.42145740734968
0.7368000000000001,-85.42146289868826
0.7369000000000001,-85.42146839001074
0.737,-85.42147388131723
0.7371,-85.42147937260772
0.7372000000000001,-85.4214848638823
0.7373000000000001,-85.42149035514102
0.7374,-85.42149584638393
0.7375,-85.42150133761109
0.7376,-85.42150682882254
0.7377,-85.42151232001835
0.7378000000000001,-85.42151781119857
0.7379000000000001,-85.42152330236324
0.738,-85.42152879351244
0.7381,-85.4215342846462
0.7382000000000001,-85.42153977576457
0.7383000000000001,-85.42154526686764
0.7384000000000001,-85.42155075795543
0.7385,-85.42155624902801
0.7386,-85.42156174008542
0.7387,-85.42156723112774
0.7388000000000001,-85.42157272215499
0.7389000000000001,-85.42157821316725
0.739,-85.42158370416456
0.7391,-85.42158919514698
0.7392000000000001,-85.42159468611456
0.7393000000000001,-85.42160017706736
0.7394000000000001,-85.42160566800544
0.7395,-85.42161115892883
0.7396,-85.4216166498376
0.7397,-85.42162214073181
0.7398,-85.42162763161151
0.7399000000000001,-85.42163312247675
0.74,-85.42163861332757
0.7401,-85.42164410416406
0.7402000000000001,-85.42164959498623
0.7403000000000001,-85.42165508579419
0.7404000000000001,-85.42166057658793
0.7405,-85.42166606736754
0.7406,-85.42167155813308
0.7407,-85.42167704888459
0.7408,-85.42168253962211
0.7409000000000001,-85.42168803034573
0.741,-85.42169352105547
0.7411,-85.42169901175141
0.7412000000000001,-85.4217045024336
0.7413000000000001,-85.42170999310207
0.7414000000000001,-85.4217154837569
0.7415,-85.42172097439813
0.7416,-85.42172646502583
0.7417,-85.42173195564003
0.7418,-85.4217374462408
0.7419000000000001,-85.42174293682818
0.742,-85.42174842740225
0.7421,-85.42175391796304
0.7422000000000001,-85.42175940851061
0.7423000000000001,-85.42176489904503
0.7424000000000001,-85.42177038956633
0.7425,-85.42177588007458
0.7426,-85.42178137056982
0.7427,-85.42178686105213
0.7428,-85.42179235152153
0.7429000000000001,-85.42179784197809
0.743,-85.42180333242187
0.7431,-85.42180882285291
0.7432000000000001,-85.42181431327128
0.7433000000000001,-85.42181980367704
0.7434000000000001,-85.4218252940702
0.7435,-85.42183078445088
0.7436,-85.42183627481907
0.7437,-85.42184176517486
0.7438,-85.4218472555183
0.7439000000000001,-85.42185274584943
0.744,-85.42185823616833
0.7441,-85.42186372647502
0.7442000000000001,-85.4218692167696
0.7443000000000001,-85.42187470705207
0.7444000000000001,-85.42188019732252
0.7445,-85.421885687581
0.7446,-85.42189117782755
0.7447,-85.42189666806223
0.7448,-85.42190215828509
0.7449000000000001,-85.42190764849622
0.745,-85.42191313869561
0.7451,-85.42191862888336
0.7452000000000001,-85.42192411905953
0.7453000000000001,-85.42192960922414
0.7454000000000001,-85.42193509937725
0.7455,-85.42194058951894
0.7456,-85.42194607964923
0.7457,-85.42195156976821
0.7458,-85.42195705987591
0.7459000000000001,-85.42196254997239
0.746,-85.4219680400577
0.7461,-85.42197353013191
0.7462000000000001,-85.42197902019505
0.7463000000000001,-85.4219845102472
0.7464000000000001,-85.42199000028839
0.7465,-85.42199549031868
0.7466,-85.42200098033813
0.7467,-85.4220064703468
0.7468,-85.42201196034472
0.7469000000000001,-85.42201745033198
0.747,-85.4220229403086
0.7471,-85.42202843027465
0.7472000000000001,-85.42203392023018
0.7473000000000001,-85.42203941017524
0.7474000000000001,-85.42204490010991
0.7475,-85.42205039003422
0.7476,-85.4220558799482
0.7477,-85.42206136985196
0.7478,-85.42206685974551
0.7479000000000001,-85.42207234962893
0.748,-85.42207783950226
0.7481,-85.42208332936556
0.7482000000000001,-85.42208881921889
0.7483000000000001,-85.42209430906229
0.7484000000000001,-85.42209979889581
0.7485,-85.42210528871952
0.7486,-85.42211077853347
0.7487,-85.4221162683377
0.7488,-85.42212175813229
0.7489000000000001,-85.42212724791727
0.749,-85.4221327376927
0.7491,-85.42213822745865
0.7492000000000001,-85.42214371721515
0.7493000000000001,-85.42214920696227
0.7494000000000001,-85.42215469670006
0.7495,-85.42216018642858
0.7496,-85.42216567614787
0.7497,-85.422171165858
0.7498,-85.42217665555901
0.7499000000000001,-85.42218214525096
0.75,-85.42218763493389
0.7501,-85.42219312460789
0.7502000000000001,-85.42219861427297
0.7503000000000001,-85.42220410392922
0.7504000000000001,-85.42220959357668
0.7505,-85.42221508321539
0.7506,-85.42222057284543
0.7507,-85.42222606246683
0.7508,-85.42223155207967
0.7509000000000001,-85.42223704168399
0.751,-85.42224253127982
0.7511,-85.42224802086726
0.7512000000000001,-85.42225351044632
0.7513000000000001,-85.4222590000171
0.7514000000000001,-85.42226448957962
0.7515,-85.42226997913394
0.7516,-85.42227546868011
0.7517,-85.42228095821821
0.7518,-85.42228644774826
0.7519000000000001,-85.42229193727033
0.752,-85.42229742678448
0.7521,-85.42230291629075
0.7522000000000001,-85.42230840578921
0.7523000000000001,-85.4223138952799
0.7524000000000001,-85.42231938476287
0.7525,-85.4223248742382
0.7526,-85.42233036370591
0.7527,-85.42233585316609
0.7528,-85.42234134261876
0.7529000000000001,-85.422346832064
0.753,-85.42235232150185
0.7531,-85.42235781093235
0.7532000000000001,-85.42236330035558
0.7533000000000001,-85.4223687897716
0.7534000000000001,-85.42237427918045
0.7535,-85.42237976858216
0.7536,-85.42238525797681
0.7537,-85.42239074736447
0.7538,-85.42239623674516
0.7539000000000001,-85.42240172611896
0.754,-85.4224072154859
0.7541,-85.42241270484605
0.7542000000000001,-85.42241819419947
0.7543000000000001,-85.4224236835462
0.7544000000000001,-85.4224291728863
0.7545,-85.42243466221981
0.7546,-85.42244015154681
0.7547,-85.42244564086734
0.7548,-85.42245113018144
0.7549000000000001,-85.4224566194892
0.755,-85.42246210879064
0.7551,-85.42246759808583
0.7552000000000001,-85.42247308737483
0.7553000000000001,-85.42247857665767
0.7554000000000001,-85.42248406593443
0.7555,-85.42248955520513
0.7556,-85.42249504446987
0.7557,-85.42250053372868
0.7558,-85.42250602298161
0.7559000000000001,-85.42251151222871
0.756,-85.42251700147006
0.7561,-85.42252249070567
0.7562000000000001,-85.42252797993564
0.7563000000000001,-85.42253346916
0.7564000000000001,-85.42253895837881
0.7565,-85.42254444759213
0.7566,-85.4225499368
0.7567,-85.42255542600248
0.7568,-85.42256091519961
0.7569000000000001,-85.42256640439147
0.757,-85.42257189357811
0.7571,-85.42257738275957
0.7572000000000001,-85.42258287193592
0.7573000000000001,-85.42258836110719
0.7574000000000001,-85.42259385027344
0.7575,-85.42259933943475
0.7576,-85.42260482859116
0.7577,-85.42261031774271
0.7578,-85.42261580688947
0.7579000000000001,-85.42262129603148
0.758,-85.4226267851688
0.7581,-85.4226322743015
0.7582000000000001,-85.42263776342962
0.7583000000000001,-85.4226432525532
0.7584000000000001,-85.42264874167232
0.7585,-85.42265423078702
0.7586,-85.42265971989735
0.7587,-85.42266520900338
0.7588,-85.42267069810515
0.7589000000000001,-85.42267618720271
0.759,-85.42268167629614
0.7591,-85.42268716538545
0.7592000000000001,-85.42269265447074
0.7593000000000001,-85.42269814355204
0.7594000000000001,-85.4227036326294
0.7595,-85.4227091217029
0.7596,-85.42271461077256
0.7597,-85.42272009983846
0.7598,-85.42272558890063
0.7599000000000001,-85.42273107795916
0.76,-85.42273656701407
0.7601,-85.42274205606542
0.7602000000000001,-85.42274754511327
0.7603000000000001,-85.42275303415768
0.7604000000000001,-85.4227585231987
0.7605,-85.42276401223639
0.7606,-85.42276950127078
0.7607,-85.42277499030195
0.7608,-85.42278047932993
0.7609000000000001,-85.42278596835479
0.761,-85.42279145737659
0.7611,-85.42279694639538
0.7612000000000001,-85.4228024354112
0.7613000000000001,-85.42280792442412
0.7614000000000001,-85.42281341343418
0.7615,-85.42281890244145
0.7616,-85.42282439144597
0.7617,-85.42282988044781
0.7618,-85.422835369447
0.7619000000000001,-85.42284085844362
0.762,-85.4228463474377
0.7621,-85.42285183642932
0.7622000000000001,-85.4228573254185
0.7623000000000001,-85.42286281440533
0.7624000000000001,-85.42286830338985
0.7625,-85.4228737923721
0.7626000000000001,-85.42287928135214
0.7627,-85.42288477033004
0.7628,-85.42289025930585
0.7629000000000001,-85.4228957482796
0.763,-85.42290123725138
0.7631,-85.42290672622121
0.7632000000000001,-85.42291221518917
0.7633000000000001,-85.4229177041553
0.7634000000000001,-85.42292319311966
0.7635,-85.4229286820823
0.7636000000000001,-85.42293417104328
0.7637,-85.42293966000264
0.7638,-85.42294514896045
0.7639000000000001,-85.42295063791676
0.764,-85.42295612687161
0.7641,-85.42296161582507
0.7642,-85.42296710477719
0.7643000000000001,-85.42297259372802
0.7644000000000001,-85.42297808267763
0.7645,-85.42298357162605
0.7646000000000001,-85.42298906057334
0.7647,-85.42299454951957
0.7648,-85.42300003846479
0.7649000000000001,-85.42300552740903
0.765,-85.42301101635238
0.7651,-85.42301650529485
0.7652,-85.42302199423655
0.7653000000000001,-85.42302748317748
0.7654000000000001,-85.42303297211772
0.7655,-85.42303846105733
0.7656000000000001,-85.42304394999636
0.7657,-85.42304943246874
0.7658,-85.42305489016388
0.7659000000000001,-85.42306034780022
0.766,-85.4230658053778
0.7661,-85.42307126289663
0.7662,-85.42307672035673
0.7663000000000001,-85.42308217775813
0.7664000000000001,-85.42308763510083
0.7665,-85.42309309238486
0.7666000000000001,-85.42309854961023
0.7667,-85.42310400677695
0.7668,-85.42310946388507
0.7669000000000001,-85.42311492093457
0.767,-85.42312037792547
0.7671,-85.42312583485783
0.7672,-85.42313129173161
0.7673000000000001,-85.42313674854687
0.7674000000000001,-85.42314220530362
0.7675,-85.42314766200185
0.7676000000000001,-85.42315311864162
0.7677,-85.42315857522291
0.7678,-85.42316403174577
0.7679000000000001,-85.42316948821019
0.768,-85.4231749446162
0.7681,-85.42318040096383
0.7682,-85.42318585725307
0.7683000000000001,-85.42319131348395
0.7684000000000001,-85.4231967696565
0.7685,-85.42320222577072
0.7686000000000001,-85.42320768182665
0.7687,-85.42321313782428
0.7688,-85.42321859376365
0.7689000000000001,-85.42322404964476
0.769,-85.42322950546763
0.7691,-85.4232349612323
0.7692,-85.42324041693877
0.7693000000000001,-85.42324587258705
0.7694000000000001,-85.42325132817716
0.7695,-85.42325678370914
0.7696000000000001,-85.42326223918299
0.7697,-85.42326769459872
0.7698,-85.42327314995636
0.7699000000000001,-85.42327860525593
0.77,-85.42328406049744
0.7701,-85.4232895156809
0.7702,-85.42329497080635
0.7703000000000001,-85.42330042587379
0.7704000000000001,-85.42330588088325
0.7705,-85.42331133583474
0.7706000000000001,-85.42331679072826
0.7707,-85.42332224556387
0.7708,-85.42332770034156
0.7709000000000001,-85.42333315506134
0.771,-85.42333860972325
0.7711,-85.4233440643273
0.7712,-85.4233495188735
0.7713000000000001,-85.42335497336185
0.7714000000000001,-85.42336042779242
0.7715,-85.42336588216519
0.7716000000000001,-85.42337133648017
0.7717,-85.42337679073741
0.7718,-85.4233822449369
0.7719000000000001,-85.42338769907867
0.772,-85.42339315316273
0.7721,-85.42339860718913
0.7722,-85.42340406115784
0.7723000000000001,-85.4234095150689
0.7724000000000001,-85.42341496892232
0.7725,-85.42342042271814
0.7726000000000001,-85.42342587645635
0.7727,-85.42343133013698
0.7728,-85.42343678376005
0.7729000000000001,-85.42344223732557
0.773,-85.42344769083357
0.7731,-85.42345314428405
0.7732,-85.42345859767704
0.7733000000000001,-85.42346405101256
0.7734000000000001,-85.42346950429062
0.7735,-85.42347495751125
0.7736000000000001,-85.42348041067444
0.7737,-85.42348586378024
0.7738,-85.42349131682865
0.7739000000000001,-85.42349676981969
0.774,-85.42350222275337
0.7741,-85.42350767562974
0.7742,-85.42351312844877
0.7743000000000001,-85.42351858121052
0.7744000000000001,-85.42352403391497
0.7745,-85.42352948656217
0.7746000000000001,-85.42353493915212
0.7747,-85.42354039168485
0.7748,-85.42354584416036
0.7749000000000001,-85.42355129657868
0.775,-85.42355674893983
0.7751,-85.42356220124383
0.7752,-85.42356765349068
0.7753000000000001,-85.4235731056804
0.7754000000000001,-85.42357855781303
0.7755,-85.42358400988857
0.7756000000000001,-85.42358946190704
0.7757000000000001,-85.42359491386846
0.7758,-85.42360036577284
0.7759000000000001,-85.42360581762021
0.776,-85.42361126941059
0.7761,-85.42361672114399
0.7762,-85.42362217282042
0.7763000000000001,-85.4236276244399
0.7764000000000001,-85.42363307600245
0.7765,-85.4236385275081
0.7766000000000001,-85.42364397895686
0.7767000000000001,-85.42364943034873
0.7768,-85.42365488168376
0.7769000000000001,-85.42366033296194
0.777,-85.4236657841833
0.7771,-85.42367123534787
0.7772,-85.42367668645564
0.7773000000000001,-85.42368213750665
0.7774000000000001,-85.4236875885009
0.7775,-85.42369303943842
0.7776000000000001,-85.42369849031923
0.7777000000000001,-85.42370394114333
0.7778,-85.42370939191075
0.7779,-85.42371484262152
0.778,-85.42372029327564
0.7781,-85.42372574387312
0.7782,-85.423731194414
0.7783000000000001,-85.4237366448983
0.7784000000000001,-85.42374209532602
0.7785,-85.42374754569717
0.7786000000000001,-85.42375299601179
0.7787000000000001,-85.42375844626989
0.7788,-85.42376389647148
0.7789,-85.4237693466166
0.779,-85.42377479670523
0.7791,-85.42378024673742
0.7792,-85.42378569671318
0.7793000000000001,-85.42379114663252
0.7794000000000001,-85.42379659649546
0.7795,-85.42380204630203
0.7796000000000001,-85.42380749605223
0.7797000000000001,-85.42381294574608
0.7798,-85.42381839538362
0.7799,-85.42382384496483
0.78,-85.42382929448976
0.7801,-85.42383474395841
0.7802,-85.42384019337081
0.7803000000000001,-85.42384564272697
0.7804000000000001,-85.42385109202691
0.7805,-85.42385654127064
0.7806000000000001,-85.42386199045819
0.7807000000000001,-85.42386743958957
0.7808,-85.42387288866479
0.7809,-85.42387833768389
0.781,-85.42388378664687
0.7811,-85.42388923555376
0.7812,-85.42389468440456
0.7813000000000001,-85.4239001331993
0.7814000000000001,-85.423905581938
0.7815,-85.42391103062066
0.7816000000000001,-85.42391647924732
0.7817000000000001,-85.42392192781799
0.7818,-85.42392737633268
0.7819,-85.42393282479142
0.782,-85.42393827319422
0.7821,-85.4239437215411
0.7822,-85.42394916983207
0.7823000000000001,-85.42395461806716
0.7824000000000001,-85.42396006624638
0.7825,-85.42396551436975
0.7826000000000001,-85.4239709624373
0.7827000000000001,-85.42397641044901
0.7828,-85.42398185840494
0.7829,-85.42398730630508
0.783,-85.42399275414947
0.7831,-85.4239982019381
0.7832,-85.42400364967102
0.7833000000000001,-85.42400909734822
0.7834000000000001,-85.42401454496974
0.7835,-85.42401999253558
