# Analysis start time: 				19969.760000000002 ms
# Analysis stop time:				21377.960000000003 ms
# Upper limit for maxima:			50.0 mV
# Lower limit for maxima:			-10.0 mV
# Upper limit for minima:			-50.0 mV
# Lower limit for minima:			-90.0 mV
# Maximum peak half width:			250.0 ms
# Minimum peak amplitude:			50.0 mV
# Running average window size:		25
# Window multiplier for derivative:	1.0
# Window multiplier for maxima:		4.0
# Window multiplier for minima:		16.0
# Time (ms)	Averaged signal (mV)	Filtered average (mV)
-7.692000e+01	-5.953928e+01	-5.954413e+01
-7.690000e+01	-5.954183e+01	-5.954346e+01
-7.688000e+01	-5.954235e+01	-5.954223e+01
-7.686000e+01	-5.954592e+01	-5.954042e+01
-7.684000e+01	-5.954387e+01	-5.953846e+01
-7.682000e+01	-5.954333e+01	-5.953641e+01
-7.680000e+01	-5.953928e+01	-5.953464e+01
-7.678000e+01	-5.954132e+01	-5.953314e+01
-7.676000e+01	-5.953622e+01	-5.953203e+01
-7.674000e+01	-5.952860e+01	-5.953050e+01
-7.672000e+01	-5.952455e+01	-5.952837e+01
-7.670000e+01	-5.951997e+01	-5.952586e+01
-7.668000e+01	-5.951538e+01	-5.952382e+01
-7.666000e+01	-5.951590e+01	-5.952190e+01
-7.664000e+01	-5.951437e+01	-5.952072e+01
-7.662000e+01	-5.951945e+01	-5.952006e+01
-7.660000e+01	-5.952200e+01	-5.951984e+01
-7.658000e+01	-5.952355e+01	-5.951969e+01
-7.656000e+01	-5.952607e+01	-5.951991e+01
-7.654000e+01	-5.952047e+01	-5.952010e+01
-7.652000e+01	-5.951640e+01	-5.952075e+01
-7.650000e+01	-5.951892e+01	-5.952169e+01
-7.648000e+01	-5.952098e+01	-5.952259e+01
-7.646000e+01	-5.953013e+01	-5.952335e+01
-7.644000e+01	-5.952657e+01	-5.952373e+01
-7.642000e+01	-5.952860e+01	-5.952357e+01
-7.640000e+01	-5.952303e+01	-5.952338e+01
-7.638000e+01	-5.951790e+01	-5.952269e+01
-7.636000e+01	-5.951792e+01	-5.952198e+01
-7.634000e+01	-5.951995e+01	-5.952149e+01
-7.632000e+01	-5.951895e+01	-5.952051e+01
-7.630000e+01	-5.952098e+01	-5.951908e+01
-7.628000e+01	-5.952200e+01	-5.951737e+01
-7.626000e+01	-5.951793e+01	-5.951506e+01
-7.624000e+01	-5.951335e+01	-5.951259e+01
-7.622000e+01	-5.951028e+01	-5.950984e+01
-7.620000e+01	-5.950877e+01	-5.950752e+01
-7.618000e+01	-5.950775e+01	-5.950502e+01
-7.616000e+01	-5.950163e+01	-5.950243e+01
-7.614000e+01	-5.949962e+01	-5.949987e+01
-7.612000e+01	-5.949655e+01	-5.949731e+01
-7.610000e+01	-5.948690e+01	-5.949453e+01
-7.608000e+01	-5.948793e+01	-5.949221e+01
-7.606000e+01	-5.949248e+01	-5.948972e+01
-7.604000e+01	-5.948587e+01	-5.948766e+01
-7.602000e+01	-5.948385e+01	-5.948562e+01
-7.600000e+01	-5.948080e+01	-5.948310e+01
-7.598000e+01	-5.948080e+01	-5.948040e+01
-7.596000e+01	-5.947927e+01	-5.947750e+01
-7.594000e+01	-5.947725e+01	-5.947471e+01
-7.592000e+01	-5.948078e+01	-5.947222e+01
-7.590000e+01	-5.947520e+01	-5.946976e+01
-7.588000e+01	-5.946707e+01	-5.946743e+01
-7.586000e+01	-5.946705e+01	-5.946476e+01
-7.584000e+01	-5.945790e+01	-5.946144e+01
-7.582000e+01	-5.945587e+01	-5.945796e+01
-7.580000e+01	-5.944722e+01	-5.945459e+01
-7.578000e+01	-5.944518e+01	-5.945101e+01
-7.576000e+01	-5.944822e+01	-5.944761e+01
-7.574000e+01	-5.944668e+01	-5.944432e+01
-7.572000e+01	-5.944723e+01	-5.944127e+01
-7.570000e+01	-5.944520e+01	-5.943864e+01
-7.568000e+01	-5.944062e+01	-5.943669e+01
-7.566000e+01	-5.943400e+01	-5.943582e+01
-7.564000e+01	-5.942790e+01	-5.943513e+01
-7.562000e+01	-5.942842e+01	-5.943412e+01
-7.560000e+01	-5.942688e+01	-5.943346e+01
-7.558000e+01	-5.942842e+01	-5.943253e+01
-7.556000e+01	-5.943298e+01	-5.943198e+01
-7.554000e+01	-5.943450e+01	-5.943179e+01
-7.552000e+01	-5.943452e+01	-5.943201e+01
-7.550000e+01	-5.943502e+01	-5.943271e+01
-7.548000e+01	-5.943805e+01	-5.943328e+01
-7.546000e+01	-5.943857e+01	-5.943434e+01
-7.544000e+01	-5.943400e+01	-5.943512e+01
-7.542000e+01	-5.942792e+01	-5.943531e+01
-7.540000e+01	-5.942738e+01	-5.943493e+01
-7.538000e+01	-5.943248e+01	-5.943406e+01
-7.536000e+01	-5.943553e+01	-5.943251e+01
-7.534000e+01	-5.944062e+01	-5.943073e+01
-7.532000e+01	-5.944162e+01	-5.942880e+01
-7.530000e+01	-5.943298e+01	-5.942715e+01
-7.528000e+01	-5.942538e+01	-5.942524e+01
-7.526000e+01	-5.942027e+01	-5.942319e+01
-7.524000e+01	-5.942028e+01	-5.942150e+01
-7.522000e+01	-5.941160e+01	-5.942040e+01
-7.520000e+01	-5.941162e+01	-5.941962e+01
-7.518000e+01	-5.941518e+01	-5.941913e+01
-7.516000e+01	-5.941517e+01	-5.941805e+01
-7.514000e+01	-5.941212e+01	-5.941669e+01
-7.512000e+01	-5.941873e+01	-5.941531e+01
-7.510000e+01	-5.941722e+01	-5.941418e+01
-7.508000e+01	-5.941722e+01	-5.941413e+01
-7.506000e+01	-5.941465e+01	-5.941483e+01
-7.504000e+01	-5.941975e+01	-5.941571e+01
-7.502000e+01	-5.942435e+01	-5.941713e+01
-7.500000e+01	-5.942180e+01	-5.941865e+01
-7.498000e+01	-5.941822e+01	-5.942012e+01
-7.496000e+01	-5.941672e+01	-5.942099e+01
-7.494000e+01	-5.940857e+01	-5.942113e+01
-7.492000e+01	-5.941112e+01	-5.942104e+01
-7.490000e+01	-5.941417e+01	-5.942045e+01
-7.488000e+01	-5.942230e+01	-5.941945e+01
-7.486000e+01	-5.942892e+01	-5.941814e+01
-7.484000e+01	-5.942638e+01	-5.941622e+01
-7.482000e+01	-5.942637e+01	-5.941396e+01
-7.480000e+01	-5.942485e+01	-5.941128e+01
-7.478000e+01	-5.941265e+01	-5.940892e+01
-7.476000e+01	-5.940400e+01	-5.940679e+01
-7.474000e+01	-5.939992e+01	-5.940473e+01
-7.472000e+01	-5.939282e+01	-5.940289e+01
-7.470000e+01	-5.939433e+01	-5.940120e+01
-7.468000e+01	-5.939230e+01	-5.939904e+01
-7.466000e+01	-5.939230e+01	-5.939722e+01
-7.464000e+01	-5.938670e+01	-5.939577e+01
-7.462000e+01	-5.939025e+01	-5.939472e+01
-7.460000e+01	-5.939382e+01	-5.939425e+01
-7.458000e+01	-5.939638e+01	-5.939394e+01
-7.456000e+01	-5.939838e+01	-5.939399e+01
-7.454000e+01	-5.939737e+01	-5.939443e+01
-7.452000e+01	-5.940043e+01	-5.939419e+01
-7.450000e+01	-5.940043e+01	-5.939316e+01
-7.448000e+01	-5.939585e+01	-5.939154e+01
-7.446000e+01	-5.939230e+01	-5.938876e+01
-7.444000e+01	-5.939027e+01	-5.938570e+01
-7.442000e+01	-5.938315e+01	-5.938215e+01
-7.440000e+01	-5.937498e+01	-5.937834e+01
-7.438000e+01	-5.937297e+01	-5.937419e+01
-7.436000e+01	-5.936992e+01	-5.936960e+01
-7.434000e+01	-5.936585e+01	-5.936520e+01
-7.432000e+01	-5.936077e+01	-5.936094e+01
-7.430000e+01	-5.935262e+01	-5.935687e+01
-7.428000e+01	-5.934855e+01	-5.935336e+01
-7.426000e+01	-5.934653e+01	-5.935040e+01
-7.424000e+01	-5.934448e+01	-5.934842e+01
-7.422000e+01	-5.934855e+01	-5.934706e+01
-7.420000e+01	-5.934755e+01	-5.934626e+01
-7.418000e+01	-5.934805e+01	-5.934637e+01
-7.416000e+01	-5.934755e+01	-5.934711e+01
-7.414000e+01	-5.934195e+01	-5.934801e+01
-7.412000e+01	-5.934855e+01	-5.934914e+01
-7.410000e+01	-5.934855e+01	-5.935103e+01
-7.408000e+01	-5.935160e+01	-5.935314e+01
-7.406000e+01	-5.935772e+01	-5.935564e+01
-7.404000e+01	-5.935720e+01	-5.935821e+01
-7.402000e+01	-5.936380e+01	-5.936063e+01
-7.400000e+01	-5.936330e+01	-5.936273e+01
-7.398000e+01	-5.936432e+01	-5.936431e+01
-7.396000e+01	-5.936788e+01	-5.936561e+01
-7.394000e+01	-5.936737e+01	-5.936669e+01
-7.392000e+01	-5.936483e+01	-5.936691e+01
-7.390000e+01	-5.936585e+01	-5.936628e+01
-7.388000e+01	-5.937193e+01	-5.936485e+01
-7.386000e+01	-5.936737e+01	-5.936285e+01
-7.384000e+01	-5.936888e+01	-5.936027e+01
-7.382000e+01	-5.936380e+01	-5.935749e+01
-7.380000e+01	-5.935567e+01	-5.935525e+01
-7.378000e+01	-5.935007e+01	-5.935350e+01
-7.376000e+01	-5.934600e+01	-5.935181e+01
-7.374000e+01	-5.934297e+01	-5.935008e+01
-7.372000e+01	-5.934193e+01	-5.934846e+01
-7.370000e+01	-5.933380e+01	-5.934687e+01
-7.368000e+01	-5.933685e+01	-5.934463e+01
-7.366000e+01	-5.934042e+01	-5.934173e+01
-7.364000e+01	-5.933737e+01	-5.933879e+01
-7.362000e+01	-5.934347e+01	-5.933596e+01
-7.360000e+01	-5.934653e+01	-5.933322e+01
-7.358000e+01	-5.934805e+01	-5.933102e+01
-7.356000e+01	-5.934142e+01	-5.932852e+01
-7.354000e+01	-5.932617e+01	-5.932574e+01
-7.352000e+01	-5.932363e+01	-5.932263e+01
-7.350000e+01	-5.931650e+01	-5.931949e+01
-7.348000e+01	-5.930633e+01	-5.931627e+01
-7.346000e+01	-5.929973e+01	-5.931295e+01
-7.344000e+01	-5.930177e+01	-5.930968e+01
-7.342000e+01	-5.930430e+01	-5.930668e+01
-7.340000e+01	-5.930228e+01	-5.930413e+01
-7.338000e+01	-5.930635e+01	-5.930220e+01
-7.336000e+01	-5.930278e+01	-5.930125e+01
-7.334000e+01	-5.929768e+01	-5.930080e+01
-7.332000e+01	-5.930073e+01	-5.930083e+01
-7.330000e+01	-5.930023e+01	-5.930105e+01
-7.328000e+01	-5.930278e+01	-5.930041e+01
-7.326000e+01	-5.930175e+01	-5.930004e+01
-7.324000e+01	-5.930227e+01	-5.929954e+01
-7.322000e+01	-5.930685e+01	-5.929871e+01
-7.320000e+01	-5.930072e+01	-5.929781e+01
-7.318000e+01	-5.930125e+01	-5.929700e+01
-7.316000e+01	-5.930173e+01	-5.929614e+01
-7.314000e+01	-5.929258e+01	-5.929536e+01
-7.312000e+01	-5.928550e+01	-5.929513e+01
-7.310000e+01	-5.928548e+01	-5.929479e+01
-7.308000e+01	-5.928752e+01	-5.929384e+01
-7.306000e+01	-5.928753e+01	-5.929281e+01
-7.304000e+01	-5.929463e+01	-5.929188e+01
-7.302000e+01	-5.929515e+01	-5.929103e+01
-7.300000e+01	-5.929718e+01	-5.929016e+01
-7.298000e+01	-5.929667e+01	-5.928962e+01
-7.296000e+01	-5.929162e+01	-5.928978e+01
-7.294000e+01	-5.929058e+01	-5.929000e+01
-7.292000e+01	-5.929413e+01	-5.929081e+01
-7.290000e+01	-5.929160e+01	-5.929203e+01
-7.288000e+01	-5.928700e+01	-5.929293e+01
-7.286000e+01	-5.928447e+01	-5.929344e+01
-7.284000e+01	-5.928802e+01	-5.929417e+01
-7.282000e+01	-5.929210e+01	-5.929465e+01
-7.280000e+01	-5.929158e+01	-5.929491e+01
-7.278000e+01	-5.929567e+01	-5.929518e+01
-7.276000e+01	-5.929973e+01	-5.929536e+01
-7.274000e+01	-5.930077e+01	-5.929550e+01
-7.272000e+01	-5.930127e+01	-5.929554e+01
-7.270000e+01	-5.930127e+01	-5.929530e+01
-7.268000e+01	-5.929768e+01	-5.929502e+01
-7.266000e+01	-5.929615e+01	-5.929464e+01
-7.264000e+01	-5.929463e+01	-5.929378e+01
-7.262000e+01	-5.929260e+01	-5.929208e+01
-7.260000e+01	-5.928397e+01	-5.929009e+01
-7.258000e+01	-5.928343e+01	-5.928790e+01
-7.256000e+01	-5.928038e+01	-5.928558e+01
-7.254000e+01	-5.928193e+01	-5.928318e+01
-7.252000e+01	-5.928042e+01	-5.928060e+01
-7.250000e+01	-5.928040e+01	-5.927836e+01
-7.248000e+01	-5.927938e+01	-5.927581e+01
-7.246000e+01	-5.927532e+01	-5.927317e+01
-7.244000e+01	-5.926820e+01	-5.927047e+01
-7.242000e+01	-5.926617e+01	-5.926719e+01
-7.240000e+01	-5.926463e+01	-5.926375e+01
-7.238000e+01	-5.926665e+01	-5.926062e+01
-7.236000e+01	-5.925957e+01	-5.925752e+01
-7.234000e+01	-5.925648e+01	-5.925422e+01
-7.232000e+01	-5.925393e+01	-5.925075e+01
-7.230000e+01	-5.924580e+01	-5.924746e+01
-7.228000e+01	-5.924430e+01	-5.924468e+01
-7.226000e+01	-5.923512e+01	-5.924226e+01
-7.224000e+01	-5.923513e+01	-5.924003e+01
-7.222000e+01	-5.923258e+01	-5.923826e+01
-7.220000e+01	-5.923055e+01	-5.923657e+01
-7.218000e+01	-5.923563e+01	-5.923493e+01
-7.216000e+01	-5.923818e+01	-5.923345e+01
-7.214000e+01	-5.923412e+01	-5.923214e+01
-7.212000e+01	-5.923462e+01	-5.923168e+01
-7.210000e+01	-5.923158e+01	-5.923122e+01
-7.208000e+01	-5.923615e+01	-5.923111e+01
-7.206000e+01	-5.923362e+01	-5.923122e+01
-7.204000e+01	-5.923055e+01	-5.923102e+01
-7.202000e+01	-5.922700e+01	-5.923081e+01
-7.200000e+01	-5.922902e+01	-5.922992e+01
-7.198000e+01	-5.922698e+01	-5.922879e+01
-7.196000e+01	-5.922852e+01	-5.922769e+01
-7.194000e+01	-5.922702e+01	-5.922663e+01
-7.192000e+01	-5.922802e+01	-5.922608e+01
-7.190000e+01	-5.923057e+01	-5.922638e+01
-7.188000e+01	-5.922645e+01	-5.922665e+01
-7.186000e+01	-5.922648e+01	-5.922720e+01
-7.184000e+01	-5.922345e+01	-5.922766e+01
-7.182000e+01	-5.922188e+01	-5.922818e+01
-7.180000e+01	-5.922242e+01	-5.922842e+01
-7.178000e+01	-5.922342e+01	-5.922837e+01
-7.176000e+01	-5.922750e+01	-5.922782e+01
-7.174000e+01	-5.923410e+01	-5.922766e+01
-7.172000e+01	-5.923460e+01	-5.922733e+01
-7.170000e+01	-5.923463e+01	-5.922708e+01
-7.168000e+01	-5.923463e+01	-5.922644e+01
-7.166000e+01	-5.922598e+01	-5.922562e+01
-7.164000e+01	-5.922343e+01	-5.922511e+01
-7.162000e+01	-5.921835e+01	-5.922353e+01
-7.160000e+01	-5.921375e+01	-5.922173e+01
-7.158000e+01	-5.921477e+01	-5.921947e+01
-7.156000e+01	-5.921530e+01	-5.921664e+01
-7.154000e+01	-5.921530e+01	-5.921350e+01
-7.152000e+01	-5.921782e+01	-5.921018e+01
-7.150000e+01	-5.921018e+01	-5.920672e+01
-7.148000e+01	-5.920612e+01	-5.920340e+01
-7.146000e+01	-5.920005e+01	-5.919990e+01
-7.144000e+01	-5.919800e+01	-5.919668e+01
-7.142000e+01	-5.919445e+01	-5.919391e+01
-7.140000e+01	-5.918375e+01	-5.919100e+01
-7.138000e+01	-5.918885e+01	-5.918829e+01
-7.136000e+01	-5.918477e+01	-5.918529e+01
-7.134000e+01	-5.918070e+01	-5.918234e+01
-7.132000e+01	-5.917918e+01	-5.917937e+01
-7.130000e+01	-5.917562e+01	-5.917691e+01
-7.128000e+01	-5.917053e+01	-5.917481e+01
-7.126000e+01	-5.916952e+01	-5.917309e+01
-7.124000e+01	-5.917000e+01	-5.917120e+01
-7.122000e+01	-5.917408e+01	-5.916941e+01
-7.120000e+01	-5.917255e+01	-5.916748e+01
-7.118000e+01	-5.916950e+01	-5.916598e+01
-7.116000e+01	-5.916645e+01	-5.916441e+01
-7.114000e+01	-5.916240e+01	-5.916258e+01
-7.112000e+01	-5.916340e+01	-5.916123e+01
-7.110000e+01	-5.915833e+01	-5.916026e+01
-7.108000e+01	-5.916088e+01	-5.915931e+01
-7.106000e+01	-5.915528e+01	-5.915859e+01
-7.104000e+01	-5.915220e+01	-5.915806e+01
-7.102000e+01	-5.915325e+01	-5.915724e+01
-7.100000e+01	-5.915477e+01	-5.915659e+01
-7.098000e+01	-5.915528e+01	-5.915614e+01
-7.096000e+01	-5.915782e+01	-5.915589e+01
-7.094000e+01	-5.915477e+01	-5.915604e+01
-7.092000e+01	-5.915885e+01	-5.915651e+01
-7.090000e+01	-5.915780e+01	-5.915714e+01
-7.088000e+01	-5.916037e+01	-5.915696e+01
-7.086000e+01	-5.915632e+01	-5.915664e+01
-7.084000e+01	-5.915680e+01	-5.915603e+01
-7.082000e+01	-5.915578e+01	-5.915510e+01
-7.080000e+01	-5.915223e+01	-5.915321e+01
-7.078000e+01	-5.915373e+01	-5.915089e+01
-7.076000e+01	-5.915070e+01	-5.914822e+01
-7.074000e+01	-5.914815e+01	-5.914549e+01
-7.072000e+01	-5.915070e+01	-5.914294e+01
-7.070000e+01	-5.914510e+01	-5.914067e+01
-7.068000e+01	-5.913645e+01	-5.913846e+01
-7.066000e+01	-5.912628e+01	-5.913645e+01
-7.064000e+01	-5.912983e+01	-5.913440e+01
-7.062000e+01	-5.912832e+01	-5.913251e+01
-7.060000e+01	-5.912170e+01	-5.913052e+01
-7.058000e+01	-5.912270e+01	-5.912882e+01
-7.056000e+01	-5.912830e+01	-5.912696e+01
-7.054000e+01	-5.912730e+01	-5.912505e+01
-7.052000e+01	-5.913033e+01	-5.912317e+01
-7.050000e+01	-5.913085e+01	-5.912126e+01
-7.048000e+01	-5.912678e+01	-5.911922e+01
-7.046000e+01	-5.912323e+01	-5.911805e+01
-7.044000e+01	-5.911660e+01	-5.911727e+01
-7.042000e+01	-5.911460e+01	-5.911652e+01
-7.040000e+01	-5.911253e+01	-5.911579e+01
-7.038000e+01	-5.911205e+01	-5.911555e+01
-7.036000e+01	-5.911003e+01	-5.911533e+01
-7.034000e+01	-5.910543e+01	-5.911472e+01
-7.032000e+01	-5.910797e+01	-5.911404e+01
-7.030000e+01	-5.910697e+01	-5.911372e+01
-7.028000e+01	-5.911153e+01	-5.911344e+01
-7.026000e+01	-5.911508e+01	-5.911328e+01
-7.024000e+01	-5.912323e+01	-5.911345e+01
-7.022000e+01	-5.912222e+01	-5.911338e+01
-7.020000e+01	-5.912070e+01	-5.911311e+01
-7.018000e+01	-5.911967e+01	-5.911204e+01
-7.016000e+01	-5.911202e+01	-5.911074e+01
-7.014000e+01	-5.910747e+01	-5.910925e+01
-7.012000e+01	-5.910492e+01	-5.910772e+01
-7.010000e+01	-5.910237e+01	-5.910576e+01
-7.008000e+01	-5.910085e+01	-5.910316e+01
-7.006000e+01	-5.909778e+01	-5.909983e+01
-7.004000e+01	-5.909423e+01	-5.909613e+01
-7.002000e+01	-5.909375e+01	-5.909197e+01
-7.000000e+01	-5.908813e+01	-5.908827e+01
-6.998000e+01	-5.908662e+01	-5.908580e+01
-6.996000e+01	-5.908355e+01	-5.908366e+01
-6.994000e+01	-5.908662e+01	-5.908217e+01
-6.992000e+01	-5.908458e+01	-5.908152e+01
-6.990000e+01	-5.908050e+01	-5.908080e+01
-6.988000e+01	-5.907390e+01	-5.908029e+01
-6.986000e+01	-5.907133e+01	-5.907999e+01
-6.984000e+01	-5.906830e+01	-5.907974e+01
-6.982000e+01	-5.907540e+01	-5.907924e+01
-6.980000e+01	-5.907592e+01	-5.907814e+01
-6.978000e+01	-5.908762e+01	-5.907722e+01
-6.976000e+01	-5.908812e+01	-5.907669e+01
-6.974000e+01	-5.908253e+01	-5.907596e+01
-6.972000e+01	-5.908460e+01	-5.907528e+01
-6.970000e+01	-5.908153e+01	-5.907493e+01
-6.968000e+01	-5.907442e+01	-5.907500e+01
-6.966000e+01	-5.907390e+01	-5.907553e+01
-6.964000e+01	-5.906982e+01	-5.907617e+01
-6.962000e+01	-5.906575e+01	-5.907684e+01
-6.960000e+01	-5.906322e+01	-5.907743e+01
-6.958000e+01	-5.906778e+01	-5.907735e+01
-6.956000e+01	-5.907952e+01	-5.907722e+01
-6.954000e+01	-5.908000e+01	-5.907730e+01
-6.952000e+01	-5.907948e+01	-5.907808e+01
-6.950000e+01	-5.908357e+01	-5.907904e+01
-6.948000e+01	-5.908813e+01	-5.908018e+01
-6.946000e+01	-5.908610e+01	-5.908109e+01
-6.944000e+01	-5.908867e+01	-5.908178e+01
-6.942000e+01	-5.908558e+01	-5.908156e+01
-6.940000e+01	-5.908405e+01	-5.908157e+01
-6.938000e+01	-5.907747e+01	-5.908145e+01
-6.936000e+01	-5.907238e+01	-5.908029e+01
-6.934000e+01	-5.907490e+01	-5.907859e+01
-6.932000e+01	-5.907950e+01	-5.907705e+01
-6.930000e+01	-5.907440e+01	-5.907581e+01
-6.928000e+01	-5.907390e+01	-5.907469e+01
-6.926000e+01	-5.907338e+01	-5.907301e+01
-6.924000e+01	-5.906422e+01	-5.907170e+01
-6.922000e+01	-5.906828e+01	-5.907069e+01
-6.920000e+01	-5.906830e+01	-5.906935e+01
-6.918000e+01	-5.907543e+01	-5.906798e+01
-6.916000e+01	-5.906882e+01	-5.906631e+01
-6.914000e+01	-5.906118e+01	-5.906409e+01
-6.912000e+01	-5.906677e+01	-5.906122e+01
-6.910000e+01	-5.906473e+01	-5.905808e+01
-6.908000e+01	-5.905710e+01	-5.905543e+01
-6.906000e+01	-5.905608e+01	-5.905321e+01
-6.904000e+01	-5.904797e+01	-5.905085e+01
-6.902000e+01	-5.904998e+01	-5.904864e+01
-6.900000e+01	-5.904187e+01	-5.904600e+01
-6.898000e+01	-5.903523e+01	-5.904249e+01
-6.896000e+01	-5.903270e+01	-5.903911e+01
-6.894000e+01	-5.903117e+01	-5.903606e+01
-6.892000e+01	-5.902913e+01	-5.903351e+01
-6.890000e+01	-5.903423e+01	-5.903087e+01
-6.888000e+01	-5.903778e+01	-5.902803e+01
-6.886000e+01	-5.903575e+01	-5.902556e+01
-6.884000e+01	-5.902760e+01	-5.902335e+01
-6.882000e+01	-5.902252e+01	-5.902095e+01
-6.880000e+01	-5.901692e+01	-5.901880e+01
-6.878000e+01	-5.900928e+01	-5.901663e+01
-6.876000e+01	-5.901185e+01	-5.901531e+01
-6.874000e+01	-5.901390e+01	-5.901405e+01
-6.872000e+01	-5.901388e+01	-5.901280e+01
-6.870000e+01	-5.900777e+01	-5.901165e+01
-6.868000e+01	-5.900827e+01	-5.901072e+01
-6.866000e+01	-5.900677e+01	-5.900928e+01
-6.864000e+01	-5.900423e+01	-5.900843e+01
-6.862000e+01	-5.900728e+01	-5.900776e+01
-6.860000e+01	-5.900777e+01	-5.900741e+01
-6.858000e+01	-5.901030e+01	-5.900694e+01
-6.856000e+01	-5.901337e+01	-5.900626e+01
-6.854000e+01	-5.901388e+01	-5.900554e+01
-6.852000e+01	-5.900930e+01	-5.900457e+01
-6.850000e+01	-5.900627e+01	-5.900369e+01
-6.848000e+01	-5.900218e+01	-5.900330e+01
-6.846000e+01	-5.899863e+01	-5.900298e+01
-6.844000e+01	-5.899202e+01	-5.900227e+01
-6.842000e+01	-5.899760e+01	-5.900153e+01
-6.840000e+01	-5.899403e+01	-5.900063e+01
-6.838000e+01	-5.899912e+01	-5.899931e+01
-6.836000e+01	-5.899863e+01	-5.899791e+01
-6.834000e+01	-5.899808e+01	-5.899660e+01
-6.832000e+01	-5.900117e+01	-5.899535e+01
-6.830000e+01	-5.899965e+01	-5.899433e+01
-6.828000e+01	-5.899657e+01	-5.899344e+01
-6.826000e+01	-5.899708e+01	-5.899248e+01
-6.824000e+01	-5.899047e+01	-5.899129e+01
-6.822000e+01	-5.898845e+01	-5.898976e+01
-6.820000e+01	-5.898640e+01	-5.898832e+01
-6.818000e+01	-5.898387e+01	-5.898608e+01
-6.816000e+01	-5.898082e+01	-5.898408e+01
-6.814000e+01	-5.898030e+01	-5.898193e+01
-6.812000e+01	-5.898082e+01	-5.897987e+01
-6.810000e+01	-5.897675e+01	-5.897796e+01
-6.808000e+01	-5.897573e+01	-5.897619e+01
-6.806000e+01	-5.897420e+01	-5.897473e+01
-6.804000e+01	-5.897320e+01	-5.897293e+01
-6.802000e+01	-5.897015e+01	-5.897090e+01
-6.800000e+01	-5.897015e+01	-5.896890e+01
-6.798000e+01	-5.897117e+01	-5.896642e+01
-6.796000e+01	-5.896352e+01	-5.896410e+01
-6.794000e+01	-5.896558e+01	-5.896202e+01
-6.792000e+01	-5.896352e+01	-5.895991e+01
-6.790000e+01	-5.895845e+01	-5.895768e+01
-6.788000e+01	-5.895897e+01	-5.895566e+01
-6.786000e+01	-5.895387e+01	-5.895401e+01
-6.784000e+01	-5.894827e+01	-5.895266e+01
-6.782000e+01	-5.894317e+01	-5.895164e+01
-6.780000e+01	-5.894622e+01	-5.895124e+01
-6.778000e+01	-5.894723e+01	-5.895130e+01
-6.776000e+01	-5.894927e+01	-5.895141e+01
-6.774000e+01	-5.895438e+01	-5.895232e+01
-6.772000e+01	-5.895387e+01	-5.895372e+01
-6.770000e+01	-5.895182e+01	-5.895492e+01
-6.768000e+01	-5.895385e+01	-5.895625e+01
-6.766000e+01	-5.895792e+01	-5.895732e+01
-6.764000e+01	-5.896045e+01	-5.895799e+01
-6.762000e+01	-5.896302e+01	-5.895853e+01
-6.760000e+01	-5.896250e+01	-5.895852e+01
-6.758000e+01	-5.896403e+01	-5.895773e+01
-6.756000e+01	-5.895947e+01	-5.895608e+01
-6.754000e+01	-5.895693e+01	-5.895412e+01
-6.752000e+01	-5.895843e+01	-5.895158e+01
-6.750000e+01	-5.894878e+01	-5.894887e+01
-6.748000e+01	-5.894317e+01	-5.894593e+01
-6.746000e+01	-5.893758e+01	-5.894247e+01
-6.744000e+01	-5.893400e+01	-5.893908e+01
-6.742000e+01	-5.893302e+01	-5.893603e+01
-6.740000e+01	-5.892993e+01	-5.893273e+01
-6.738000e+01	-5.892690e+01	-5.892950e+01
-6.736000e+01	-5.892387e+01	-5.892601e+01
-6.734000e+01	-5.892232e+01	-5.892251e+01
-6.732000e+01	-5.892028e+01	-5.891895e+01
-6.730000e+01	-5.891672e+01	-5.891545e+01
-6.728000e+01	-5.891672e+01	-5.891236e+01
-6.726000e+01	-5.891113e+01	-5.890948e+01
-6.724000e+01	-5.891163e+01	-5.890657e+01
-6.722000e+01	-5.891367e+01	-5.890357e+01
-6.720000e+01	-5.890400e+01	-5.890073e+01
-6.718000e+01	-5.889078e+01	-5.889774e+01
-6.716000e+01	-5.888975e+01	-5.889470e+01
-6.714000e+01	-5.888417e+01	-5.889197e+01
-6.712000e+01	-5.888673e+01	-5.888979e+01
-6.710000e+01	-5.888520e+01	-5.888823e+01
-6.708000e+01	-5.888978e+01	-5.888752e+01
-6.706000e+01	-5.888877e+01	-5.888732e+01
-6.704000e+01	-5.888363e+01	-5.888762e+01
-6.702000e+01	-5.888773e+01	-5.888828e+01
-6.700000e+01	-5.888570e+01	-5.888866e+01
-6.698000e+01	-5.888775e+01	-5.888935e+01
-6.696000e+01	-5.888468e+01	-5.889053e+01
-6.694000e+01	-5.888927e+01	-5.889125e+01
-6.692000e+01	-5.889792e+01	-5.889151e+01
-6.690000e+01	-5.890097e+01	-5.889137e+01
-6.688000e+01	-5.890043e+01	-5.889092e+01
-6.686000e+01	-5.889790e+01	-5.889047e+01
-6.684000e+01	-5.889080e+01	-5.888970e+01
-6.682000e+01	-5.888722e+01	-5.888900e+01
-6.680000e+01	-5.888012e+01	-5.888752e+01
-6.678000e+01	-5.887707e+01	-5.888518e+01
-6.676000e+01	-5.887910e+01	-5.888237e+01
