# Analysis start time: 				19969.760000000002 ms
# Analysis stop time:				21377.960000000003 ms
# Upper limit for maxima:			50.0 mV
# Lower limit for maxima:			-10.0 mV
# Upper limit for minima:			-50.0 mV
# Lower limit for minima:			-90.0 mV
# Maximum peak half width:			250.0 ms
# Minimum peak amplitude:			50.0 mV
# Running average window size:		25
# Window multiplier for derivative:	1.0
# Window multiplier for maxima:		4.0
# Window multiplier for minima:		16.0
# Time (ms)	Averaged signal (mV)	Filtered average (mV)
8.020000e+00	2.398682e+00	2.400906e+00
8.040000e+00	2.363587e+00	2.370054e+00
8.060000e+00	2.328998e+00	2.338863e+00
8.080000e+00	2.298992e+00	2.307497e+00
8.100000e+00	2.267455e+00	2.276167e+00
8.120000e+00	2.232868e+00	2.244733e+00
8.140000e+00	2.206422e+00	2.213446e+00
8.160000e+00	2.185567e+00	2.182150e+00
8.180000e+00	2.158102e+00	2.151184e+00
8.200000e+00	2.128600e+00	2.120094e+00
8.220000e+00	2.100117e+00	2.088968e+00
8.240000e+00	2.063496e+00	2.058043e+00
8.260000e+00	2.031453e+00	2.026563e+00
8.280000e+00	1.996868e+00	1.994562e+00
8.300000e+00	1.965840e+00	1.962141e+00
8.320000e+00	1.928710e+00	1.929393e+00
8.340000e+00	1.894632e+00	1.896714e+00
8.360000e+00	1.859537e+00	1.863926e+00
8.380000e+00	1.824441e+00	1.830770e+00
8.400000e+00	1.791892e+00	1.797244e+00
8.420000e+00	1.757304e+00	1.764474e+00
8.440000e+00	1.730347e+00	1.731738e+00
8.460000e+00	1.702372e+00	1.699575e+00
8.480000e+00	1.664734e+00	1.667880e+00
8.500000e+00	1.638795e+00	1.636349e+00
8.520000e+00	1.608785e+00	1.605555e+00
8.540000e+00	1.579285e+00	1.574899e+00
8.560000e+00	1.547749e+00	1.544352e+00
8.580000e+00	1.513165e+00	1.513168e+00
8.600000e+00	1.479086e+00	1.481986e+00
8.620000e+00	1.444499e+00	1.450302e+00
8.640000e+00	1.419067e+00	1.418306e+00
8.660000e+00	1.384482e+00	1.385659e+00
8.680000e+00	1.359049e+00	1.352845e+00
8.700000e+00	1.324971e+00	1.320357e+00
8.720000e+00	1.294963e+00	1.288012e+00
8.740000e+00	1.261902e+00	1.255544e+00
8.760000e+00	1.221211e+00	1.223744e+00
8.780000e+00	1.185099e+00	1.192134e+00
8.800000e+00	1.152039e+00	1.160776e+00
8.820000e+00	1.125591e+00	1.129462e+00
8.840000e+00	1.091005e+00	1.098282e+00
8.860000e+00	1.063029e+00	1.066982e+00
8.880000e+00	1.031494e+00	1.035581e+00
8.900000e+00	1.009115e+00	1.004720e+00
8.920000e+00	9.775798e-01	9.734561e-01
8.940000e+00	9.455374e-01	9.421716e-01
8.960000e+00	9.175607e-01	9.105742e-01
8.980000e+00	8.839928e-01	8.792133e-01
9.000000e+00	8.473727e-01	8.474241e-01
9.020000e+00	8.148200e-01	8.152440e-01
9.040000e+00	7.822666e-01	7.820146e-01
9.060000e+00	7.517498e-01	7.482127e-01
9.080000e+00	7.156372e-01	7.138647e-01
9.100000e+00	6.820673e-01	6.792884e-01
9.120000e+00	6.454463e-01	6.447893e-01
9.140000e+00	6.057750e-01	6.101108e-01
9.160000e+00	5.716970e-01	5.760849e-01
9.180000e+00	5.416858e-01	5.423233e-01
9.200000e+00	5.096434e-01	5.090129e-01
9.220000e+00	4.720062e-01	4.763750e-01
9.240000e+00	4.425059e-01	4.437680e-01
9.260000e+00	4.023237e-01	4.111295e-01
9.280000e+00	3.748572e-01	3.785537e-01
9.300000e+00	3.428139e-01	3.460832e-01
9.320000e+00	3.199254e-01	3.138090e-01
9.340000e+00	2.858477e-01	2.817101e-01
9.360000e+00	2.532960e-01	2.495530e-01
9.380000e+00	2.227785e-01	2.174923e-01
9.400000e+00	1.902257e-01	1.851104e-01
9.420000e+00	1.571662e-01	1.522879e-01
9.440000e+00	1.200362e-01	1.193988e-01
9.460000e+00	8.290589e-02	8.641571e-02
9.480000e+00	5.137121e-02	5.323905e-02
9.500000e+00	1.729372e-02	2.026302e-02
9.520000e+00	-1.475029e-02	-1.317540e-02
9.540000e+00	-4.679362e-02	-4.585306e-02
9.560000e+00	-7.680279e-02	-7.871436e-02
9.580000e+00	-1.118978e-01	-1.106617e-01
9.600000e+00	-1.408903e-01	-1.422584e-01
9.620000e+00	-1.759854e-01	-1.730698e-01
9.640000e+00	-2.100621e-01	-2.032739e-01
9.660000e+00	-2.375285e-01	-2.332304e-01
9.680000e+00	-2.649935e-01	-2.627724e-01
9.700000e+00	-2.914426e-01	-2.920674e-01
9.720000e+00	-3.214513e-01	-3.216809e-01
9.740000e+00	-3.494258e-01	-3.515351e-01
9.760000e+00	-3.768927e-01	-3.812520e-01
9.780000e+00	-4.130049e-01	-4.110566e-01
9.800000e+00	-4.369097e-01	-4.409129e-01
9.820000e+00	-4.664106e-01	-4.709289e-01
9.840000e+00	-4.959109e-01	-5.010603e-01
9.860000e+00	-5.325322e-01	-5.315017e-01
9.880000e+00	-5.655925e-01	-5.628390e-01
9.900000e+00	-5.945828e-01	-5.948881e-01
9.920000e+00	-6.271368e-01	-6.271341e-01
9.940000e+00	-6.637572e-01	-6.597810e-01
9.960000e+00	-6.942757e-01	-6.928682e-01
9.980000e+00	-7.207231e-01	-7.257543e-01
1.000000e+01	-7.568369e-01	-7.584393e-01
1.002000e+01	-7.893891e-01	-7.912426e-01
1.004000e+01	-8.239744e-01	-8.244668e-01
1.006000e+01	-8.555093e-01	-8.574788e-01
1.008000e+01	-8.951821e-01	-8.903926e-01
1.010000e+01	-9.277348e-01	-9.233585e-01
1.012000e+01	-9.567271e-01	-9.562253e-01
1.014000e+01	-9.887696e-01	-9.887476e-01
1.016000e+01	-1.023356e+00	-1.021011e+00
1.018000e+01	-1.053365e+00	-1.053275e+00
1.020000e+01	-1.078287e+00	-1.085819e+00
1.022000e+01	-1.115927e+00	-1.118114e+00
1.024000e+01	-1.152548e+00	-1.149822e+00
1.026000e+01	-1.182047e+00	-1.181353e+00
1.028000e+01	-1.214598e+00	-1.212026e+00
1.030000e+01	-1.244098e+00	-1.242194e+00
1.032000e+01	-1.274109e+00	-1.272139e+00
1.034000e+01	-1.298523e+00	-1.302206e+00
1.036000e+01	-1.331583e+00	-1.331665e+00
1.038000e+01	-1.367187e+00	-1.360706e+00
1.040000e+01	-1.397197e+00	-1.389778e+00
1.042000e+01	-1.424664e+00	-1.419327e+00
1.044000e+01	-1.450602e+00	-1.448860e+00
1.046000e+01	-1.478067e+00	-1.478509e+00
1.048000e+01	-1.504008e+00	-1.509343e+00
1.050000e+01	-1.530965e+00	-1.541088e+00
1.052000e+01	-1.567078e+00	-1.573564e+00
1.054000e+01	-1.602174e+00	-1.606585e+00
1.056000e+01	-1.630656e+00	-1.640162e+00
1.058000e+01	-1.663208e+00	-1.674172e+00
1.060000e+01	-1.705424e+00	-1.707974e+00
1.062000e+01	-1.744587e+00	-1.742279e+00
1.064000e+01	-1.781718e+00	-1.777038e+00
1.066000e+01	-1.816305e+00	-1.811649e+00
1.068000e+01	-1.856994e+00	-1.845800e+00
1.070000e+01	-1.890563e+00	-1.879882e+00
1.072000e+01	-1.918029e+00	-1.913449e+00
1.074000e+01	-1.950074e+00	-1.945736e+00
1.076000e+01	-1.977540e+00	-1.977614e+00
1.078000e+01	-2.010090e+00	-2.008928e+00
1.080000e+01	-2.038574e+00	-2.039897e+00
1.082000e+01	-2.067564e+00	-2.070041e+00
1.084000e+01	-2.099102e+00	-2.099716e+00
1.086000e+01	-2.125041e+00	-2.129568e+00
1.088000e+01	-2.153524e+00	-2.159124e+00
1.090000e+01	-2.186583e+00	-2.188856e+00
1.092000e+01	-2.222190e+00	-2.218923e+00
1.094000e+01	-2.247112e+00	-2.249627e+00
1.096000e+01	-2.277121e+00	-2.280631e+00
1.098000e+01	-2.317301e+00	-2.311693e+00
1.100000e+01	-2.341714e+00	-2.343466e+00
1.102000e+01	-2.376302e+00	-2.375435e+00
1.104000e+01	-2.407835e+00	-2.407401e+00
1.106000e+01	-2.440389e+00	-2.439790e+00
1.108000e+01	-2.469889e+00	-2.472552e+00
1.110000e+01	-2.499390e+00	-2.505356e+00
1.112000e+01	-2.538045e+00	-2.538161e+00
1.114000e+01	-2.571108e+00	-2.570335e+00
1.116000e+01	-2.600607e+00	-2.602019e+00
1.118000e+01	-2.633668e+00	-2.633541e+00
1.120000e+01	-2.668763e+00	-2.664360e+00
1.122000e+01	-2.702843e+00	-2.695005e+00
1.124000e+01	-2.729797e+00	-2.726146e+00
1.126000e+01	-2.758790e+00	-2.756690e+00
1.128000e+01	-2.796427e+00	-2.787404e+00
1.130000e+01	-2.822877e+00	-2.818444e+00
1.132000e+01	-2.847290e+00	-2.849504e+00
1.134000e+01	-2.877805e+00	-2.880789e+00
1.136000e+01	-2.900695e+00	-2.912507e+00
1.138000e+01	-2.933757e+00	-2.944833e+00
1.140000e+01	-2.970378e+00	-2.977516e+00
1.142000e+01	-3.007508e+00	-3.010449e+00
1.144000e+01	-3.044637e+00	-3.043932e+00
1.146000e+01	-3.077697e+00	-3.078233e+00
1.148000e+01	-3.111778e+00	-3.112779e+00
1.150000e+01	-3.149922e+00	-3.147455e+00
1.152000e+01	-3.186543e+00	-3.182194e+00
1.154000e+01	-3.218587e+00	-3.217311e+00
1.156000e+01	-3.257752e+00	-3.252438e+00
1.158000e+01	-3.291322e+00	-3.286877e+00
1.160000e+01	-3.319297e+00	-3.320635e+00
1.162000e+01	-3.353372e+00	-3.353524e+00
1.164000e+01	-3.387962e+00	-3.385687e+00
1.166000e+01	-3.420513e+00	-3.417637e+00
1.168000e+01	-3.450522e+00	-3.448768e+00
1.170000e+01	-3.476970e+00	-3.479112e+00
1.172000e+01	-3.512063e+00	-3.508880e+00
1.174000e+01	-3.541055e+00	-3.538591e+00
1.176000e+01	-3.570048e+00	-3.568555e+00
1.178000e+01	-3.602092e+00	-3.598850e+00
1.180000e+01	-3.627523e+00	-3.629376e+00
1.182000e+01	-3.658040e+00	-3.660781e+00
1.184000e+01	-3.692625e+00	-3.692789e+00
1.186000e+01	-3.719583e+00	-3.724947e+00
1.188000e+01	-3.751118e+00	-3.758004e+00
1.190000e+01	-3.777060e+00	-3.791619e+00
1.192000e+01	-3.815207e+00	-3.825472e+00
1.194000e+01	-3.857930e+00	-3.859334e+00
1.196000e+01	-3.897602e+00	-3.892936e+00
1.198000e+01	-3.931678e+00	-3.926767e+00
1.200000e+01	-3.966777e+00	-3.960105e+00
1.202000e+01	-4.001875e+00	-3.993005e+00
1.204000e+01	-4.035438e+00	-4.025887e+00
1.206000e+01	-4.066467e+00	-4.058391e+00
1.208000e+01	-4.097495e+00	-4.090986e+00
1.210000e+01	-4.129537e+00	-4.124048e+00
1.212000e+01	-4.152932e+00	-4.156795e+00
1.214000e+01	-4.180907e+00	-4.189503e+00
1.216000e+01	-4.211933e+00	-4.221247e+00
1.218000e+01	-4.243978e+00	-4.252684e+00
1.220000e+01	-4.275512e+00	-4.284418e+00
1.222000e+01	-4.307048e+00	-4.316419e+00
1.224000e+01	-4.345703e+00	-4.348497e+00
1.226000e+01	-4.384867e+00	-4.380647e+00
1.228000e+01	-4.421488e+00	-4.412891e+00
1.230000e+01	-4.457093e+00	-4.445177e+00
1.232000e+01	-4.488118e+00	-4.477304e+00
1.234000e+01	-4.515077e+00	-4.509822e+00
1.236000e+01	-4.544575e+00	-4.542877e+00
1.238000e+01	-4.570517e+00	-4.575274e+00
1.240000e+01	-4.603068e+00	-4.607467e+00
1.242000e+01	-4.636638e+00	-4.639729e+00
1.244000e+01	-4.667662e+00	-4.671896e+00
1.246000e+01	-4.699198e+00	-4.703786e+00
1.248000e+01	-4.729717e+00	-4.735244e+00
1.250000e+01	-4.762267e+00	-4.766525e+00
1.252000e+01	-4.796347e+00	-4.798062e+00
1.254000e+01	-4.831952e+00	-4.829420e+00
1.256000e+01	-4.870603e+00	-4.861394e+00
1.258000e+01	-4.900617e+00	-4.893849e+00
1.260000e+01	-4.927572e+00	-4.926195e+00
1.262000e+01	-4.963685e+00	-4.958415e+00
1.264000e+01	-4.994710e+00	-4.990446e+00
1.266000e+01	-5.021667e+00	-5.022524e+00
1.268000e+01	-5.050152e+00	-5.054688e+00
1.270000e+01	-5.079652e+00	-5.086709e+00
1.272000e+01	-5.110677e+00	-5.118650e+00
1.274000e+01	-5.146282e+00	-5.150457e+00
1.276000e+01	-5.178833e+00	-5.181690e+00
1.278000e+01	-5.220537e+00	-5.212938e+00
1.280000e+01	-5.251567e+00	-5.244757e+00
1.282000e+01	-5.280048e+00	-5.277248e+00
1.284000e+01	-5.312603e+00	-5.310055e+00
1.286000e+01	-5.347188e+00	-5.343170e+00
1.288000e+01	-5.377705e+00	-5.376993e+00
1.290000e+01	-5.409242e+00	-5.411307e+00
1.292000e+01	-5.441287e+00	-5.445667e+00
1.294000e+01	-5.474853e+00	-5.480241e+00
1.296000e+01	-5.507917e+00	-5.515255e+00
1.298000e+01	-5.540465e+00	-5.550419e+00
1.300000e+01	-5.584207e+00	-5.585461e+00
1.302000e+01	-5.623372e+00	-5.620453e+00
1.304000e+01	-5.656942e+00	-5.655591e+00
1.306000e+01	-5.694580e+00	-5.690766e+00
1.308000e+01	-5.731708e+00	-5.725342e+00
1.310000e+01	-5.764770e+00	-5.760087e+00
1.312000e+01	-5.799865e+00	-5.795024e+00
1.314000e+01	-5.833945e+00	-5.829473e+00
1.316000e+01	-5.870055e+00	-5.863531e+00
1.318000e+01	-5.902610e+00	-5.897763e+00
1.320000e+01	-5.928548e+00	-5.932131e+00
1.322000e+01	-5.956523e+00	-5.966473e+00
1.324000e+01	-5.992635e+00	-6.000598e+00
1.326000e+01	-6.024678e+00	-6.035247e+00
1.328000e+01	-6.064858e+00	-6.069372e+00
1.330000e+01	-6.098428e+00	-6.103071e+00
1.332000e+01	-6.139630e+00	-6.136665e+00
1.334000e+01	-6.171670e+00	-6.170311e+00
1.336000e+01	-6.204223e+00	-6.203759e+00
1.338000e+01	-6.243898e+00	-6.237284e+00
1.340000e+01	-6.283570e+00	-6.270895e+00
1.342000e+01	-6.313070e+00	-6.304692e+00
1.344000e+01	-6.341552e+00	-6.338049e+00
1.346000e+01	-6.369018e+00	-6.370311e+00
1.348000e+01	-6.395467e+00	-6.401513e+00
1.350000e+01	-6.418865e+00	-6.431679e+00
1.352000e+01	-6.457010e+00	-6.460705e+00
1.354000e+01	-6.490073e+00	-6.489734e+00
1.356000e+01	-6.522622e+00	-6.518198e+00
1.358000e+01	-6.553138e+00	-6.546871e+00
1.360000e+01	-6.583657e+00	-6.575420e+00
1.362000e+01	-6.610615e+00	-6.603758e+00
1.364000e+01	-6.634520e+00	-6.632675e+00
1.366000e+01	-6.656393e+00	-6.662127e+00
1.368000e+01	-6.683350e+00	-6.691414e+00
1.370000e+01	-6.712342e+00	-6.720774e+00
1.372000e+01	-6.739808e+00	-6.749686e+00
1.374000e+01	-6.775412e+00	-6.778286e+00
1.376000e+01	-6.811525e+00	-6.806370e+00
1.378000e+01	-6.838992e+00	-6.834941e+00
1.380000e+01	-6.871032e+00	-6.863868e+00
1.382000e+01	-6.900533e+00	-6.893575e+00
1.384000e+01	-6.927998e+00	-6.924010e+00
1.386000e+01	-6.957500e+00	-6.955223e+00
1.388000e+01	-6.982422e+00	-6.986752e+00
1.390000e+01	-7.010905e+00	-7.018377e+00
1.392000e+01	-7.043458e+00	-7.050279e+00
1.394000e+01	-7.071432e+00	-7.082092e+00
1.396000e+01	-7.107543e+00	-7.113329e+00
1.398000e+01	-7.141620e+00	-7.143934e+00
1.400000e+01	-7.175700e+00	-7.174415e+00
1.402000e+01	-7.209777e+00	-7.205264e+00
1.404000e+01	-7.244873e+00	-7.235721e+00
1.406000e+01	-7.274373e+00	-7.265891e+00
1.408000e+01	-7.302857e+00	-7.295846e+00
1.410000e+01	-7.329812e+00	-7.325138e+00
1.412000e+01	-7.359823e+00	-7.354188e+00
1.414000e+01	-7.388305e+00	-7.382651e+00
1.416000e+01	-7.406105e+00	-7.410309e+00
1.418000e+01	-7.428997e+00	-7.437672e+00
1.420000e+01	-7.460023e+00	-7.464665e+00
1.422000e+01	-7.490032e+00	-7.491999e+00
1.424000e+01	-7.520550e+00	-7.519939e+00
1.426000e+01	-7.544963e+00	-7.548361e+00
1.428000e+01	-7.572938e+00	-7.577330e+00
1.430000e+01	-7.603963e+00	-7.606965e+00
1.432000e+01	-7.631937e+00	-7.636722e+00
1.434000e+01	-7.665507e+00	-7.666489e+00
1.436000e+01	-7.694498e+00	-7.696259e+00
1.438000e+01	-7.723490e+00	-7.726428e+00
1.440000e+01	-7.759602e+00	-7.756908e+00
1.442000e+01	-7.793682e+00	-7.786758e+00
1.444000e+01	-7.825727e+00	-7.816302e+00
1.446000e+01	-7.855223e+00	-7.845963e+00
1.448000e+01	-7.879128e+00	-7.875463e+00
1.450000e+01	-7.905070e+00	-7.905354e+00
1.452000e+01	-7.930502e+00	-7.935063e+00
1.454000e+01	-7.955933e+00	-7.963983e+00
1.456000e+01	-7.985940e+00	-7.992807e+00
1.458000e+01	-8.017987e+00	-8.021084e+00
1.460000e+01	-8.049522e+00	-8.049322e+00
1.462000e+01	-8.078003e+00	-8.077368e+00
1.464000e+01	-8.106487e+00	-8.105240e+00
1.466000e+01	-8.138020e+00	-8.133616e+00
1.468000e+01	-8.165998e+00	-8.162540e+00
1.470000e+01	-8.193460e+00	-8.191828e+00
1.472000e+01	-8.224997e+00	-8.221299e+00
1.474000e+01	-8.247375e+00	-8.250574e+00
1.476000e+01	-8.269755e+00	-8.279689e+00
1.478000e+01	-8.304338e+00	-8.307905e+00
1.480000e+01	-8.331300e+00	-8.335319e+00
1.482000e+01	-8.362833e+00	-8.362389e+00
1.484000e+01	-8.392843e+00	-8.388990e+00
1.486000e+01	-8.421835e+00	-8.415051e+00
1.488000e+01	-8.450318e+00	-8.440868e+00
1.490000e+01	-8.475240e+00	-8.466752e+00
1.492000e+01	-8.498128e+00	-8.492925e+00
1.494000e+01	-8.522033e+00	-8.519650e+00
1.496000e+01	-8.545938e+00	-8.546827e+00
1.498000e+01	-8.568318e+00	-8.574344e+00
1.500000e+01	-8.588663e+00	-8.601611e+00
1.502000e+01	-8.619182e+00	-8.628313e+00
1.504000e+01	-8.648173e+00	-8.655680e+00
1.506000e+01	-8.674113e+00	-8.683000e+00
1.508000e+01	-8.706155e+00	-8.710385e+00
1.510000e+01	-8.743287e+00	-8.738330e+00
1.512000e+01	-8.776347e+00	-8.766712e+00
1.514000e+01	-8.805848e+00	-8.795717e+00
1.516000e+01	-8.836365e+00	-8.825203e+00
1.518000e+01	-8.859253e+00	-8.854497e+00
1.520000e+01	-8.881122e+00	-8.883738e+00
1.522000e+01	-8.908590e+00	-8.912932e+00
1.524000e+01	-8.936557e+00	-8.942125e+00
1.526000e+01	-8.968608e+00	-8.970412e+00
1.528000e+01	-8.993018e+00	-8.998312e+00
1.530000e+01	-9.022518e+00	-9.025902e+00
1.532000e+01	-9.057110e+00	-9.052965e+00
1.534000e+01	-9.084587e+00	-9.080183e+00
1.536000e+01	-9.114062e+00	-9.108325e+00
1.538000e+01	-9.140522e+00	-9.136853e+00
1.540000e+01	-9.164433e+00	-9.166221e+00
1.542000e+01	-9.195967e+00	-9.196249e+00
1.544000e+01	-9.225457e+00	-9.226331e+00
1.546000e+01	-9.253432e+00	-9.256396e+00
1.548000e+01	-9.275820e+00	-9.286347e+00
1.550000e+01	-9.307863e+00	-9.316200e+00
1.552000e+01	-9.341938e+00	-9.346314e+00
1.554000e+01	-9.375508e+00	-9.375923e+00
1.556000e+01	-9.411102e+00	-9.405080e+00
1.558000e+01	-9.443155e+00	-9.434719e+00
1.560000e+01	-9.469602e+00	-9.464200e+00
1.562000e+01	-9.503682e+00	-9.493649e+00
1.564000e+01	-9.527580e+00	-9.523044e+00
1.566000e+01	-9.554535e+00	-9.552311e+00
1.568000e+01	-9.582515e+00	-9.581729e+00
1.570000e+01	-9.606928e+00	-9.611181e+00
1.572000e+01	-9.635918e+00	-9.640745e+00
1.574000e+01	-9.664427e+00	-9.669932e+00
1.576000e+01	-9.690858e+00	-9.698838e+00
1.578000e+01	-9.721885e+00	-9.727950e+00
1.580000e+01	-9.758005e+00	-9.757427e+00
1.582000e+01	-9.785970e+00	-9.787120e+00
1.584000e+01	-9.818512e+00	-9.817086e+00
1.586000e+01	-9.852097e+00	-9.847147e+00
1.588000e+01	-9.883612e+00	-9.877758e+00
1.590000e+01	-9.912120e+00	-9.908765e+00
1.592000e+01	-9.942628e+00	-9.940138e+00
1.594000e+01	-9.973653e+00	-9.972023e+00
1.596000e+01	-1.000111e+01	-1.000385e+01
1.598000e+01	-1.002808e+01	-1.003528e+01
1.600000e+01	-1.006215e+01	-1.006631e+01
1.602000e+01	-1.009215e+01	-1.009675e+01
1.604000e+01	-1.012014e+01	-1.012680e+01
1.606000e+01	-1.015522e+01	-1.015648e+01
1.608000e+01	-1.018931e+01	-1.018556e+01
1.610000e+01	-1.022186e+01	-1.021463e+01
1.612000e+01	-1.025594e+01	-1.024335e+01
1.614000e+01	-1.028188e+01	-1.027173e+01
1.616000e+01	-1.030782e+01	-1.029990e+01
1.618000e+01	-1.032866e+01	-1.032826e+01
1.620000e+01	-1.035055e+01	-1.035601e+01
1.622000e+01	-1.037952e+01	-1.038351e+01
1.624000e+01	-1.040701e+01	-1.041071e+01
1.626000e+01	-1.043396e+01	-1.043844e+01
1.628000e+01	-1.046040e+01	-1.046652e+01
1.630000e+01	-1.049346e+01	-1.049448e+01
1.632000e+01	-1.052400e+01	-1.052329e+01
1.634000e+01	-1.054891e+01	-1.055280e+01
1.636000e+01	-1.058197e+01	-1.058332e+01
1.638000e+01	-1.061605e+01	-1.061495e+01
1.640000e+01	-1.064605e+01	-1.064690e+01
1.642000e+01	-1.067098e+01	-1.067948e+01
1.644000e+01	-1.071165e+01	-1.071253e+01
1.646000e+01	-1.074575e+01	-1.074544e+01
1.648000e+01	-1.078136e+01	-1.077869e+01
1.650000e+01	-1.081135e+01	-1.081169e+01
1.652000e+01	-1.084136e+01	-1.084378e+01
1.654000e+01	-1.087799e+01	-1.087487e+01
1.656000e+01	-1.090698e+01	-1.090507e+01
1.658000e+01	-1.094004e+01	-1.093452e+01
1.660000e+01	-1.096750e+01	-1.096297e+01
1.662000e+01	-1.099548e+01	-1.099039e+01
1.664000e+01	-1.102904e+01	-1.101762e+01
1.666000e+01	-1.105601e+01	-1.104435e+01
1.668000e+01	-1.107533e+01	-1.107018e+01
1.670000e+01	-1.109873e+01	-1.109660e+01
1.672000e+01	-1.111603e+01	-1.112302e+01
1.674000e+01	-1.113690e+01	-1.114983e+01
1.676000e+01	-1.116535e+01	-1.117734e+01
1.678000e+01	-1.119333e+01	-1.120532e+01
1.680000e+01	-1.122691e+01	-1.123401e+01
1.682000e+01	-1.125793e+01	-1.126294e+01
1.684000e+01	-1.128692e+01	-1.129229e+01
1.686000e+01	-1.132607e+01	-1.132180e+01
1.688000e+01	-1.135609e+01	-1.135208e+01
1.690000e+01	-1.138866e+01	-1.138330e+01
1.692000e+01	-1.142324e+01	-1.141526e+01
1.694000e+01	-1.145070e+01	-1.144700e+01
1.696000e+01	-1.148479e+01	-1.147874e+01
1.698000e+01	-1.151785e+01	-1.151012e+01
1.700000e+01	-1.154073e+01	-1.154098e+01
1.702000e+01	-1.156565e+01	-1.157142e+01
1.704000e+01	-1.159415e+01	-1.160154e+01
1.706000e+01	-1.162465e+01	-1.163115e+01
1.708000e+01	-1.165873e+01	-1.166053e+01
1.710000e+01	-1.169433e+01	-1.168949e+01
1.712000e+01	-1.172077e+01	-1.171907e+01
1.714000e+01	-1.175030e+01	-1.174873e+01
1.716000e+01	-1.177673e+01	-1.177869e+01
1.718000e+01	-1.180930e+01	-1.180889e+01
1.720000e+01	-1.183980e+01	-1.183856e+01
1.722000e+01	-1.186627e+01	-1.186811e+01
1.724000e+01	-1.189320e+01	-1.189730e+01
1.726000e+01	-1.192322e+01	-1.192537e+01
1.728000e+01	-1.194917e+01	-1.195254e+01
1.730000e+01	-1.198425e+01	-1.197933e+01
1.732000e+01	-1.201375e+01	-1.200558e+01
1.734000e+01	-1.204425e+01	-1.203171e+01
1.736000e+01	-1.206817e+01	-1.205842e+01
1.738000e+01	-1.209108e+01	-1.208525e+01
1.740000e+01	-1.211038e+01	-1.211261e+01
1.742000e+01	-1.213125e+01	-1.213977e+01
1.744000e+01	-1.215667e+01	-1.216753e+01
1.746000e+01	-1.218158e+01	-1.219556e+01
1.748000e+01	-1.221163e+01	-1.222346e+01
1.750000e+01	-1.224567e+01	-1.225129e+01
1.752000e+01	-1.227873e+01	-1.227905e+01
1.754000e+01	-1.230672e+01	-1.230674e+01
1.756000e+01	-1.234080e+01	-1.233472e+01
1.758000e+01	-1.237540e+01	-1.236309e+01
1.760000e+01	-1.240337e+01	-1.239204e+01
1.762000e+01	-1.243033e+01	-1.242101e+01
1.764000e+01	-1.245218e+01	-1.245009e+01
1.766000e+01	-1.248170e+01	-1.247919e+01
1.768000e+01	-1.250408e+01	-1.250809e+01
1.770000e+01	-1.252948e+01	-1.253662e+01
1.772000e+01	-1.255748e+01	-1.256461e+01
1.774000e+01	-1.258493e+01	-1.259253e+01
1.776000e+01	-1.261597e+01	-1.262062e+01
1.778000e+01	-1.264395e+01	-1.264882e+01
1.780000e+01	-1.267752e+01	-1.267701e+01
1.782000e+01	-1.270702e+01	-1.270530e+01
1.784000e+01	-1.273602e+01	-1.273376e+01
1.786000e+01	-1.276855e+01	-1.276181e+01
1.788000e+01	-1.279805e+01	-1.278993e+01
1.790000e+01	-1.282197e+01	-1.281763e+01
1.792000e+01	-1.284587e+01	-1.284538e+01
1.794000e+01	-1.287383e+01	-1.287275e+01
1.796000e+01	-1.290282e+01	-1.289973e+01
1.798000e+01	-1.292777e+01	-1.292691e+01
1.800000e+01	-1.295268e+01	-1.295378e+01
1.802000e+01	-1.297862e+01	-1.298084e+01
1.804000e+01	-1.300100e+01	-1.300794e+01
1.806000e+01	-1.302743e+01	-1.303546e+01
1.808000e+01	-1.305592e+01	-1.306296e+01
1.810000e+01	-1.309103e+01	-1.309090e+01
1.812000e+01	-1.311850e+01	-1.311915e+01
1.814000e+01	-1.314800e+01	-1.314759e+01
1.816000e+01	-1.317750e+01	-1.317582e+01
1.818000e+01	-1.320648e+01	-1.320381e+01
1.820000e+01	-1.323802e+01	-1.323187e+01
1.822000e+01	-1.326140e+01	-1.325981e+01
1.824000e+01	-1.329193e+01	-1.328755e+01
1.826000e+01	-1.331838e+01	-1.331519e+01
1.828000e+01	-1.334382e+01	-1.334242e+01
1.830000e+01	-1.336873e+01	-1.336894e+01
1.832000e+01	-1.339822e+01	-1.339499e+01
1.834000e+01	-1.341908e+01	-1.342102e+01
1.836000e+01	-1.344553e+01	-1.344762e+01
1.838000e+01	-1.347250e+01	-1.347426e+01
1.840000e+01	-1.350047e+01	-1.350148e+01
1.842000e+01	-1.352793e+01	-1.352934e+01
1.844000e+01	-1.355337e+01	-1.355754e+01
1.846000e+01	-1.358388e+01	-1.358610e+01
1.848000e+01	-1.361235e+01	-1.361494e+01
1.850000e+01	-1.363828e+01	-1.364420e+01
1.852000e+01	-1.366985e+01	-1.367347e+01
1.854000e+01	-1.370343e+01	-1.370321e+01
1.856000e+01	-1.373800e+01	-1.373333e+01
1.858000e+01	-1.376852e+01	-1.376392e+01
1.860000e+01	-1.379802e+01	-1.379430e+01
1.862000e+01	-1.383057e+01	-1.382486e+01
1.864000e+01	-1.385705e+01	-1.385537e+01
1.866000e+01	-1.388143e+01	-1.388542e+01
1.868000e+01	-1.391042e+01	-1.391499e+01
