,row,colCount,min,max,sum,mean,median,std,sem,deltaF_over_f0,tifFile,tifPath
4,25,6.0,2.857379674911500,14.935420036315900,56.14784622192380,9.3579740524292,9.967191696166990,3.7093842029571500,1.6588871145133100,0.15848124027252200,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
5,26,6.0,3.6754000186920200,14.833752632141100,52.82127380371090,8.803545951843260,8.052019119262700,4.443965911865230,1.9874021360973200,0.08984518051147460,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
6,27,6.0,5.237205982208250,15.996702194213900,52.789085388183600,8.79818058013916,7.538627624511720,3.5946168899536100,1.607561545589920,0.08918096125125890,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
7,28,6.0,5.228579521179200,17.513399124145500,41.62747573852540,8.325494766235350,5.8114542961120600,4.6880927085876500,2.344046370109870,0.03066427633166310,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
8,29,6.0,4.050448894500730,18.62232208251950,42.007503509521500,8.401500701904300,5.898474216461180,5.243262767791750,2.621631493337120,0.040073517709970500,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
9,30,6.0,4.4977006912231400,11.075553894043000,35.1099853515625,7.021996974945070,6.552155494689940,2.2066426277160600,1.1033212756758400,-0.13070374727249100,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
10,31,6.0,4.579201698303220,8.977725982666020,33.835205078125,6.767041206359860,6.7610764503479,1.6195271015167200,0.8097635319788050,-0.16226628422737100,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
11,32,6.0,5.160316467285160,7.293835163116460,33.026710510253900,6.605341911315920,6.776952743530270,0.7645978331565860,0.3822989177484410,-0.18228404223918900,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
12,33,6.0,4.768302917480470,7.60781192779541,26.296436309814500,6.574109077453610,6.9601593017578100,1.0761197805404700,0.6212980679922150,-0.18615055084228500,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
13,34,6.0,5.364155292510990,12.212986946106000,35.7286262512207,8.932156562805180,9.0757417678833,3.0870611667633100,1.7823157078733200,0.1057666763663290,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
