,row,colCount,min,max,sum,mean,median,std,sem,deltaF_over_f0,tifFile,tifPath
0,0.0,6.0,3.579197406768800,6.750173568725590,30.755674362182600,5.125945568084720,4.783927917480470,1.0636590719223000,0.4756828273038280,-0.09826263785362240,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
1,1.0,6.0,3.548326253890990,8.806488990783690,37.784908294677700,6.297484874725340,6.461635589599610,1.8546451330184900,0.8294225331175530,0.1078302189707760,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
2,2.0,6.0,2.954716444015500,9.97756290435791,31.337936401367200,5.222989559173580,4.692304611206060,2.250528335571290,1.006466808511800,-0.08119101822376250,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
3,3.0,6.0,2.94059681892395,7.551839351654050,31.33472442626950,5.222454071044920,5.014308452606200,1.7229678630828900,0.7705346981592480,-0.08128522336483000,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
4,4.0,6.0,3.341632843017580,5.8296732902526900,25.259769439697300,4.209961414337160,3.5185608863830600,1.0887285470962500,0.48689424148293400,-0.2593991756439210,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
5,5.0,6.0,2.989316940307620,9.400469779968260,32.91775894165040,5.486293315887450,5.072473526000980,1.9387584924697900,0.8670390980034750,-0.034871600568294500,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
6,6.0,6.0,3.8007264137268100,6.524672985076900,30.210311889648400,5.0350518226623500,4.902523994445800,0.9045488834381100,0.40452653117258000,-0.11425232887268100,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
7,7.0,6.0,3.494962215423580,6.184671401977540,27.53969955444340,4.589950084686280,4.513603687286380,0.8488993644714360,0.3796393281757670,-0.19255298376083400,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
8,8.0,6.0,3.771752119064330,6.421464920043950,31.43849754333500,5.239749431610110,5.535623550415040,0.9683754444122310,0.4330706446982770,-0.07824268937110900,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
9,9.0,6.0,4.441370964050290,21.155179977417000,50.9254150390625,8.487568855285650,5.910163879394530,5.824207305908200,2.6046646308143300,0.49310168623924300,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
10,10.0,6.0,3.557438373565670,7.176593780517580,25.574949264526400,5.114989757537840,4.226213455200200,1.5475126504898100,0.7737563227977140,-0.1001899465918540,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
11,11.0,6.0,2.683199644088750,6.955502986907960,24.436664581298800,4.887332916259770,4.4622955322265600,1.4654033184051500,0.7327017266562950,-0.14023849368095400,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
12,12.0,6.0,2.547578811645510,7.8977742195129400,26.831546783447300,5.36630916595459,5.367010593414310,1.8249480724334700,0.9124740416452280,-0.055978767573833500,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
13,13.0,6.0,3.9724624156951900,8.465937614440920,27.960323333740200,5.59206485748291,5.418415069580080,1.6321059465408300,0.816052985133926,-0.01626466028392320,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
14,14.0,6.0,4.3401875495910600,11.289860725402800,35.51895523071290,7.103791236877440,6.0294318199157700,2.445404291152950,1.2227021452988100,0.24967265129089400,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
15,15.0,6.0,3.890850067138670,7.479814052581790,24.09466552734380,6.0236663818359400,6.362001419067380,1.4686723947525000,0.8479383964072510,0.059661079198122000,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
16,16.0,6.0,4.505536079406740,7.890966892242430,23.572288513183600,5.893072128295900,5.587892532348630,1.2803479433059700,0.739209244715039,0.036687422543764100,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
17,17.0,6.0,3.7497377395629900,6.607763290405270,19.844276428222700,4.961069107055660,4.743388652801510,1.1820666790008500,0.68246649596941,-0.12726709246635400,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
18,18.0,6.0,5.743470668792730,8.063512802124020,27.88536262512210,6.971340656280520,7.039189338684080,0.8603246212005620,0.49670865597554300,0.22637243568897200,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
19,19.0,6.0,4.325255870819090,8.643789291381840,23.69832420349120,5.924581050872800,5.3646392822265600,1.667245864868160,0.9625848209143280,0.042230356484651600,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
20,20.0,6.0,4.409729480743410,14.304986953735400,30.69078826904300,7.672697067260740,5.988036632537840,3.9798855781555200,2.2977879994607700,0.3497524559497830,san4-top-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
0,21,6.0,4.596521377563480,8.083222389221190,31.26828956604000,6.253657817840580,5.744980335235600,1.3772534132003800,0.6886267281512740,-0.22582118213176700,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
1,22,6.0,4.739570617675780,12.309310913085900,49.027366638183600,8.17122745513916,7.239712238311770,3.0531840324401900,1.365425367522170,0.01156657561659810,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
2,23,6.0,5.263271331787110,21.195919036865200,61.49143981933590,10.248573303222700,8.760932922363280,5.168183326721190,2.311281919012770,0.26873400807380700,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
3,24,6.0,6.072544097900390,11.10244369506840,38.50178909301760,7.700357913970950,6.4786200523376500,1.909740686416630,0.9548703277517600,-0.04672526568174360,san4-bottom-hcn4_big_3d_edt_cs320_heatmap.tif,/Users/nathan/Desktop/RowStats_py
