# Analysis start time: 				19969.760000000002 ms
# Analysis stop time:				25038.879999999997 ms
# Upper limit for maxima:			50.0 mV
# Lower limit for maxima:			-10.0 mV
# Upper limit for minima:			-50.0 mV
# Lower limit for minima:			-90.0 mV
# Maximum peak half width:			250.0 ms
# Minimum peak amplitude:			50.0 mV
# Running average window size:		25
# Window multiplier for derivative:	1.0
# Window multiplier for maxima:		4.0
# Window multiplier for minima:		16.0
# Time (ms)	Averaged signal (mV)	Filtered average (mV)
-1.859400e+02	-9.269964e+00	-9.281476e+00
-1.859200e+02	-9.278368e+00	-9.287260e+00
-1.859000e+02	-9.289804e+00	-9.294116e+00
-1.858800e+02	-9.302259e+00	-9.301981e+00
-1.858600e+02	-9.313207e+00	-9.310804e+00
-1.858400e+02	-9.324776e+00	-9.320631e+00
-1.858200e+02	-9.333804e+00	-9.331222e+00
-1.858000e+02	-9.343716e+00	-9.342615e+00
-1.857800e+02	-9.352618e+00	-9.354459e+00
-1.857600e+02	-9.365335e+00	-9.366472e+00
-1.857400e+02	-9.380462e+00	-9.378621e+00
-1.857200e+02	-9.394588e+00	-9.390699e+00
-1.857000e+02	-9.405136e+00	-9.402486e+00
-1.856800e+02	-9.415945e+00	-9.413678e+00
-1.856600e+02	-9.427003e+00	-9.424738e+00
-1.856400e+02	-9.438575e+00	-9.436060e+00
-1.856200e+02	-9.450275e+00	-9.447731e+00
-1.856000e+02	-9.459690e+00	-9.459580e+00
-1.855800e+02	-9.471131e+00	-9.471743e+00
-1.855600e+02	-9.479520e+00	-9.484095e+00
-1.855400e+02	-9.490974e+00	-9.496283e+00
-1.855200e+02	-9.505071e+00	-9.508294e+00
-1.855000e+02	-9.517546e+00	-9.520444e+00
-1.854800e+02	-9.530640e+00	-9.532850e+00
-1.854600e+02	-9.544374e+00	-9.545624e+00
-1.854400e+02	-9.560260e+00	-9.558423e+00
-1.854200e+02	-9.575656e+00	-9.571091e+00
-1.854000e+02	-9.587478e+00	-9.583612e+00
-1.853800e+02	-9.598789e+00	-9.595963e+00
-1.853600e+02	-9.611387e+00	-9.608253e+00
-1.853400e+02	-9.621934e+00	-9.620437e+00
-1.853200e+02	-9.630465e+00	-9.632423e+00
-1.853000e+02	-9.644456e+00	-9.644031e+00
-1.852800e+02	-9.657157e+00	-9.655370e+00
-1.852600e+02	-9.667708e+00	-9.666788e+00
-1.852400e+02	-9.679030e+00	-9.678101e+00
-1.852200e+02	-9.687803e+00	-9.689380e+00
-1.852000e+02	-9.697985e+00	-9.700935e+00
-1.851800e+02	-9.710435e+00	-9.712709e+00
-1.851600e+02	-9.723407e+00	-9.725120e+00
-1.851400e+02	-9.737778e+00	-9.738046e+00
-1.851200e+02	-9.751132e+00	-9.751377e+00
-1.851000e+02	-9.762447e+00	-9.765174e+00
-1.850800e+02	-9.776944e+00	-9.779040e+00
-1.850600e+02	-9.791308e+00	-9.792698e+00
-1.850400e+02	-9.806944e+00	-9.806672e+00
-1.850200e+02	-9.820301e+00	-9.820768e+00
-1.850000e+02	-9.836077e+00	-9.835057e+00
-1.849800e+02	-9.852728e+00	-9.849658e+00
-1.849600e+02	-9.865955e+00	-9.863993e+00
-1.849400e+02	-9.884141e+00	-9.878272e+00
-1.849200e+02	-9.897108e+00	-9.892610e+00
-1.849000e+02	-9.908553e+00	-9.906937e+00
-1.848800e+02	-9.920243e+00	-9.921467e+00
-1.848600e+02	-9.931311e+00	-9.936109e+00
-1.848400e+02	-9.946445e+00	-9.950781e+00
-1.848200e+02	-9.964115e+00	-9.965748e+00
-1.848000e+02	-9.978998e+00	-9.980844e+00
-1.847800e+02	-9.996923e+00	-9.996029e+00
-1.847600e+02	-1.001192e+01	-1.001159e+01
-1.847400e+02	-1.002465e+01	-1.002740e+01
-1.847200e+02	-1.004359e+01	-1.004360e+01
-1.847000e+02	-1.005999e+01	-1.005994e+01
-1.846800e+02	-1.007626e+01	-1.007676e+01
-1.846600e+02	-1.009446e+01	-1.009368e+01
-1.846400e+02	-1.011110e+01	-1.011050e+01
-1.846200e+02	-1.012866e+01	-1.012713e+01
-1.846000e+02	-1.014519e+01	-1.014354e+01
-1.845800e+02	-1.015968e+01	-1.015978e+01
-1.845600e+02	-1.017659e+01	-1.017619e+01
-1.845400e+02	-1.019643e+01	-1.019256e+01
-1.845200e+02	-1.020901e+01	-1.020912e+01
-1.845000e+02	-1.022555e+01	-1.022564e+01
-1.844800e+02	-1.024081e+01	-1.024190e+01
-1.844600e+02	-1.025658e+01	-1.025818e+01
-1.844400e+02	-1.027170e+01	-1.027433e+01
-1.844200e+02	-1.028798e+01	-1.029020e+01
-1.844000e+02	-1.030490e+01	-1.030602e+01
-1.843800e+02	-1.032270e+01	-1.032175e+01
-1.843600e+02	-1.033834e+01	-1.033750e+01
-1.843400e+02	-1.035677e+01	-1.035345e+01
-1.843200e+02	-1.037178e+01	-1.036914e+01
-1.843000e+02	-1.038754e+01	-1.038481e+01
-1.842800e+02	-1.040166e+01	-1.040071e+01
-1.842600e+02	-1.041616e+01	-1.041634e+01
-1.842400e+02	-1.043027e+01	-1.043209e+01
-1.842200e+02	-1.044540e+01	-1.044774e+01
-1.842000e+02	-1.046053e+01	-1.046341e+01
-1.841800e+02	-1.047822e+01	-1.047905e+01
-1.841600e+02	-1.049513e+01	-1.049473e+01
-1.841400e+02	-1.051203e+01	-1.051047e+01
-1.841200e+02	-1.052882e+01	-1.052648e+01
-1.841000e+02	-1.054129e+01	-1.054273e+01
-1.840800e+02	-1.055908e+01	-1.055936e+01
-1.840600e+02	-1.057561e+01	-1.057615e+01
-1.840400e+02	-1.059227e+01	-1.059319e+01
-1.840200e+02	-1.061045e+01	-1.061045e+01
-1.840000e+02	-1.062621e+01	-1.062760e+01
-1.839800e+02	-1.064440e+01	-1.064483e+01
-1.839600e+02	-1.066170e+01	-1.066207e+01
-1.839400e+02	-1.067925e+01	-1.067915e+01
-1.839200e+02	-1.069717e+01	-1.069636e+01
-1.839000e+02	-1.071625e+01	-1.071380e+01
-1.838800e+02	-1.073392e+01	-1.073137e+01
-1.838600e+02	-1.075045e+01	-1.074924e+01
-1.838400e+02	-1.076761e+01	-1.076698e+01
-1.838200e+02	-1.078593e+01	-1.078505e+01
-1.838000e+02	-1.080310e+01	-1.080335e+01
-1.837800e+02	-1.081848e+01	-1.082192e+01
-1.837600e+02	-1.083946e+01	-1.084074e+01
-1.837400e+02	-1.085650e+01	-1.085982e+01
-1.837200e+02	-1.087519e+01	-1.087905e+01
-1.837000e+02	-1.089720e+01	-1.089850e+01
-1.836800e+02	-1.091792e+01	-1.091804e+01
-1.836600e+02	-1.093699e+01	-1.093758e+01
-1.836400e+02	-1.095874e+01	-1.095731e+01
-1.836200e+02	-1.097819e+01	-1.097710e+01
-1.836000e+02	-1.099993e+01	-1.099680e+01
-1.835800e+02	-1.101901e+01	-1.101647e+01
-1.835600e+02	-1.103847e+01	-1.103593e+01
-1.835400e+02	-1.105665e+01	-1.105534e+01
-1.835200e+02	-1.107648e+01	-1.107428e+01
-1.835000e+02	-1.109275e+01	-1.109321e+01
-1.834800e+02	-1.111234e+01	-1.111191e+01
-1.834600e+02	-1.112938e+01	-1.113019e+01
-1.834400e+02	-1.114782e+01	-1.114873e+01
-1.834200e+02	-1.116804e+01	-1.116730e+01
-1.834000e+02	-1.118622e+01	-1.118601e+01
-1.833800e+02	-1.120490e+01	-1.120522e+01
-1.833600e+02	-1.122398e+01	-1.122477e+01
-1.833400e+02	-1.124217e+01	-1.124479e+01
-1.833200e+02	-1.126404e+01	-1.126522e+01
-1.833000e+02	-1.128209e+01	-1.128593e+01
-1.832800e+02	-1.130461e+01	-1.130673e+01
-1.832600e+02	-1.132545e+01	-1.132794e+01
-1.832400e+02	-1.134631e+01	-1.134913e+01
-1.832200e+02	-1.137290e+01	-1.137051e+01
-1.832000e+02	-1.139335e+01	-1.139198e+01
-1.831800e+02	-1.141777e+01	-1.141365e+01
-1.831600e+02	-1.144029e+01	-1.143550e+01
-1.831400e+02	-1.145985e+01	-1.145739e+01
-1.831200e+02	-1.148007e+01	-1.147913e+01
-1.831000e+02	-1.150068e+01	-1.150083e+01
-1.830800e+02	-1.151963e+01	-1.152232e+01
-1.830600e+02	-1.154086e+01	-1.154379e+01
-1.830400e+02	-1.156438e+01	-1.156469e+01
-1.830200e+02	-1.158434e+01	-1.158559e+01
-1.830000e+02	-1.160711e+01	-1.160642e+01
-1.829800e+02	-1.163000e+01	-1.162709e+01
-1.829600e+02	-1.165123e+01	-1.164812e+01
-1.829400e+02	-1.167056e+01	-1.166946e+01
-1.829200e+02	-1.169141e+01	-1.169110e+01
-1.829000e+02	-1.171112e+01	-1.171312e+01
-1.828800e+02	-1.173388e+01	-1.173491e+01
-1.828600e+02	-1.175423e+01	-1.175699e+01
-1.828400e+02	-1.177559e+01	-1.177918e+01
-1.828200e+02	-1.179670e+01	-1.180126e+01
-1.828000e+02	-1.182365e+01	-1.182339e+01
-1.827800e+02	-1.184653e+01	-1.184578e+01
-1.827600e+02	-1.186930e+01	-1.186799e+01
-1.827400e+02	-1.189385e+01	-1.189037e+01
-1.827200e+02	-1.191725e+01	-1.191279e+01
-1.827000e+02	-1.193581e+01	-1.193519e+01
-1.826800e+02	-1.195805e+01	-1.195763e+01
-1.826600e+02	-1.197763e+01	-1.197984e+01
-1.826400e+02	-1.200485e+01	-1.200191e+01
-1.826200e+02	-1.202417e+01	-1.202410e+01
-1.826000e+02	-1.204555e+01	-1.204603e+01
-1.825800e+02	-1.206805e+01	-1.206795e+01
-1.825600e+02	-1.208979e+01	-1.208971e+01
-1.825400e+02	-1.211002e+01	-1.211191e+01
-1.825200e+02	-1.213403e+01	-1.213438e+01
-1.825000e+02	-1.215503e+01	-1.215713e+01
-1.824800e+02	-1.217880e+01	-1.218008e+01
-1.824600e+02	-1.220284e+01	-1.220332e+01
-1.824400e+02	-1.222331e+01	-1.222634e+01
-1.824200e+02	-1.224924e+01	-1.224947e+01
-1.824000e+02	-1.227290e+01	-1.227231e+01
-1.823800e+02	-1.229477e+01	-1.229565e+01
-1.823600e+02	-1.232096e+01	-1.231905e+01
-1.823400e+02	-1.234410e+01	-1.234241e+01
-1.823200e+02	-1.236928e+01	-1.236559e+01
-1.823000e+02	-1.239141e+01	-1.238889e+01
-1.822800e+02	-1.241251e+01	-1.241191e+01
-1.822600e+02	-1.243260e+01	-1.243488e+01
-1.822400e+02	-1.245601e+01	-1.245757e+01
-1.822200e+02	-1.247737e+01	-1.248007e+01
-1.822000e+02	-1.250178e+01	-1.250234e+01
-1.821800e+02	-1.252391e+01	-1.252411e+01
-1.821600e+02	-1.254985e+01	-1.254602e+01
-1.821400e+02	-1.257057e+01	-1.256811e+01
-1.821200e+02	-1.259028e+01	-1.258984e+01
-1.821000e+02	-1.261178e+01	-1.261160e+01
-1.820800e+02	-1.263656e+01	-1.263354e+01
-1.820600e+02	-1.265500e+01	-1.265570e+01
-1.820400e+02	-1.267713e+01	-1.267805e+01
-1.820200e+02	-1.269836e+01	-1.270022e+01
-1.820000e+02	-1.271998e+01	-1.272251e+01
-1.819800e+02	-1.274250e+01	-1.274506e+01
-1.819600e+02	-1.276715e+01	-1.276777e+01
-1.819400e+02	-1.279361e+01	-1.279111e+01
-1.819200e+02	-1.281548e+01	-1.281467e+01
-1.819000e+02	-1.283480e+01	-1.283879e+01
-1.818800e+02	-1.286139e+01	-1.286298e+01
-1.818600e+02	-1.288783e+01	-1.288735e+01
-1.818400e+02	-1.291046e+01	-1.291181e+01
-1.818200e+02	-1.293539e+01	-1.293653e+01
-1.818000e+02	-1.295878e+01	-1.296102e+01
-1.817800e+02	-1.298853e+01	-1.298565e+01
-1.817600e+02	-1.301244e+01	-1.301000e+01
-1.817400e+02	-1.303787e+01	-1.303418e+01
-1.817200e+02	-1.306304e+01	-1.305811e+01
-1.817000e+02	-1.308314e+01	-1.308223e+01
-1.816800e+02	-1.310704e+01	-1.310660e+01
-1.816600e+02	-1.312968e+01	-1.313089e+01
-1.816400e+02	-1.315536e+01	-1.315510e+01
-1.816200e+02	-1.317724e+01	-1.317945e+01
-1.816000e+02	-1.320089e+01	-1.320387e+01
-1.815800e+02	-1.322505e+01	-1.322779e+01
-1.815600e+02	-1.325061e+01	-1.325171e+01
-1.815400e+02	-1.327260e+01	-1.327540e+01
-1.815200e+02	-1.329955e+01	-1.329939e+01
-1.815000e+02	-1.332537e+01	-1.332370e+01
-1.814800e+02	-1.335360e+01	-1.334828e+01
-1.814600e+02	-1.337661e+01	-1.337340e+01
-1.814400e+02	-1.340091e+01	-1.339853e+01
-1.814200e+02	-1.342607e+01	-1.342378e+01
-1.814000e+02	-1.344630e+01	-1.344915e+01
-1.813800e+02	-1.346868e+01	-1.347482e+01
-1.813600e+02	-1.349208e+01	-1.350014e+01
-1.813400e+02	-1.352259e+01	-1.352517e+01
-1.813200e+02	-1.354790e+01	-1.355012e+01
-1.813000e+02	-1.357650e+01	-1.357511e+01
-1.812800e+02	-1.360499e+01	-1.359981e+01
-1.812600e+02	-1.362877e+01	-1.362459e+01
-1.812400e+02	-1.365496e+01	-1.364943e+01
-1.812200e+02	-1.367657e+01	-1.367437e+01
-1.812000e+02	-1.369998e+01	-1.369916e+01
-1.811800e+02	-1.372414e+01	-1.372390e+01
-1.811600e+02	-1.374576e+01	-1.374839e+01
-1.811400e+02	-1.376585e+01	-1.377218e+01
-1.811200e+02	-1.379179e+01	-1.379512e+01
-1.811000e+02	-1.381861e+01	-1.381747e+01
-1.810800e+02	-1.384264e+01	-1.383974e+01
-1.810600e+02	-1.386516e+01	-1.386192e+01
-1.810400e+02	-1.388906e+01	-1.388431e+01
-1.810200e+02	-1.391093e+01	-1.390698e+01
-1.810000e+02	-1.393153e+01	-1.392973e+01
-1.809800e+02	-1.395390e+01	-1.395266e+01
-1.809600e+02	-1.397476e+01	-1.397569e+01
-1.809400e+02	-1.399345e+01	-1.399896e+01
-1.809200e+02	-1.401558e+01	-1.402264e+01
-1.809000e+02	-1.403948e+01	-1.404642e+01
-1.808800e+02	-1.406796e+01	-1.407013e+01
-1.808600e+02	-1.409429e+01	-1.409431e+01
-1.808400e+02	-1.412138e+01	-1.411883e+01
-1.808200e+02	-1.414579e+01	-1.414365e+01
-1.808000e+02	-1.416982e+01	-1.416870e+01
-1.807800e+02	-1.419487e+01	-1.419414e+01
-1.807600e+02	-1.422018e+01	-1.421987e+01
-1.807400e+02	-1.424802e+01	-1.424569e+01
-1.807200e+02	-1.427358e+01	-1.427165e+01
-1.807000e+02	-1.429876e+01	-1.429750e+01
-1.806800e+02	-1.432215e+01	-1.432318e+01
-1.806600e+02	-1.434758e+01	-1.434862e+01
-1.806400e+02	-1.437403e+01	-1.437402e+01
-1.806200e+02	-1.439705e+01	-1.439955e+01
-1.806000e+02	-1.442414e+01	-1.442517e+01
-1.805800e+02	-1.445058e+01	-1.445098e+01
-1.805600e+02	-1.447741e+01	-1.447671e+01
-1.805400e+02	-1.450284e+01	-1.450219e+01
-1.805200e+02	-1.452764e+01	-1.452767e+01
-1.805000e+02	-1.455307e+01	-1.455303e+01
-1.804800e+02	-1.457876e+01	-1.457850e+01
-1.804600e+02	-1.460571e+01	-1.460375e+01
-1.804400e+02	-1.462999e+01	-1.462891e+01
-1.804200e+02	-1.465631e+01	-1.465406e+01
-1.804000e+02	-1.468035e+01	-1.467940e+01
-1.803800e+02	-1.470566e+01	-1.470512e+01
-1.803600e+02	-1.473020e+01	-1.473096e+01
-1.803400e+02	-1.475373e+01	-1.475680e+01
-1.803200e+02	-1.477877e+01	-1.478275e+01
-1.803000e+02	-1.480623e+01	-1.480847e+01
-1.802800e+02	-1.483027e+01	-1.483379e+01
-1.802600e+02	-1.485634e+01	-1.485900e+01
-1.802400e+02	-1.488190e+01	-1.488390e+01
-1.802200e+02	-1.491190e+01	-1.490862e+01
-1.802000e+02	-1.494103e+01	-1.493344e+01
-1.801800e+02	-1.496709e+01	-1.495821e+01
-1.801600e+02	-1.499137e+01	-1.498314e+01
-1.801400e+02	-1.501211e+01	-1.500813e+01
-1.801200e+02	-1.503131e+01	-1.503332e+01
-1.801000e+02	-1.505483e+01	-1.505869e+01
-1.800800e+02	-1.507505e+01	-1.508394e+01
-1.800600e+02	-1.510124e+01	-1.510919e+01
-1.800400e+02	-1.513061e+01	-1.513459e+01
-1.800200e+02	-1.515490e+01	-1.515979e+01
-1.800000e+02	-1.518415e+01	-1.518504e+01
-1.799800e+02	-1.521288e+01	-1.521032e+01
-1.799600e+02	-1.523971e+01	-1.523598e+01
-1.799400e+02	-1.526718e+01	-1.526202e+01
-1.799200e+02	-1.529364e+01	-1.528839e+01
-1.799000e+02	-1.531969e+01	-1.531522e+01
-1.798800e+02	-1.534437e+01	-1.534219e+01
-1.798600e+02	-1.536763e+01	-1.536903e+01
-1.798400e+02	-1.539383e+01	-1.539602e+01
-1.798200e+02	-1.541939e+01	-1.542286e+01
-1.798000e+02	-1.544507e+01	-1.544953e+01
-1.797800e+02	-1.547381e+01	-1.547641e+01
-1.797600e+02	-1.550089e+01	-1.550310e+01
-1.797400e+02	-1.552874e+01	-1.553010e+01
-1.797200e+02	-1.555658e+01	-1.555735e+01
-1.797000e+02	-1.558647e+01	-1.558478e+01
-1.796800e+02	-1.561609e+01	-1.561252e+01
-1.796600e+02	-1.564280e+01	-1.564043e+01
-1.796400e+02	-1.566976e+01	-1.566833e+01
-1.796200e+02	-1.569760e+01	-1.569623e+01
-1.796000e+02	-1.572329e+01	-1.572399e+01
-1.795800e+02	-1.574783e+01	-1.575145e+01
-1.795600e+02	-1.577734e+01	-1.577853e+01
-1.795400e+02	-1.580455e+01	-1.580504e+01
-1.795200e+02	-1.583367e+01	-1.583146e+01
-1.795000e+02	-1.585961e+01	-1.585762e+01
-1.794800e+02	-1.588669e+01	-1.588362e+01
-1.794600e+02	-1.591302e+01	-1.590973e+01
-1.794400e+02	-1.593730e+01	-1.593601e+01
-1.794200e+02	-1.596223e+01	-1.596233e+01
-1.794000e+02	-1.598917e+01	-1.598868e+01
-1.793800e+02	-1.601359e+01	-1.601516e+01
-1.793600e+02	-1.603622e+01	-1.604171e+01
-1.793400e+02	-1.606319e+01	-1.606819e+01
-1.793200e+02	-1.609052e+01	-1.609456e+01
-1.793000e+02	-1.612142e+01	-1.612125e+01
-1.792800e+02	-1.614850e+01	-1.614806e+01
-1.792600e+02	-1.617724e+01	-1.617518e+01
-1.792400e+02	-1.620598e+01	-1.620227e+01
-1.792200e+02	-1.623051e+01	-1.622949e+01
-1.792000e+02	-1.625620e+01	-1.625673e+01
-1.791800e+02	-1.628469e+01	-1.628390e+01
-1.791600e+02	-1.631177e+01	-1.631111e+01
-1.791400e+02	-1.633720e+01	-1.633840e+01
-1.791200e+02	-1.636455e+01	-1.636535e+01
-1.791000e+02	-1.639240e+01	-1.639177e+01
-1.790800e+02	-1.641960e+01	-1.641798e+01
-1.790600e+02	-1.644439e+01	-1.644383e+01
-1.790400e+02	-1.647021e+01	-1.646961e+01
-1.790200e+02	-1.649488e+01	-1.649542e+01
-1.790000e+02	-1.652209e+01	-1.652154e+01
-1.789800e+02	-1.654816e+01	-1.654779e+01
-1.789600e+02	-1.657524e+01	-1.657395e+01
-1.789400e+02	-1.660118e+01	-1.659991e+01
-1.789200e+02	-1.662458e+01	-1.662615e+01
-1.789000e+02	-1.664785e+01	-1.665223e+01
-1.788800e+02	-1.667493e+01	-1.667804e+01
-1.788600e+02	-1.670202e+01	-1.670372e+01
-1.788400e+02	-1.672770e+01	-1.672946e+01
-1.788200e+02	-1.675669e+01	-1.675528e+01
-1.788000e+02	-1.678633e+01	-1.678106e+01
-1.787800e+02	-1.681213e+01	-1.680686e+01
-1.787600e+02	-1.683463e+01	-1.683263e+01
-1.787400e+02	-1.685982e+01	-1.685841e+01
-1.787200e+02	-1.688411e+01	-1.688448e+01
-1.787000e+02	-1.691094e+01	-1.691081e+01
-1.786800e+02	-1.693191e+01	-1.693728e+01
-1.786600e+02	-1.695875e+01	-1.696367e+01
-1.786400e+02	-1.698647e+01	-1.698963e+01
-1.786200e+02	-1.701457e+01	-1.701551e+01
-1.786000e+02	-1.704165e+01	-1.704150e+01
-1.785800e+02	-1.706848e+01	-1.706735e+01
-1.785600e+02	-1.709532e+01	-1.709326e+01
-1.785400e+02	-1.712215e+01	-1.711960e+01
-1.785200e+02	-1.714885e+01	-1.714604e+01
-1.785000e+02	-1.717770e+01	-1.717267e+01
-1.784800e+02	-1.720110e+01	-1.719932e+01
-1.784600e+02	-1.722515e+01	-1.722614e+01
-1.784400e+02	-1.724943e+01	-1.725297e+01
-1.784200e+02	-1.727409e+01	-1.727949e+01
-1.784000e+02	-1.730322e+01	-1.730601e+01
-1.783800e+02	-1.733119e+01	-1.733263e+01
-1.783600e+02	-1.735624e+01	-1.735914e+01
-1.783400e+02	-1.738472e+01	-1.738550e+01
-1.783200e+02	-1.741435e+01	-1.741175e+01
-1.783000e+02	-1.744055e+01	-1.743808e+01
-1.782800e+02	-1.746966e+01	-1.746454e+01
-1.782600e+02	-1.749268e+01	-1.749096e+01
-1.782400e+02	-1.752015e+01	-1.751760e+01
-1.782200e+02	-1.754290e+01	-1.754413e+01
-1.782000e+02	-1.756998e+01	-1.757023e+01
-1.781800e+02	-1.759517e+01	-1.759612e+01
-1.781600e+02	-1.761982e+01	-1.762152e+01
-1.781400e+02	-1.764285e+01	-1.764673e+01
-1.781200e+02	-1.766992e+01	-1.767183e+01
-1.781000e+02	-1.769753e+01	-1.769651e+01
-1.780800e+02	-1.772512e+01	-1.772124e+01
-1.780600e+02	-1.774978e+01	-1.774593e+01
-1.780400e+02	-1.777279e+01	-1.777052e+01
-1.780200e+02	-1.779836e+01	-1.779541e+01
-1.780000e+02	-1.782163e+01	-1.782055e+01
-1.779800e+02	-1.784402e+01	-1.784597e+01
-1.779600e+02	-1.787109e+01	-1.787154e+01
-1.779400e+02	-1.789374e+01	-1.789740e+01
-1.779200e+02	-1.792019e+01	-1.792357e+01
-1.779000e+02	-1.794738e+01	-1.795000e+01
-1.778800e+02	-1.797294e+01	-1.797644e+01
-1.778600e+02	-1.800206e+01	-1.800349e+01
-1.778400e+02	-1.802774e+01	-1.803114e+01
-1.778200e+02	-1.805828e+01	-1.805921e+01
-1.778000e+02	-1.808941e+01	-1.808751e+01
-1.777800e+02	-1.811905e+01	-1.811580e+01
-1.777600e+02	-1.814409e+01	-1.814411e+01
-1.777400e+02	-1.817334e+01	-1.817228e+01
-1.777200e+02	-1.820030e+01	-1.820031e+01
-1.777000e+02	-1.822954e+01	-1.822833e+01
-1.776800e+02	-1.825702e+01	-1.825580e+01
-1.776600e+02	-1.828474e+01	-1.828285e+01
-1.776400e+02	-1.831488e+01	-1.830961e+01
-1.776200e+02	-1.833839e+01	-1.833588e+01
-1.776000e+02	-1.836129e+01	-1.836205e+01
-1.775800e+02	-1.838697e+01	-1.838767e+01
-1.775600e+02	-1.841176e+01	-1.841329e+01
-1.775400e+02	-1.843784e+01	-1.843897e+01
-1.775200e+02	-1.846467e+01	-1.846468e+01
-1.775000e+02	-1.849124e+01	-1.849002e+01
-1.774800e+02	-1.851425e+01	-1.851542e+01
-1.774600e+02	-1.853803e+01	-1.854081e+01
-1.774400e+02	-1.856448e+01	-1.856634e+01
-1.774200e+02	-1.859194e+01	-1.859212e+01
-1.774000e+02	-1.861814e+01	-1.861828e+01
-1.773800e+02	-1.864560e+01	-1.864468e+01
-1.773600e+02	-1.867002e+01	-1.867120e+01
-1.773400e+02	-1.869864e+01	-1.869770e+01
-1.773200e+02	-1.872343e+01	-1.872430e+01
-1.773000e+02	-1.874910e+01	-1.875088e+01
-1.772800e+02	-1.877530e+01	-1.877741e+01
-1.772600e+02	-1.880391e+01	-1.880374e+01
-1.772400e+02	-1.883099e+01	-1.882984e+01
-1.772200e+02	-1.885783e+01	-1.885565e+01
-1.772000e+02	-1.888530e+01	-1.888126e+01
-1.771800e+02	-1.891009e+01	-1.890675e+01
-1.771600e+02	-1.893272e+01	-1.893238e+01
-1.771400e+02	-1.896121e+01	-1.895800e+01
-1.771200e+02	-1.898524e+01	-1.898379e+01
-1.771000e+02	-1.900966e+01	-1.900956e+01
-1.770800e+02	-1.903305e+01	-1.903566e+01
-1.770600e+02	-1.905670e+01	-1.906187e+01
-1.770400e+02	-1.908099e+01	-1.908819e+01
-1.770200e+02	-1.910922e+01	-1.911430e+01
-1.770000e+02	-1.913897e+01	-1.914064e+01
-1.769800e+02	-1.916733e+01	-1.916690e+01
-1.769600e+02	-1.919454e+01	-1.919318e+01
-1.769400e+02	-1.922289e+01	-1.921970e+01
-1.769200e+02	-1.924883e+01	-1.924610e+01
-1.769000e+02	-1.927656e+01	-1.927240e+01
-1.768800e+02	-1.930262e+01	-1.929884e+01
-1.768600e+02	-1.932868e+01	-1.932500e+01
-1.768400e+02	-1.935311e+01	-1.935094e+01
-1.768200e+02	-1.937612e+01	-1.937671e+01
-1.768000e+02	-1.939874e+01	-1.940244e+01
-1.767800e+02	-1.942647e+01	-1.942794e+01
-1.767600e+02	-1.945014e+01	-1.945359e+01
-1.767400e+02	-1.947758e+01	-1.947908e+01
-1.767200e+02	-1.950455e+01	-1.950463e+01
-1.767000e+02	-1.952870e+01	-1.953019e+01
-1.766800e+02	-1.955655e+01	-1.955608e+01
-1.766600e+02	-1.958084e+01	-1.958218e+01
-1.766400e+02	-1.960666e+01	-1.960854e+01
-1.766200e+02	-1.963578e+01	-1.963510e+01
-1.766000e+02	-1.966489e+01	-1.966194e+01
-1.765800e+02	-1.969197e+01	-1.968889e+01
-1.765600e+02	-1.971550e+01	-1.971580e+01
-1.765400e+02	-1.974118e+01	-1.974236e+01
-1.765200e+02	-1.976383e+01	-1.976883e+01
-1.765000e+02	-1.979409e+01	-1.979486e+01
-1.764800e+02	-1.982154e+01	-1.982083e+01
-1.764600e+02	-1.985015e+01	-1.984687e+01
-1.764400e+02	-1.987533e+01	-1.987258e+01
-1.764200e+02	-1.990039e+01	-1.989843e+01
-1.764000e+02	-1.992634e+01	-1.992392e+01
-1.763800e+02	-1.995188e+01	-1.994918e+01
-1.763600e+02	-1.997541e+01	-1.997471e+01
-1.763400e+02	-1.999944e+01	-2.000056e+01
-1.763200e+02	-2.002221e+01	-2.002653e+01
-1.763000e+02	-2.004815e+01	-2.005244e+01
-1.762800e+02	-2.007485e+01	-2.007839e+01
-1.762600e+02	-2.010371e+01	-2.010416e+01
-1.762400e+02	-2.013040e+01	-2.013018e+01
-1.762200e+02	-2.015507e+01	-2.015632e+01
-1.762000e+02	-2.018318e+01	-2.018268e+01
-1.761800e+02	-2.020721e+01	-2.020886e+01
-1.761600e+02	-2.023633e+01	-2.023492e+01
-1.761400e+02	-2.026508e+01	-2.026117e+01
-1.761200e+02	-2.028999e+01	-2.028739e+01
-1.761000e+02	-2.031429e+01	-2.031355e+01
-1.760800e+02	-2.034048e+01	-2.033952e+01
-1.760600e+02	-2.036603e+01	-2.036510e+01
-1.760400e+02	-2.039083e+01	-2.039030e+01
-1.760200e+02	-2.041512e+01	-2.041530e+01
-1.760000e+02	-2.043940e+01	-2.044029e+01
-1.759800e+02	-2.046344e+01	-2.046530e+01
-1.759600e+02	-2.048747e+01	-2.049020e+01
-1.759400e+02	-2.051519e+01	-2.051506e+01
-1.759200e+02	-2.054253e+01	-2.053997e+01
-1.759000e+02	-2.056528e+01	-2.056503e+01
-1.758800e+02	-2.059059e+01	-2.059015e+01
-1.758600e+02	-2.061361e+01	-2.061524e+01
-1.758400e+02	-2.063750e+01	-2.064007e+01
-1.758200e+02	-2.066244e+01	-2.066499e+01
-1.758000e+02	-2.068991e+01	-2.068985e+01
-1.757800e+02	-2.071610e+01	-2.071457e+01
