# Analysis start time: 				19969.760000000002 ms
# Analysis stop time:				25038.879999999997 ms
# Upper limit for maxima:			50.0 mV
# Lower limit for maxima:			-10.0 mV
# Upper limit for minima:			-50.0 mV
# Lower limit for minima:			-90.0 mV
# Maximum peak half width:			250.0 ms
# Minimum peak amplitude:			50.0 mV
# Running average window size:		25
# Window multiplier for derivative:	1.0
# Window multiplier for maxima:		4.0
# Window multiplier for minima:		16.0
# Time (ms)	Averaged signal (mV)	Filtered average (mV)
2.200000e+01	-1.764500e+01	-1.763944e+01
2.202000e+01	-1.767642e+01	-1.766932e+01
2.204000e+01	-1.770108e+01	-1.769917e+01
2.206000e+01	-1.773147e+01	-1.772875e+01
2.208000e+01	-1.776035e+01	-1.775822e+01
2.210000e+01	-1.778654e+01	-1.778752e+01
2.212000e+01	-1.781260e+01	-1.781654e+01
2.214000e+01	-1.784387e+01	-1.784512e+01
2.216000e+01	-1.787440e+01	-1.787357e+01
2.218000e+01	-1.789956e+01	-1.790180e+01
2.220000e+01	-1.792908e+01	-1.792942e+01
2.222000e+01	-1.796087e+01	-1.795677e+01
2.224000e+01	-1.798552e+01	-1.798435e+01
2.226000e+01	-1.801237e+01	-1.801213e+01
2.228000e+01	-1.804199e+01	-1.804029e+01
2.230000e+01	-1.807099e+01	-1.806846e+01
2.232000e+01	-1.809553e+01	-1.809704e+01
2.234000e+01	-1.812388e+01	-1.812584e+01
2.236000e+01	-1.815338e+01	-1.815454e+01
2.238000e+01	-1.817970e+01	-1.818340e+01
2.240000e+01	-1.820729e+01	-1.821264e+01
2.242000e+01	-1.823680e+01	-1.824204e+01
2.244000e+01	-1.827088e+01	-1.827138e+01
2.246000e+01	-1.830229e+01	-1.830080e+01
2.248000e+01	-1.833013e+01	-1.833050e+01
2.250000e+01	-1.836319e+01	-1.835979e+01
2.252000e+01	-1.839257e+01	-1.838868e+01
2.254000e+01	-1.842118e+01	-1.841762e+01
2.256000e+01	-1.844800e+01	-1.844642e+01
2.258000e+01	-1.847636e+01	-1.847481e+01
2.260000e+01	-1.850738e+01	-1.850302e+01
2.262000e+01	-1.853230e+01	-1.853107e+01
2.264000e+01	-1.855760e+01	-1.855882e+01
2.266000e+01	-1.858609e+01	-1.858613e+01
2.268000e+01	-1.861165e+01	-1.861335e+01
2.270000e+01	-1.863825e+01	-1.864072e+01
2.272000e+01	-1.866341e+01	-1.866795e+01
2.274000e+01	-1.869265e+01	-1.869496e+01
2.276000e+01	-1.872380e+01	-1.872242e+01
2.278000e+01	-1.875000e+01	-1.875007e+01
2.280000e+01	-1.877912e+01	-1.877803e+01
2.282000e+01	-1.880772e+01	-1.880612e+01
2.284000e+01	-1.883520e+01	-1.883472e+01
2.286000e+01	-1.886381e+01	-1.886365e+01
2.288000e+01	-1.889100e+01	-1.889262e+01
2.290000e+01	-1.892102e+01	-1.892175e+01
2.292000e+01	-1.894747e+01	-1.895087e+01
2.294000e+01	-1.897520e+01	-1.897963e+01
2.296000e+01	-1.900736e+01	-1.900826e+01
2.298000e+01	-1.903966e+01	-1.903669e+01
2.300000e+01	-1.906763e+01	-1.906497e+01
2.302000e+01	-1.909777e+01	-1.909340e+01
2.304000e+01	-1.912562e+01	-1.912189e+01
2.306000e+01	-1.915474e+01	-1.915023e+01
2.308000e+01	-1.917814e+01	-1.917864e+01
2.310000e+01	-1.920687e+01	-1.920687e+01
2.312000e+01	-1.923434e+01	-1.923507e+01
2.314000e+01	-1.925799e+01	-1.926322e+01
2.316000e+01	-1.928660e+01	-1.929140e+01
2.318000e+01	-1.931827e+01	-1.931945e+01
2.320000e+01	-1.934725e+01	-1.934725e+01
2.322000e+01	-1.937510e+01	-1.937528e+01
2.324000e+01	-1.940575e+01	-1.940371e+01
2.326000e+01	-1.943473e+01	-1.943221e+01
2.328000e+01	-1.945979e+01	-1.946101e+01
2.330000e+01	-1.949070e+01	-1.949008e+01
2.332000e+01	-1.951802e+01	-1.951914e+01
2.334000e+01	-1.954804e+01	-1.954793e+01
2.336000e+01	-1.957716e+01	-1.957674e+01
2.338000e+01	-1.960462e+01	-1.960539e+01
2.340000e+01	-1.963387e+01	-1.963390e+01
2.342000e+01	-1.966183e+01	-1.966238e+01
2.344000e+01	-1.969299e+01	-1.969100e+01
2.346000e+01	-1.972161e+01	-1.971977e+01
2.348000e+01	-1.974882e+01	-1.974855e+01
2.350000e+01	-1.977756e+01	-1.977724e+01
2.352000e+01	-1.980489e+01	-1.980599e+01
2.354000e+01	-1.982981e+01	-1.983438e+01
2.356000e+01	-1.986072e+01	-1.986276e+01
2.358000e+01	-1.988983e+01	-1.989099e+01
2.360000e+01	-1.991907e+01	-1.991904e+01
2.362000e+01	-1.995061e+01	-1.994684e+01
2.364000e+01	-1.997680e+01	-1.997420e+01
2.366000e+01	-2.000427e+01	-2.000135e+01
2.368000e+01	-2.003237e+01	-2.002844e+01
2.370000e+01	-2.005742e+01	-2.005564e+01
2.372000e+01	-2.008235e+01	-2.008302e+01
2.374000e+01	-2.011159e+01	-2.011051e+01
2.376000e+01	-2.013690e+01	-2.013798e+01
2.378000e+01	-2.016398e+01	-2.016558e+01
2.380000e+01	-2.019081e+01	-2.019297e+01
2.382000e+01	-2.021572e+01	-2.022078e+01
2.384000e+01	-2.024370e+01	-2.024873e+01
2.386000e+01	-2.027295e+01	-2.027686e+01
2.388000e+01	-2.030461e+01	-2.030535e+01
2.390000e+01	-2.033615e+01	-2.033400e+01
2.392000e+01	-2.036477e+01	-2.036278e+01
2.394000e+01	-2.039502e+01	-2.039190e+01
2.396000e+01	-2.042263e+01	-2.042091e+01
2.398000e+01	-2.044945e+01	-2.044982e+01
2.400000e+01	-2.048021e+01	-2.047885e+01
2.402000e+01	-2.050770e+01	-2.050767e+01
2.404000e+01	-2.053757e+01	-2.053637e+01
2.406000e+01	-2.056286e+01	-2.056479e+01
2.408000e+01	-2.059085e+01	-2.059241e+01
2.410000e+01	-2.061907e+01	-2.061933e+01
2.412000e+01	-2.064768e+01	-2.064576e+01
2.414000e+01	-2.067425e+01	-2.067203e+01
2.416000e+01	-2.070236e+01	-2.069819e+01
2.418000e+01	-2.072664e+01	-2.072422e+01
2.420000e+01	-2.075399e+01	-2.075066e+01
2.422000e+01	-2.077941e+01	-2.077715e+01
2.424000e+01	-2.080409e+01	-2.080366e+01
2.426000e+01	-2.082888e+01	-2.083043e+01
2.428000e+01	-2.085204e+01	-2.085730e+01
2.430000e+01	-2.087554e+01	-2.088460e+01
2.432000e+01	-2.090467e+01	-2.091181e+01
2.434000e+01	-2.093571e+01	-2.093919e+01
2.436000e+01	-2.096635e+01	-2.096682e+01
2.438000e+01	-2.099585e+01	-2.099486e+01
2.440000e+01	-2.102737e+01	-2.102316e+01
2.442000e+01	-2.105814e+01	-2.105181e+01
2.444000e+01	-2.108295e+01	-2.108054e+01
2.446000e+01	-2.111054e+01	-2.110940e+01
2.448000e+01	-2.113825e+01	-2.113838e+01
2.450000e+01	-2.116634e+01	-2.116721e+01
2.452000e+01	-2.119471e+01	-2.119571e+01
2.454000e+01	-2.122028e+01	-2.122371e+01
2.456000e+01	-2.125040e+01	-2.125102e+01
2.458000e+01	-2.127927e+01	-2.127807e+01
2.460000e+01	-2.130764e+01	-2.130483e+01
2.462000e+01	-2.133409e+01	-2.133140e+01
2.464000e+01	-2.136051e+01	-2.135810e+01
2.466000e+01	-2.138686e+01	-2.138482e+01
2.468000e+01	-2.141240e+01	-2.141190e+01
2.470000e+01	-2.143936e+01	-2.143870e+01
2.472000e+01	-2.146301e+01	-2.146543e+01
2.474000e+01	-2.148882e+01	-2.149203e+01
2.476000e+01	-2.151591e+01	-2.151846e+01
2.478000e+01	-2.154262e+01	-2.154493e+01
2.480000e+01	-2.157109e+01	-2.157155e+01
2.482000e+01	-2.159755e+01	-2.159845e+01
2.484000e+01	-2.162742e+01	-2.162565e+01
2.486000e+01	-2.165718e+01	-2.165322e+01
2.488000e+01	-2.168159e+01	-2.168096e+01
2.490000e+01	-2.171045e+01	-2.170886e+01
2.492000e+01	-2.173449e+01	-2.173696e+01
2.494000e+01	-2.176259e+01	-2.176530e+01
2.496000e+01	-2.179019e+01	-2.179387e+01
2.498000e+01	-2.181944e+01	-2.182245e+01
2.500000e+01	-2.185135e+01	-2.185094e+01
2.502000e+01	-2.188200e+01	-2.187932e+01
2.504000e+01	-2.190807e+01	-2.190761e+01
2.506000e+01	-2.193655e+01	-2.193557e+01
2.508000e+01	-2.196490e+01	-2.196328e+01
2.510000e+01	-2.199186e+01	-2.199106e+01
2.512000e+01	-2.202072e+01	-2.201903e+01
2.514000e+01	-2.204971e+01	-2.204694e+01
2.516000e+01	-2.207769e+01	-2.207488e+01
2.518000e+01	-2.210376e+01	-2.210272e+01
2.520000e+01	-2.212982e+01	-2.213034e+01
2.522000e+01	-2.215462e+01	-2.215755e+01
2.524000e+01	-2.218093e+01	-2.218475e+01
2.526000e+01	-2.220853e+01	-2.221197e+01
2.528000e+01	-2.223435e+01	-2.223946e+01
2.530000e+01	-2.226652e+01	-2.226683e+01
2.532000e+01	-2.229627e+01	-2.229415e+01
2.534000e+01	-2.232501e+01	-2.232156e+01
2.536000e+01	-2.235246e+01	-2.234877e+01
2.538000e+01	-2.237778e+01	-2.237583e+01
2.540000e+01	-2.240499e+01	-2.240304e+01
2.542000e+01	-2.242775e+01	-2.243012e+01
2.544000e+01	-2.245483e+01	-2.245714e+01
2.546000e+01	-2.248510e+01	-2.248406e+01
2.548000e+01	-2.251065e+01	-2.251078e+01
2.550000e+01	-2.253940e+01	-2.253739e+01
2.552000e+01	-2.256369e+01	-2.256387e+01
2.554000e+01	-2.258961e+01	-2.259014e+01
2.556000e+01	-2.261645e+01	-2.261653e+01
2.558000e+01	-2.264048e+01	-2.264291e+01
2.560000e+01	-2.266744e+01	-2.266932e+01
2.562000e+01	-2.269656e+01	-2.269583e+01
2.564000e+01	-2.272135e+01	-2.272245e+01
2.566000e+01	-2.275060e+01	-2.274908e+01
2.568000e+01	-2.277705e+01	-2.277550e+01
2.570000e+01	-2.280362e+01	-2.280197e+01
2.572000e+01	-2.282995e+01	-2.282871e+01
2.574000e+01	-2.285512e+01	-2.285520e+01
2.576000e+01	-2.288144e+01	-2.288193e+01
2.578000e+01	-2.290662e+01	-2.290880e+01
2.580000e+01	-2.293345e+01	-2.293563e+01
2.582000e+01	-2.296205e+01	-2.296258e+01
2.584000e+01	-2.299053e+01	-2.298948e+01
2.586000e+01	-2.301814e+01	-2.301665e+01
2.588000e+01	-2.304268e+01	-2.304388e+01
2.590000e+01	-2.307091e+01	-2.307112e+01
2.592000e+01	-2.309786e+01	-2.309842e+01
2.594000e+01	-2.312393e+01	-2.312580e+01
2.596000e+01	-2.315037e+01	-2.315299e+01
2.598000e+01	-2.318179e+01	-2.318010e+01
2.600000e+01	-2.320976e+01	-2.320710e+01
2.602000e+01	-2.323457e+01	-2.323404e+01
2.604000e+01	-2.326330e+01	-2.326094e+01
2.606000e+01	-2.329064e+01	-2.328778e+01
2.608000e+01	-2.331708e+01	-2.331477e+01
2.610000e+01	-2.333971e+01	-2.334173e+01
2.612000e+01	-2.336768e+01	-2.336858e+01
2.614000e+01	-2.339211e+01	-2.339527e+01
2.616000e+01	-2.341969e+01	-2.342182e+01
2.618000e+01	-2.344463e+01	-2.344817e+01
2.620000e+01	-2.347412e+01	-2.347433e+01
2.622000e+01	-2.350209e+01	-2.350030e+01
2.624000e+01	-2.352956e+01	-2.352659e+01
2.626000e+01	-2.355652e+01	-2.355300e+01
2.628000e+01	-2.358144e+01	-2.357920e+01
2.630000e+01	-2.360724e+01	-2.360561e+01
2.632000e+01	-2.363065e+01	-2.363228e+01
2.634000e+01	-2.365685e+01	-2.365909e+01
2.636000e+01	-2.368417e+01	-2.368569e+01
2.638000e+01	-2.370860e+01	-2.371220e+01
2.640000e+01	-2.373607e+01	-2.373858e+01
2.642000e+01	-2.376417e+01	-2.376475e+01
2.644000e+01	-2.379150e+01	-2.379062e+01
2.646000e+01	-2.381949e+01	-2.381687e+01
2.648000e+01	-2.384478e+01	-2.384319e+01
2.650000e+01	-2.387072e+01	-2.386968e+01
2.652000e+01	-2.389959e+01	-2.389635e+01
2.654000e+01	-2.392577e+01	-2.392306e+01
2.656000e+01	-2.394981e+01	-2.394984e+01
2.658000e+01	-2.397410e+01	-2.397639e+01
2.660000e+01	-2.399927e+01	-2.400279e+01
2.662000e+01	-2.402738e+01	-2.402930e+01
2.664000e+01	-2.405256e+01	-2.405569e+01
2.666000e+01	-2.408256e+01	-2.408215e+01
2.668000e+01	-2.411257e+01	-2.410890e+01
2.670000e+01	-2.413648e+01	-2.413594e+01
2.672000e+01	-2.416445e+01	-2.416334e+01
2.674000e+01	-2.419116e+01	-2.419092e+01
2.676000e+01	-2.421760e+01	-2.421839e+01
2.678000e+01	-2.424405e+01	-2.424614e+01
2.680000e+01	-2.427038e+01	-2.427390e+01
2.682000e+01	-2.429860e+01	-2.430150e+01
2.684000e+01	-2.432899e+01	-2.432891e+01
2.686000e+01	-2.435659e+01	-2.435604e+01
2.688000e+01	-2.438546e+01	-2.438323e+01
2.690000e+01	-2.441431e+01	-2.441009e+01
2.692000e+01	-2.444101e+01	-2.443690e+01
2.694000e+01	-2.446658e+01	-2.446386e+01
2.696000e+01	-2.449099e+01	-2.449051e+01
2.698000e+01	-2.451489e+01	-2.451723e+01
2.700000e+01	-2.454325e+01	-2.454395e+01
2.702000e+01	-2.456805e+01	-2.457048e+01
2.704000e+01	-2.459487e+01	-2.459666e+01
2.706000e+01	-2.462133e+01	-2.462259e+01
2.708000e+01	-2.464740e+01	-2.464843e+01
2.710000e+01	-2.467486e+01	-2.467438e+01
2.712000e+01	-2.469902e+01	-2.470007e+01
2.714000e+01	-2.472610e+01	-2.472581e+01
2.716000e+01	-2.475382e+01	-2.475161e+01
2.718000e+01	-2.477965e+01	-2.477751e+01
2.720000e+01	-2.480659e+01	-2.480329e+01
2.722000e+01	-2.483063e+01	-2.482913e+01
2.724000e+01	-2.485365e+01	-2.485490e+01
2.726000e+01	-2.487868e+01	-2.488077e+01
2.728000e+01	-2.490603e+01	-2.490668e+01
2.730000e+01	-2.493172e+01	-2.493251e+01
2.732000e+01	-2.495651e+01	-2.495838e+01
2.734000e+01	-2.498054e+01	-2.498417e+01
2.736000e+01	-2.500915e+01	-2.500994e+01
2.738000e+01	-2.503522e+01	-2.503584e+01
2.740000e+01	-2.506281e+01	-2.506170e+01
2.742000e+01	-2.508850e+01	-2.508783e+01
2.744000e+01	-2.511699e+01	-2.511393e+01
2.746000e+01	-2.514153e+01	-2.514003e+01
2.748000e+01	-2.516607e+01	-2.516586e+01
2.750000e+01	-2.519201e+01	-2.519118e+01
2.752000e+01	-2.521540e+01	-2.521634e+01
2.754000e+01	-2.524210e+01	-2.524159e+01
2.756000e+01	-2.526691e+01	-2.526675e+01
2.758000e+01	-2.529310e+01	-2.529199e+01
2.760000e+01	-2.532082e+01	-2.531709e+01
2.762000e+01	-2.534217e+01	-2.534229e+01
2.764000e+01	-2.536825e+01	-2.536745e+01
2.766000e+01	-2.538999e+01	-2.539266e+01
2.768000e+01	-2.541427e+01	-2.541802e+01
2.770000e+01	-2.543920e+01	-2.544354e+01
2.772000e+01	-2.546615e+01	-2.546902e+01
2.774000e+01	-2.549629e+01	-2.549477e+01
2.776000e+01	-2.552325e+01	-2.552073e+01
2.778000e+01	-2.554894e+01	-2.554677e+01
2.780000e+01	-2.557652e+01	-2.557301e+01
2.782000e+01	-2.560005e+01	-2.559953e+01
2.784000e+01	-2.562524e+01	-2.562651e+01
2.786000e+01	-2.565155e+01	-2.565379e+01
2.788000e+01	-2.567837e+01	-2.568085e+01
2.790000e+01	-2.570649e+01	-2.570820e+01
2.792000e+01	-2.573177e+01	-2.573529e+01
2.794000e+01	-2.576091e+01	-2.576214e+01
2.796000e+01	-2.579092e+01	-2.578871e+01
2.798000e+01	-2.581622e+01	-2.581536e+01
2.800000e+01	-2.584368e+01	-2.584201e+01
2.802000e+01	-2.587039e+01	-2.586852e+01
2.804000e+01	-2.589875e+01	-2.589488e+01
2.806000e+01	-2.592367e+01	-2.592108e+01
2.808000e+01	-2.594579e+01	-2.594679e+01
2.810000e+01	-2.597147e+01	-2.597204e+01
2.812000e+01	-2.599895e+01	-2.599701e+01
2.814000e+01	-2.602106e+01	-2.602185e+01
2.816000e+01	-2.604625e+01	-2.604656e+01
2.818000e+01	-2.607168e+01	-2.607094e+01
2.820000e+01	-2.609774e+01	-2.609543e+01
2.822000e+01	-2.611860e+01	-2.612026e+01
2.824000e+01	-2.614377e+01	-2.614505e+01
2.826000e+01	-2.616857e+01	-2.617001e+01
2.828000e+01	-2.619196e+01	-2.619534e+01
2.830000e+01	-2.621702e+01	-2.622072e+01
2.832000e+01	-2.624347e+01	-2.624600e+01
2.834000e+01	-2.627132e+01	-2.627113e+01
2.836000e+01	-2.629763e+01	-2.629638e+01
2.838000e+01	-2.632192e+01	-2.632164e+01
2.840000e+01	-2.634837e+01	-2.634667e+01
2.842000e+01	-2.637596e+01	-2.637177e+01
2.844000e+01	-2.640102e+01	-2.639694e+01
2.846000e+01	-2.642415e+01	-2.642225e+01
2.848000e+01	-2.644933e+01	-2.644727e+01
2.850000e+01	-2.647336e+01	-2.647247e+01
2.852000e+01	-2.649282e+01	-2.649760e+01
2.854000e+01	-2.651927e+01	-2.652250e+01
2.856000e+01	-2.654622e+01	-2.654723e+01
2.858000e+01	-2.657102e+01	-2.657215e+01
2.860000e+01	-2.659441e+01	-2.659722e+01
2.862000e+01	-2.662201e+01	-2.662243e+01
2.864000e+01	-2.664909e+01	-2.664770e+01
2.866000e+01	-2.667440e+01	-2.667332e+01
2.868000e+01	-2.669997e+01	-2.669914e+01
2.870000e+01	-2.672539e+01	-2.672512e+01
2.872000e+01	-2.675258e+01	-2.675108e+01
2.874000e+01	-2.677536e+01	-2.677708e+01
2.876000e+01	-2.680105e+01	-2.680322e+01
2.878000e+01	-2.682838e+01	-2.682897e+01
2.880000e+01	-2.685636e+01	-2.685489e+01
2.882000e+01	-2.688026e+01	-2.688083e+01
2.884000e+01	-2.690685e+01	-2.690650e+01
2.886000e+01	-2.693304e+01	-2.693186e+01
2.888000e+01	-2.695846e+01	-2.695702e+01
2.890000e+01	-2.698097e+01	-2.698174e+01
2.892000e+01	-2.700704e+01	-2.700622e+01
2.894000e+01	-2.703197e+01	-2.703061e+01
2.896000e+01	-2.705751e+01	-2.705493e+01
2.898000e+01	-2.708372e+01	-2.707963e+01
2.900000e+01	-2.710648e+01	-2.710422e+01
2.902000e+01	-2.713152e+01	-2.712913e+01
2.904000e+01	-2.715200e+01	-2.715423e+01
2.906000e+01	-2.717477e+01	-2.717951e+01
2.908000e+01	-2.719994e+01	-2.720497e+01
2.910000e+01	-2.722346e+01	-2.723050e+01
2.912000e+01	-2.724952e+01	-2.725625e+01
2.914000e+01	-2.728132e+01	-2.728226e+01
2.916000e+01	-2.731056e+01	-2.730825e+01
2.918000e+01	-2.733892e+01	-2.733462e+01
2.920000e+01	-2.736791e+01	-2.736134e+01
2.922000e+01	-2.739195e+01	-2.738834e+01
2.924000e+01	-2.741928e+01	-2.741576e+01
2.926000e+01	-2.744178e+01	-2.744315e+01
2.928000e+01	-2.746773e+01	-2.747061e+01
2.930000e+01	-2.749597e+01	-2.749788e+01
2.932000e+01	-2.752037e+01	-2.752489e+01
2.934000e+01	-2.754974e+01	-2.755167e+01
2.936000e+01	-2.757798e+01	-2.757810e+01
2.938000e+01	-2.760505e+01	-2.760426e+01
2.940000e+01	-2.763443e+01	-2.763069e+01
2.942000e+01	-2.766050e+01	-2.765735e+01
2.944000e+01	-2.768542e+01	-2.768417e+01
2.946000e+01	-2.771137e+01	-2.771107e+01
2.948000e+01	-2.773527e+01	-2.773783e+01
2.950000e+01	-2.776222e+01	-2.776457e+01
2.952000e+01	-2.778918e+01	-2.779059e+01
2.954000e+01	-2.781410e+01	-2.781604e+01
2.956000e+01	-2.784029e+01	-2.784114e+01
2.958000e+01	-2.786738e+01	-2.786587e+01
2.960000e+01	-2.789396e+01	-2.789045e+01
2.962000e+01	-2.792079e+01	-2.791504e+01
2.964000e+01	-2.794482e+01	-2.793979e+01
2.966000e+01	-2.796707e+01	-2.796471e+01
2.968000e+01	-2.798919e+01	-2.798968e+01
2.970000e+01	-2.801298e+01	-2.801424e+01
2.972000e+01	-2.803446e+01	-2.803881e+01
2.974000e+01	-2.805532e+01	-2.806341e+01
2.976000e+01	-2.808240e+01	-2.808776e+01
2.978000e+01	-2.811025e+01	-2.811235e+01
2.980000e+01	-2.813848e+01	-2.813690e+01
2.982000e+01	-2.816391e+01	-2.816149e+01
2.984000e+01	-2.819138e+01	-2.818630e+01
2.986000e+01	-2.821642e+01	-2.821134e+01
2.988000e+01	-2.823804e+01	-2.823689e+01
2.990000e+01	-2.826182e+01	-2.826259e+01
2.992000e+01	-2.828470e+01	-2.828834e+01
2.994000e+01	-2.831447e+01	-2.831420e+01
2.996000e+01	-2.833952e+01	-2.834012e+01
2.998000e+01	-2.836151e+01	-2.836580e+01
3.000000e+01	-2.839189e+01	-2.839110e+01
3.002000e+01	-2.841517e+01	-2.841664e+01
3.004000e+01	-2.844175e+01	-2.844232e+01
3.006000e+01	-2.846896e+01	-2.846794e+01
3.008000e+01	-2.849528e+01	-2.849362e+01
3.010000e+01	-2.852237e+01	-2.851974e+01
3.012000e+01	-2.854588e+01	-2.854592e+01
3.014000e+01	-2.857259e+01	-2.857180e+01
3.016000e+01	-2.859878e+01	-2.859760e+01
3.018000e+01	-2.862270e+01	-2.862338e+01
3.020000e+01	-2.864799e+01	-2.864934e+01
3.022000e+01	-2.867494e+01	-2.867525e+01
3.024000e+01	-2.870242e+01	-2.870104e+01
3.026000e+01	-2.872467e+01	-2.872718e+01
3.028000e+01	-2.874961e+01	-2.875297e+01
3.030000e+01	-2.877947e+01	-2.877878e+01
3.032000e+01	-2.880631e+01	-2.880481e+01
3.034000e+01	-2.882894e+01	-2.883090e+01
3.036000e+01	-2.885500e+01	-2.885691e+01
3.038000e+01	-2.888362e+01	-2.888256e+01
3.040000e+01	-2.890993e+01	-2.890802e+01
3.042000e+01	-2.893309e+01	-2.893322e+01
3.044000e+01	-2.895953e+01	-2.895784e+01
3.046000e+01	-2.898597e+01	-2.898226e+01
3.048000e+01	-2.900886e+01	-2.900674e+01
3.050000e+01	-2.903150e+01	-2.903106e+01
3.052000e+01	-2.905857e+01	-2.905497e+01
3.054000e+01	-2.908274e+01	-2.907904e+01
3.056000e+01	-2.910335e+01	-2.910361e+01
3.058000e+01	-2.912420e+01	-2.912833e+01
3.060000e+01	-2.914797e+01	-2.915281e+01
3.062000e+01	-2.917239e+01	-2.917747e+01
3.064000e+01	-2.919667e+01	-2.920238e+01
3.066000e+01	-2.922261e+01	-2.922718e+01
3.068000e+01	-2.925250e+01	-2.925176e+01
3.070000e+01	-2.927856e+01	-2.927672e+01
3.072000e+01	-2.930197e+01	-2.930192e+01
3.074000e+01	-2.933108e+01	-2.932712e+01
3.076000e+01	-2.936033e+01	-2.935225e+01
3.078000e+01	-2.938232e+01	-2.937767e+01
3.080000e+01	-2.940305e+01	-2.940297e+01
3.082000e+01	-2.942670e+01	-2.942797e+01
3.084000e+01	-2.945237e+01	-2.945275e+01
3.086000e+01	-2.947375e+01	-2.947724e+01
3.088000e+01	-2.949677e+01	-2.950149e+01
3.090000e+01	-2.952461e+01	-2.952541e+01
3.092000e+01	-2.955272e+01	-2.954933e+01
3.094000e+01	-2.957432e+01	-2.957334e+01
3.096000e+01	-2.959823e+01	-2.959733e+01
3.098000e+01	-2.962215e+01	-2.962120e+01
3.100000e+01	-2.964617e+01	-2.964547e+01
3.102000e+01	-2.966843e+01	-2.967037e+01
3.104000e+01	-2.969450e+01	-2.969517e+01
3.106000e+01	-2.972018e+01	-2.971979e+01
3.108000e+01	-2.974268e+01	-2.974468e+01
3.110000e+01	-2.976787e+01	-2.976961e+01
3.112000e+01	-2.979304e+01	-2.979431e+01
3.114000e+01	-2.981948e+01	-2.981902e+01
3.116000e+01	-2.984237e+01	-2.984391e+01
3.118000e+01	-2.986895e+01	-2.986893e+01
3.120000e+01	-2.989515e+01	-2.989352e+01
3.122000e+01	-2.992147e+01	-2.991813e+01
3.124000e+01	-2.994538e+01	-2.994276e+01
3.126000e+01	-2.996687e+01	-2.996732e+01
3.128000e+01	-2.999344e+01	-2.999187e+01
3.130000e+01	-3.001976e+01	-3.001662e+01
3.132000e+01	-3.003972e+01	-3.004131e+01
3.134000e+01	-3.006529e+01	-3.006595e+01
3.136000e+01	-3.009058e+01	-3.009079e+01
3.138000e+01	-3.011247e+01	-3.011582e+01
3.140000e+01	-3.013547e+01	-3.014094e+01
3.142000e+01	-3.016141e+01	-3.016586e+01
3.144000e+01	-3.019129e+01	-3.019084e+01
3.146000e+01	-3.021684e+01	-3.021593e+01
3.148000e+01	-3.024192e+01	-3.024097e+01
3.150000e+01	-3.026923e+01	-3.026603e+01
3.152000e+01	-3.029302e+01	-3.029100e+01
3.154000e+01	-3.031629e+01	-3.031608e+01
3.156000e+01	-3.034427e+01	-3.034132e+01
3.158000e+01	-3.036932e+01	-3.036619e+01
3.160000e+01	-3.039156e+01	-3.039097e+01
3.162000e+01	-3.041293e+01	-3.041557e+01
3.164000e+01	-3.043683e+01	-3.043955e+01
3.166000e+01	-3.046176e+01	-3.046298e+01
3.168000e+01	-3.048592e+01	-3.048638e+01
3.170000e+01	-3.050957e+01	-3.050996e+01
3.172000e+01	-3.053639e+01	-3.053364e+01
3.174000e+01	-3.056069e+01	-3.055735e+01
3.176000e+01	-3.058282e+01	-3.058107e+01
3.178000e+01	-3.060583e+01	-3.060484e+01
3.180000e+01	-3.062757e+01	-3.062851e+01
3.182000e+01	-3.065046e+01	-3.065274e+01
3.184000e+01	-3.067283e+01	-3.067735e+01
3.186000e+01	-3.069675e+01	-3.070194e+01
3.188000e+01	-3.072445e+01	-3.072644e+01
3.190000e+01	-3.075320e+01	-3.075078e+01
3.192000e+01	-3.077621e+01	-3.077526e+01
3.194000e+01	-3.080140e+01	-3.079988e+01
3.196000e+01	-3.082428e+01	-3.082435e+01
3.198000e+01	-3.084805e+01	-3.084916e+01
3.200000e+01	-3.087591e+01	-3.087399e+01
3.202000e+01	-3.090045e+01	-3.089862e+01
3.204000e+01	-3.092780e+01	-3.092329e+01
3.206000e+01	-3.094902e+01	-3.094780e+01
3.208000e+01	-3.097037e+01	-3.097237e+01
3.210000e+01	-3.099442e+01	-3.099669e+01
3.212000e+01	-3.101794e+01	-3.102067e+01
3.214000e+01	-3.104476e+01	-3.104468e+01
3.216000e+01	-3.106830e+01	-3.106873e+01
3.218000e+01	-3.109042e+01	-3.109232e+01
3.220000e+01	-3.111675e+01	-3.111567e+01
3.222000e+01	-3.113836e+01	-3.113893e+01
3.224000e+01	-3.116328e+01	-3.116207e+01
3.226000e+01	-3.118934e+01	-3.118538e+01
3.228000e+01	-3.121223e+01	-3.120875e+01
3.230000e+01	-3.123563e+01	-3.123235e+01
3.232000e+01	-3.125470e+01	-3.125555e+01
3.234000e+01	-3.127620e+01	-3.127845e+01
3.236000e+01	-3.129958e+01	-3.130134e+01
3.238000e+01	-3.132070e+01	-3.132423e+01
3.240000e+01	-3.134359e+01	-3.134712e+01
3.242000e+01	-3.137055e+01	-3.137043e+01
3.244000e+01	-3.139712e+01	-3.139384e+01
3.246000e+01	-3.141937e+01	-3.141754e+01
3.248000e+01	-3.144237e+01	-3.144132e+01
3.250000e+01	-3.146527e+01	-3.146523e+01
3.252000e+01	-3.148702e+01	-3.148966e+01
3.254000e+01	-3.150940e+01	-3.151424e+01
3.256000e+01	-3.153674e+01	-3.153894e+01
